Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
Gabriel Paulista\Gabriel-Paulista,br BRA,DF,Valencia,es La Liga,29,1990,30.2,17,0.56,16,0,0,0,1,0,3,0.10,2,0,0,0,1,0,Matches
Benjamin Pavard\Benjamin-Pavard,fr FRA,DF,Bayern Munich,de Bundesliga,24,1996,21.6,28,1.30,25,2,0,0,1,0,2,0.09,2,0,0,0,0,0,Matches
Jiří Pavlenka\Jiri-Pavlenka,cz CZE,GK,Werder Bremen,de Bundesliga,28,1992,34.0,1,0.03,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Vasileios Pavlidis\Vasileios-Pavlidis,gr GRE,FW,Schalke 04,de Bundesliga,17,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mateo Pavlović\Mateo-Pavlovic,ba BIH,DF,Angers,fr Ligue 1,30,1990,12.3,5,0.41,3,0,0,2,0,0,1,0.08,0,0,0,1,0,0,Matches
Strahinja Pavlović\Strahinja-Pavlovic,rs SRB,DF,Monaco,fr Ligue 1,19,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Leonardo Pavoletti\Leonardo-Pavoletti,it ITA,FW,Cagliari,it Serie A,31,1988,17.6,27,1.53,16,0,0,7,4,0,5,0.28,2,0,0,2,1,0,Matches
Dimitri Payet\Dimitri-Payet,fr FRA,FWMF,Marseille,fr Ligue 1,33,1987,26.9,111,4.13,67,28,5,3,6,2,16,0.60,9,4,1,0,2,0,Matches
Nehuén Paz\Nehuen-Paz,ar ARG,DF,Bologna,it Serie A,27,1993,4.0,4,0.99,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Bailey Peacock-Farrell\Bailey-Peacock-Farrell,nir NIR,GK,Burnley,eng Premier League,23,1996,4.0,1,0.25,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mads Pedersen\Mads-Pedersen,dk DEN,DF,Augsburg,de Bundesliga,23,1996,9.9,19,1.93,10,6,0,0,3,0,1,0.10,0,0,0,0,1,0,Matches
Alfonso Pedraza\Alfonso-Pedraza,es ESP,DF,Villarreal,es La Liga,24,1996,23.3,55,2.37,44,0,5,2,3,1,9,0.39,4,0,1,1,3,0,Matches
Pedri\Pedri,es ESP,MF,Barcelona,es La Liga,17,2002,26.8,79,2.94,64,3,5,2,4,1,8,0.30,4,0,0,1,2,1,Matches
Pedro\Pedro,es ESP,FWMF,Roma,it Serie A,33,1987,17.7,66,3.73,49,4,4,3,4,2,8,0.45,4,1,1,0,2,0,Matches
João Pedro\Joao-Pedro,br BRA,FWMF,Cagliari,it Serie A,28,1992,36.1,86,2.38,61,0,3,8,12,2,8,0.22,4,0,0,1,3,0,Matches
Gianluca Pegolo\Gianluca-Pegolo,it ITA,GK,Sassuolo,it Serie A,39,1981,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Peter Pekarík\Peter-Pekarik,sk SVK,DF,Hertha BSC,de Bundesliga,33,1986,18.8,20,1.06,18,1,0,0,1,0,1,0.05,1,0,0,0,0,0,Matches
Yohann Pelé\Yohann-Pele,fr FRA,GK,Marseille,fr Ligue 1,37,1982,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Graziano Pellè\Graziano-Pelle,it ITA,FW,Parma,it Serie A,35,1985,6.8,19,2.79,15,0,0,2,2,0,3,0.44,2,0,0,0,1,0,Matches
Pietro Pellegri\Pietro-Pellegri,it ITA,FWMF,Monaco,fr Ligue 1,19,2001,2.6,5,1.96,3,0,0,1,1,0,1,0.39,0,0,0,0,1,0,Matches
Lorenzo Pellegrini\Lorenzo-Pellegrini,it ITA,MFFW,Roma,it Serie A,24,1996,28.9,125,4.33,67,36,4,11,5,2,13,0.45,5,5,1,2,0,0,Matches
Luca Pellegrini\Luca-Pellegrini,it ITA,DFMF,Genoa,it Serie A,21,1999,7.1,9,1.27,7,0,2,0,0,0,1,0.14,1,0,0,0,0,0,Matches
Facundo Pellistri\Facundo-Pellistri,uy URU,MFFW,Alavés,es La Liga,18,2001,6.0,5,0.83,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Andy Pelmard\Andy-Pelmard,fr FRA,DF,Nice,fr Ligue 1,20,2000,13.4,4,0.30,4,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
Lee Peltier\Lee-Peltier,eng ENG,DF,West Brom,eng Premier League,33,1986,2.5,2,0.79,2,0,0,0,0,0,1,0.39,1,0,0,0,0,0,Matches
Federico Peluso\Federico-Peluso,it ITA,DF,Sassuolo,it Serie A,36,1984,2.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Timothee Pembele\Timothee-Pembele,fr FRA,DF,Paris S-G,fr Ligue 1,17,2002,4.3,6,1.41,3,0,1,0,1,1,0,0.00,0,0,0,0,0,0,Matches
Rubén Peña\Ruben-Pena,es ESP,DF,Villarreal,es La Liga,29,1991,12.4,16,1.29,13,0,2,0,1,0,4,0.32,2,0,2,0,0,0,Matches
Philipp Pentke\Philipp-Pentke,de GER,GK,Hoffenheim,de Bundesliga,35,1985,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Pepe\Pepe,es ESP,DF,Granada,es La Liga,20,2000,2.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Nicolas Pépé\Nicolas-Pepe,ci CIV,FW,Arsenal,eng Premier League,25,1995,18.0,37,2.06,24,3,4,3,3,0,9,0.50,4,0,2,2,1,0,Matches
Alberto Perea\Alberto-Perea,es ESP,MF,Cádiz,es La Liga,29,1990,17.2,45,2.61,25,2,11,4,2,1,8,0.46,7,0,1,0,0,0,Matches
Mathias Pereira Lage\Mathias-Pereira-Lage,pt POR,FWMF,Angers,fr Ligue 1,23,1996,16.3,30,1.84,22,1,2,3,1,1,3,0.18,1,1,0,0,1,0,Matches
Andreas Pereira\Andreas-Pereira,br BRA,MFFW,Lazio,it Serie A,24,1996,6.0,17,2.82,9,8,0,0,0,0,2,0.33,2,0,0,0,0,0,Matches
Danilo Pereira\Danilo-Pereira,pt POR,MFDF,Paris S-G,fr Ligue 1,28,1991,15.9,14,0.88,12,0,0,1,1,0,3,0.19,3,0,0,0,0,0,Matches
Matheus Pereira\Matheus-Pereira,br BRA,MFFW,West Brom,eng Premier League,24,1996,28.6,103,3.60,65,25,5,1,6,1,12,0.42,8,1,0,0,2,1,Matches
Pedro Pereira\Pedro-Pereira,pt POR,DF,Crotone,it Serie A,22,1998,28.3,36,1.27,31,1,1,0,2,1,7,0.25,6,1,0,0,0,0,Matches
Ricardo Pereira\Ricardo-Pereira,pt POR,DF,Leicester City,eng Premier League,26,1993,10.7,19,1.78,18,0,0,0,0,1,2,0.19,1,0,0,0,0,1,Matches
Gastón Pereiro\Gaston-Pereiro,uy URU,MFFW,Cagliari,it Serie A,25,1995,3.0,14,4.63,8,1,1,3,1,0,2,0.66,1,0,0,1,0,0,Matches
Bruno Peres\Bruno-Peres,br BRA,DF,Roma,it Serie A,30,1990,15.9,42,2.65,35,4,1,2,0,0,4,0.25,4,0,0,0,0,0,Matches
Roberto Pereyra\Roberto-Pereyra,ar ARG,MFFW,Udinese,it Serie A,29,1991,32.5,86,2.65,70,3,5,2,5,1,11,0.34,9,0,0,0,2,0,Matches
Ayoze Pérez\Ayoze-Perez,es ESP,MFFW,Leicester City,eng Premier League,27,1993,14.8,48,3.25,32,2,5,5,3,1,6,0.41,5,0,1,0,0,0,Matches
Carles Pérez\Carles-Perez,es ESP,FWMF,Roma,it Serie A,22,1998,8.6,32,3.73,13,6,6,3,3,1,5,0.58,0,1,2,1,1,0,Matches
Iñigo Pérez\Inigo-Perez,es ESP,MFDF,Osasuna,es La Liga,32,1988,15.0,25,1.67,15,7,1,0,1,1,2,0.13,0,2,0,0,0,0,Matches
Juan Pérez\Juan-Perez,es ESP,GK,Osasuna,es La Liga,24,1996,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Kike Pérez\Kike-Perez,es ESP,MF,Valladolid,es La Liga,23,1997,12.9,25,1.94,19,0,2,1,3,0,3,0.23,2,0,0,0,1,0,Matches
Lucas Pérez\Lucas-Perez,es ESP,FW,Alavés,es La Liga,31,1988,19.5,88,4.50,37,37,5,4,5,0,10,0.51,4,5,0,0,1,0,Matches
Luis Pérez\Luis-Perez,es ESP,DF,Valladolid,es La Liga,25,1995,14.4,11,0.76,9,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Manuel Perez\Manuel-Perez,fr FRA,MF,Lens,fr Ligue 1,29,1991,1.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Nehuén Pérez\Nehuen-Perez,ar ARG,DF,Granada,es La Liga,20,2000,8.2,1,0.12,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Mattia Perin\Mattia-Perin,it ITA,GK,Genoa,it Serie A,27,1992,32.0,2,0.06,2,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
Ivan Perišić\Ivan-Perisic,hr CRO,DFFW,Inter,it Serie A,31,1989,19.9,47,2.36,40,1,3,2,1,0,8,0.40,6,1,0,1,0,0,Matches
Romain Perraud\Romain-Perraud,fr FRA,DF,Brest,fr Ligue 1,22,1997,34.9,76,2.18,60,3,4,5,4,0,14,0.40,13,0,1,0,0,0,Matches
Lucas Perrin\Lucas-Perrin,fr FRA,DF,Marseille,fr Ligue 1,21,1998,3.4,4,1.17,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Pavao Pervan\Pavao-Pervan,at AUT,GK,Wolfsburg,de Bundesliga,32,1987,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Matteo Pessina\Matteo-Pessina,it ITA,MF,Atalanta,it Serie A,23,1997,18.3,54,2.95,49,0,1,3,0,1,9,0.49,8,0,0,1,0,0,Matches
Andrea Petagna\Andrea-Petagna,it ITA,FW,Napoli,it Serie A,25,1995,10.7,37,3.45,31,1,2,3,0,0,5,0.47,3,1,0,1,0,0,Matches
Nils Petersen\Nils-Petersen,de GER,FW,Freiburg,de Bundesliga,31,1988,14.5,24,1.66,18,0,0,4,0,2,1,0.07,0,0,0,1,0,0,Matches
Lukas Petkov\Lukas-Petkov,de GER,MF,Augsburg,de Bundesliga,19,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jacopo Petriccione\Jacopo-Petriccione,it ITA,MF,Crotone,it Serie A,25,1995,10.6,20,1.88,18,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Jens Petter Hauge\Jens-Petter-Hauge,no NOR,FWMF,Milan,it Serie A,20,1999,5.9,21,3.55,17,0,4,0,0,0,4,0.68,2,0,2,0,0,0,Matches
Germán Pezzella\German-Pezzella,ar ARG,DF,Fiorentina,it Serie A,29,1991,30.5,7,0.23,6,0,0,1,0,0,1,0.03,1,0,0,0,0,0,Matches
Giuseppe Pezzella\Giuseppe-Pezzella,it ITA,DF,Parma,it Serie A,22,1997,20.3,34,1.67,27,2,2,0,1,2,6,0.30,5,0,0,0,1,0,Matches
Maximilian Philipp\Maximilian-Philipp,de GER,MF,Wolfsburg,de Bundesliga,26,1994,12.3,29,2.35,20,3,2,2,1,1,4,0.32,4,0,0,0,0,0,Matches
Rayan Philippe\Rayan-Philippe,fr FRA,FW,Dijon,fr Ligue 1,19,2000,1.0,1,0.97,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Romain Philippoteaux\Romain-Philippoteaux,fr FRA,FW,Nîmes,fr Ligue 1,32,1988,2.4,6,2.52,4,1,1,0,0,0,2,0.84,1,0,1,0,0,0,Matches
Romain Philippoteaux\Romain-Philippoteaux,fr FRA,MFFW,Brest,fr Ligue 1,32,1988,6.5,13,2.01,10,0,2,1,0,0,1,0.15,0,0,0,1,0,0,Matches
Kalvin Phillips\Kalvin-Phillips,eng ENG,MF,Leeds United,eng Premier League,24,1995,27.0,58,2.15,33,19,0,1,2,3,1,0.04,1,0,0,0,0,0,Matches
Matt Phillips\Matt-Phillips,sco SCO,MFFW,West Brom,eng Premier League,29,1991,20.3,44,2.17,32,8,4,0,0,0,2,0.10,2,0,0,0,0,0,Matches
Nathaniel Phillips\Nathaniel-Phillips,eng ENG,DF,Liverpool,eng Premier League,23,1997,16.2,11,0.68,10,0,0,1,0,0,1,0.06,0,0,0,1,0,0,Matches
Jaden Philogene Bidace\Jaden-Philogene-Bidace,eng ENG,FW,Aston Villa,eng Premier League,18,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Krzysztof Piątek\Krzysztof-Piatek,pl POL,FW,Hertha BSC,de Bundesliga,25,1995,18.1,22,1.21,19,0,0,2,0,1,3,0.17,3,0,0,0,0,0,Matches
Pablo Piatti\Pablo-Piatti,ar ARG,MFFW,Elche,es La Liga,31,1989,4.0,5,1.25,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Cristiano Piccini\Cristiano-Piccini,it ITA,DF,Atalanta,it Serie A,27,1992,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Cristiano Piccini\Cristiano-Piccini,it ITA,DF,Valencia,es La Liga,27,1992,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Roberto Piccoli\Roberto-Piccoli,it ITA,FW,Spezia,it Serie A,19,2001,7.8,5,0.64,3,0,1,0,1,0,1,0.13,0,0,0,0,1,0,Matches
Jordan Pickford\Jordan-Pickford,eng ENG,GK,Everton,eng Premier League,26,1994,30.5,7,0.23,4,3,0,0,0,0,2,0.07,2,0,0,0,0,0,Matches
Jérémy Pied\Jeremy-Pied,fr FRA,DF,Lille,fr Ligue 1,31,1989,3.5,5,1.42,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Amos Pieper\Amos-Pieper,de GER,DF,Arminia,de Bundesliga,22,1998,29.8,17,0.57,16,0,0,0,0,1,2,0.07,1,0,0,0,0,1,Matches
Ronaël Pierre-Gabriel\Ronael-Pierre-Gabriel,fr FRA,DF,Brest,fr Ligue 1,22,1998,25.6,35,1.37,27,3,1,0,4,0,0,0.00,0,0,0,0,0,0,Matches
Erik Pieters\Erik-Pieters,nl NED,DFMF,Burnley,eng Premier League,31,1988,14.1,15,1.07,11,1,0,1,2,0,3,0.21,1,0,0,1,1,0,Matches
Tomás Pina Isla\Tomas-Pina-Isla,es ESP,MF,Alavés,es La Liga,32,1987,28.6,20,0.70,17,0,1,1,0,1,0,0.00,0,0,0,0,0,0,Matches
Andrea Pinamonti\Andrea-Pinamonti,it ITA,FW,Inter,it Serie A,21,1999,1.9,4,2.13,3,0,0,0,1,0,2,1.07,1,0,0,0,1,0,Matches
Yeremi Pino\Yeremi-Pino,es ESP,FWMF,Villarreal,es La Liga,17,2002,8.9,23,2.60,14,0,4,0,5,0,2,0.23,1,0,1,0,0,0,Matches
Carlo Pinsoglio\Carlo-Pinsoglio,it ITA,GK,Juventus,it Serie A,30,1990,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Gerard Piqué\Gerard-Pique,es ESP,DF,Barcelona,es La Liga,33,1987,16.5,5,0.30,5,0,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
Fabio Pisacane\Fabio-Pisacane,it ITA,DF,Cagliari,it Serie A,34,1986,2.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Łukasz Piszczek\Lukasz-Piszczek,pl POL,DF,Dortmund,de Bundesliga,35,1985,5.1,7,1.38,6,1,0,0,0,0,1,0.20,1,0,0,0,0,0,Matches
Marko Pjaca\Marko-Pjaca,hr CRO,FWMF,Genoa,it Serie A,25,1995,15.8,39,2.48,31,0,3,0,3,2,4,0.25,4,0,0,0,0,0,Matches
Miralem Pjanić\Miralem-Pjanic,ba BIH,MF,Barcelona,es La Liga,30,1990,7.0,32,4.59,29,2,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Óscar Plano\Oscar-Plano,es ESP,MFFW,Valladolid,es La Liga,29,1991,28.0,48,1.72,34,1,1,2,10,0,6,0.21,4,1,1,0,0,0,Matches
Marvin Plattenhardt\Marvin-Plattenhardt,de GER,DF,Hertha BSC,de Bundesliga,28,1992,11.9,26,2.18,17,7,1,0,1,0,3,0.25,2,1,0,0,0,0,Matches
Alassane Pléa\Alassane-Plea,fr FRA,FW,M'Gladbach,de Bundesliga,27,1993,20.0,64,3.19,50,0,5,3,4,2,7,0.35,6,0,0,1,0,0,Matches
Dani Plomer\Dani-Plomer,es ESP,FW,Granada,es La Liga,21,1998,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Tommaso Pobega\Tommaso-Pobega,it ITA,MF,Spezia,it Serie A,21,1999,13.7,21,1.54,11,0,1,2,5,2,4,0.29,0,0,1,0,3,0,Matches
Daniel Podence\Daniel-Podence,pt POR,MFFW,Wolves,eng Premier League,24,1995,18.5,61,3.31,42,1,10,1,6,1,7,0.38,3,0,4,0,0,0,Matches
Paul Pogba\Paul-Pogba,fr FRA,MFFW,Manchester Utd,eng Premier League,27,1993,21.1,68,3.23,48,1,4,5,7,3,7,0.33,2,0,2,1,2,0,Matches
Joel Pohjanpalo\Joel-Pohjanpalo,fi FIN,FW,Union Berlin,de Bundesliga,25,1994,9.5,15,1.59,12,0,0,2,1,0,2,0.21,1,0,0,1,0,0,Matches
Joel Pohjanpalo\Joel-Pohjanpalo,fi FIN,MF,Leverkusen,de Bundesliga,25,1994,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Andrea Poli\Andrea-Poli,it ITA,MF,Bologna,it Serie A,30,1989,4.3,14,3.29,12,0,0,0,0,2,1,0.23,1,0,0,0,0,0,Matches
Matteo Politano\Matteo-Politano,it ITA,FW,Napoli,it Serie A,26,1993,21.2,91,4.29,53,13,14,3,7,1,13,0.61,7,1,5,0,0,0,Matches
Jorge Pombo\Jorge-Pombo,es ESP,FWMF,Cádiz,es La Liga,26,1994,5.8,14,2.41,9,0,1,2,1,1,1,0.17,1,0,0,0,0,0,Matches
Marin Pongračić\Marin-Pongracic,hr CRO,DF,Wolfsburg,de Bundesliga,22,1997,6.4,4,0.63,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Pere Pons\Pere-Pons,es ESP,MF,Alavés,es La Liga,27,1993,13.2,24,1.82,18,0,0,1,4,1,1,0.08,1,0,0,0,0,0,Matches
Nick Pope\Nick-Pope,eng ENG,GK,Burnley,eng Premier League,28,1992,32.0,8,0.25,5,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Manolo Portanova\Manolo-Portanova,it ITA,DFMF,Genoa,it Serie A,20,2000,0.7,4,5.45,1,0,1,0,2,0,1,1.36,1,0,0,0,0,0,Matches
Manolo Portanova\Manolo-Portanova,it ITA,FWMF,Juventus,it Serie A,20,2000,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Francisco Portillo\Francisco-Portillo,es ESP,MFFW,Getafe,es La Liga,30,1990,4.6,11,2.37,10,0,0,0,1,0,1,0.22,1,0,0,0,0,0,Matches
Portu\Portu,es ESP,FWMF,Real Sociedad,es La Liga,28,1992,24.3,50,2.06,39,2,3,3,2,1,8,0.33,5,0,1,0,1,1,Matches
Stefan Posch\Stefan-Posch,at AUT,DF,Hoffenheim,de Bundesliga,23,1997,23.5,24,1.02,22,0,0,1,0,1,1,0.04,1,0,0,0,0,0,Matches
Sergio Postigo\Sergio-Postigo,es ESP,DF,Levante,es La Liga,31,1988,18.0,10,0.55,9,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Yussuf Poulsen\Yussuf-Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,26,1994,15.0,37,2.46,27,0,1,4,4,1,7,0.47,5,0,1,0,1,0,Matches
Maxime Poundjé\Maxime-Poundje,fr FRA,DF,Bordeaux,fr Ligue 1,27,1992,5.5,5,0.92,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Darío Poveda\Dario-Poveda,es ESP,FW,Getafe,es La Liga,23,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Alejandro Pozo Pozo\Alejandro-Pozo-Pozo,es ESP,DFMF,Eibar,es La Liga,21,1999,24.3,30,1.23,21,1,3,1,2,2,4,0.16,3,0,0,0,0,1,Matches
Dennis Praet\Dennis-Praet,be BEL,MFFW,Leicester City,eng Premier League,26,1994,8.0,13,1.63,12,0,0,0,0,1,2,0.25,2,0,0,0,0,0,Matches
Sanjin Prcić\Sanjin-Prcic,ba BIH,MF,Strasbourg,fr Ligue 1,26,1993,3.9,7,1.78,4,2,0,1,0,0,1,0.25,1,0,0,0,0,0,Matches
Nicolas de Préville\Nicolas-de-Preville,fr FRA,FWMF,Bordeaux,fr Ligue 1,29,1991,17.9,65,3.63,36,14,3,3,6,3,7,0.39,6,1,0,0,0,0,Matches
Manuel Prietl\Manuel-Prietl,at AUT,MF,Arminia,de Bundesliga,28,1991,28.0,31,1.11,20,0,3,1,1,6,5,0.18,4,0,0,0,0,1,Matches
Grischa Prömel\Grischa-Promel,de GER,MF,Union Berlin,de Bundesliga,25,1995,20.2,38,1.88,23,0,1,4,7,3,3,0.15,1,0,0,1,1,0,Matches
Davy Pröpper\Davy-Propper,nl NED,MF,Brighton,eng Premier League,28,1991,2.4,1,0.42,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ivan Provedel\Ivan-Provedel,it ITA,GK,Spezia,it Serie A,26,1994,29.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Antonio Puertas\Antonio-Puertas,es ESP,FWMF,Granada,es La Liga,28,1992,24.1,39,1.62,29,1,4,0,4,1,7,0.29,6,0,1,0,0,0,Matches
Riqui Puig\Riqui-Puig,es ESP,MF,Barcelona,es La Liga,20,1999,3.2,12,3.70,12,0,0,0,0,0,2,0.62,2,0,0,0,0,0,Matches
Erick Pulgar\Erick-Pulgar,cl CHI,MF,Fiorentina,it Serie A,26,1994,22.2,33,1.48,17,13,1,2,0,0,5,0.22,1,2,0,2,0,0,Matches
Jorge Pulido\Jorge-Pulido,es ESP,DF,Huesca,es La Liga,29,1991,32.1,19,0.59,14,1,1,2,0,1,2,0.06,2,0,0,0,0,0,Matches
Christian Pulisic\Christian-Pulisic,us USA,FWMF,Chelsea,eng Premier League,21,1998,19.3,67,3.47,52,1,5,2,5,2,8,0.41,7,0,0,1,0,0,Matches
Ignacio Pussetto\Ignacio-Pussetto,ar ARG,FW,Udinese,it Serie A,24,1995,8.4,19,2.27,13,0,3,0,1,2,3,0.36,1,0,1,0,1,0,Matches
Fabio Quagliarella\Fabio-Quagliarella,it ITA,FW,Sampdoria,it Serie A,37,1983,24.5,39,1.59,28,0,0,7,3,1,4,0.16,2,0,0,1,1,0,Matches
Robin Quaison\Robin-Quaison,se SWE,FWMF,Mainz 05,de Bundesliga,26,1993,16.4,34,2.07,22,0,5,2,3,2,7,0.43,4,0,0,2,1,0,Matches
Domingos Quina\Domingos-Quina,pt POR,MF,Granada,es La Liga,20,1999,3.8,11,2.90,7,0,1,0,2,1,0,0.00,0,0,0,0,0,0,Matches
Quini\Quini,es ESP,DF,Granada,es La Liga,30,1989,13.2,15,1.13,14,0,0,0,0,1,1,0.08,1,0,0,0,0,0,Matches
Quique\Quique,es ESP,FWMF,Eibar,es La Liga,30,1990,1.9,1,0.54,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Dani Raba\Dani-Raba,es ESP,MF,Villarreal,es La Liga,24,1995,1.7,8,4.80,7,0,1,0,0,0,1,0.60,1,0,0,0,0,0,Matches
Simone Rabbi\Simone-Rabbi,it ITA,FW,Bologna,it Serie A,18,2001,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Adrien Rabiot\Adrien-Rabiot,fr FRA,MF,Juventus,it Serie A,25,1995,25.7,42,1.63,39,0,1,2,0,0,7,0.27,5,0,1,1,0,0,Matches
Uroš Račić\Uros-Racic,rs SRB,MF,Valencia,es La Liga,22,1998,24.3,35,1.44,25,1,2,5,2,0,5,0.21,5,0,0,0,0,0,Matches
Anthony Racioppi\Anthony-Racioppi,ch SUI,GK,Dijon,fr Ligue 1,21,1998,21.0,1,0.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Nemanja Radoja\Nemanja-Radoja,rs SRB,MF,Levante,es La Liga,27,1993,12.5,8,0.64,8,0,0,0,0,0,3,0.24,3,0,0,0,0,0,Matches
Nemanja Radonjić\Nemanja-Radonjic,rs SRB,FW,Marseille,fr Ligue 1,24,1996,4.4,10,2.27,7,0,2,1,0,0,1,0.23,1,0,0,0,0,0,Matches
Nemanja Radonjić\Nemanja-Radonjic,rs SRB,FWDF,Hertha BSC,de Bundesliga,24,1996,6.8,21,3.09,14,0,5,0,2,0,6,0.88,3,0,2,0,1,0,Matches
Aleksandar Radovanović\Aleksandar-Radovanovic,rs SRB,DF,Lens,fr Ligue 1,26,1993,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ivan Radovanović\Ivan-Radovanovic,rs SRB,DFMF,Genoa,it Serie A,31,1988,24.8,7,0.28,4,2,0,1,0,0,1,0.04,1,0,0,0,0,0,Matches
Ionuț Radu\Ionut-Radu,ro ROU,GK,Inter,it Serie A,23,1997,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ștefan Radu\Stefan-Radu,ro ROU,DF,Lazio,it Serie A,33,1986,27.3,38,1.39,37,0,1,0,0,0,6,0.22,6,0,0,0,0,0,Matches
Rafael\Rafael,br BRA,GK,Spezia,it Serie A,38,1982,2.3,1,0.43,1,0,0,0,0,0,1,0.43,1,0,0,0,0,0,Matches
Rafinha\Rafinha,br BRA,MF,Paris S-G,fr Ligue 1,27,1993,15.1,56,3.70,37,6,2,4,4,3,7,0.46,5,0,0,0,1,1,Matches
Antonio Raimondo\Antonio-Raimondo,it ITA,FW,Bologna,it Serie A,16,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Predrag Rajković\Predrag-Rajkovic,rs SRB,GK,Reims,fr Ligue 1,24,1995,36.5,6,0.16,5,1,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches
Ivan Rakitić\Ivan-Rakitic,hr CRO,MF,Sevilla,es La Liga,32,1988,24.8,54,2.18,45,4,0,1,2,2,3,0.12,3,0,0,0,0,0,Matches
Jonás Ramalho\Jonas-Ramalho,es ESP,DF,Osasuna,es La Liga,27,1993,3.4,1,0.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Benito Raman\Benito-Raman,be BEL,FWMF,Schalke 04,de Bundesliga,25,1994,13.8,29,2.09,21,1,2,3,2,0,0,0.00,0,0,0,0,0,0,Matches
Gastón Ramírez\Gaston-Ramirez,uy URU,MFFW,Sampdoria,it Serie A,29,1990,10.8,44,4.09,27,9,1,0,5,2,8,0.74,5,2,0,0,0,1,Matches
Sandro Ramírez\Sandro-Ramirez,es ESP,FWMF,Huesca,es La Liga,25,1995,14.3,28,1.96,17,0,2,4,4,1,4,0.28,3,0,0,0,0,1,Matches
