Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
Sergio Ramos\Sergio-Ramos,es ESP,DF,Real Madrid,es La Liga,34,1986,14.2,9,0.64,6,0,0,2,1,0,1,0.07,0,0,0,0,1,0,Matches
Aaron Ramsdale\Aaron-Ramsdale,eng ENG,GK,Sheffield Utd,eng Premier League,22,1998,38.0,8,0.21,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Aaron Ramsey\Aaron-Ramsey,wal WAL,MF,Juventus,it Serie A,29,1990,12.1,58,4.79,46,5,2,1,3,1,7,0.58,5,0,0,0,1,1,Matches
Jacob Ramsey\Jacob-Ramsey,eng ENG,MF,Aston Villa,eng Premier League,19,2001,7.0,14,2.01,13,0,0,1,0,0,1,0.14,1,0,0,0,0,0,Matches
Kayne Ramsey\Kayne-Ramsey,eng ENG,DF,Southampton,eng Premier League,19,2000,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Darren Randolph\Darren-Randolph,ie IRL,GK,West Ham,eng Premier League,33,1987,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Andrea Ranocchia\Andrea-Ranocchia,it ITA,DF,Inter,it Serie A,32,1988,7.8,5,0.64,3,0,0,1,0,1,1,0.13,0,0,0,1,0,0,Matches
Marcus Rashford\Marcus-Rashford,eng ENG,FW,Manchester Utd,eng Premier League,22,1997,32.4,105,3.24,75,0,16,5,9,0,18,0.55,15,0,2,0,1,0,Matches
Milot Rashica\Milot-Rashica,xk KVX,FWMF,Werder Bremen,de Bundesliga,24,1996,16.2,42,2.59,30,0,8,3,1,0,5,0.31,4,0,0,1,0,0,Matches
Giacomo Raspadori\Giacomo-Raspadori,it ITA,FWMF,Sassuolo,it Serie A,20,2000,13.7,60,4.38,36,10,3,0,9,2,8,0.58,3,2,0,0,3,0,Matches
Federico Ravaglia\Federico-Ravaglia,it ITA,GK,Bologna,it Serie A,20,1999,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Tim Ream\Tim-Ream,us USA,DF,Fulham,eng Premier League,32,1987,7.0,1,0.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ante Rebić\Ante-Rebic,hr CRO,FW,Milan,it Serie A,26,1993,19.7,71,3.60,54,1,5,5,4,2,13,0.66,8,0,0,1,3,1,Matches
Arkadiusz Reca\Arkadiusz-Reca,pl POL,DF,Crotone,it Serie A,25,1995,25.7,49,1.91,32,3,6,0,6,2,13,0.51,4,2,3,0,4,0,Matches
Recio\Recio,es ESP,MF,Eibar,es La Liga,29,1991,8.2,28,3.43,13,11,0,3,0,1,0,0.00,0,0,0,0,0,0,Matches
Daishawn Redan\Daishawn-Redan,nl NED,FWMF,Hertha BSC,de Bundesliga,19,2001,1.1,3,2.65,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Nathan Redmond\Nathan-Redmond,eng ENG,MFFW,Southampton,eng Premier League,26,1994,19.3,58,3.00,39,0,10,3,4,2,4,0.21,4,0,0,0,0,0,Matches
Harrison Reed\Harrison-Reed,eng ENG,MF,Fulham,eng Premier League,25,1995,25.0,40,1.60,32,6,0,2,0,0,3,0.12,2,0,0,1,0,0,Matches
Vasco Regini\Vasco-Regini,it ITA,DF,Sampdoria,it Serie A,29,1990,1.0,1,1.02,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Sergio Reguilón\Sergio-Reguilon,es ESP,DF,Tottenham,eng Premier League,23,1996,24.9,41,1.64,28,1,2,5,5,0,8,0.32,7,0,0,0,1,0,Matches
Bobby Reid\Bobby-Reid,jm JAM,MFDF,Fulham,eng Premier League,27,1993,26.4,33,1.25,24,0,2,2,3,2,5,0.19,4,0,0,0,1,0,Matches
Pepe Reina\Pepe-Reina,es ESP,GK,Lazio,it Serie A,37,1982,29.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,fr FRA,MFFW,Nice,fr Ligue 1,22,1998,11.8,32,2.72,20,4,5,0,3,0,3,0.26,2,0,0,0,1,0,Matches
Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,fr FRA,FW,Lyon,fr Ligue 1,22,1998,0.3,1,3.75,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Reinier\Reinier,br BRA,MFFW,Dortmund,de Bundesliga,18,2002,2.9,7,2.45,5,0,0,0,1,1,1,0.35,1,0,0,0,0,0,Matches
Francisco Reis Ferreira\Francisco-Reis-Ferreira,pt POR,DF,Valencia,es La Liga,23,1997,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rocco Reitz\Rocco-Reitz,de GER,MF,M'Gladbach,de Bundesliga,18,2002,0.7,3,4.50,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Karim Rekik\Karim-Rekik,nl NED,DF,Sevilla,es La Liga,25,1994,7.3,8,1.10,7,1,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
Álex Remiro\Alex-Remiro,es ESP,GK,Real Sociedad,es La Liga,25,1995,38.0,3,0.08,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Panagiotis Retsos\Panagiotis-Retsos,gr GRE,DF,Saint-Étienne,fr Ligue 1,21,1998,3.0,3,0.99,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Marco Reus\Marco-Reus,de GER,MFFW,Dortmund,de Bundesliga,31,1989,25.3,92,3.63,57,11,6,6,10,2,12,0.47,6,2,0,1,2,1,Matches
Elvis Rexhbeçaj\Elvis-Rexhbecaj,de GER,MFFW,Köln,de Bundesliga,22,1997,20.4,43,2.11,22,12,1,3,4,1,4,0.20,2,0,0,1,0,1,Matches
Oriol Rey\Oriol-Rey,es ESP,MF,Valladolid,es La Liga,22,1998,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Gio Reyna\Gio-Reyna,us USA,FWMF,Dortmund,de Bundesliga,17,2002,22.0,69,3.14,43,7,7,2,10,0,10,0.46,6,1,1,1,1,0,Matches
Baptiste Reynet\Baptiste-Reynet,fr FRA,GK,Nîmes,fr Ligue 1,29,1990,38.0,6,0.16,4,2,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
Bryan Reynolds\Bryan-Reynolds,us USA,DF,Roma,it Serie A,19,2001,3.1,2,0.64,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Franck Ribéry\Franck-Ribery,fr FRA,FW,Fiorentina,it Serie A,37,1983,23.9,73,3.06,53,0,10,1,8,1,13,0.54,10,0,2,0,1,0,Matches
Ricard\Ricard,es ESP,DF,Atlético Madrid,es La Liga,20,2000,0.3,2,6.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Federico Ricci\Federico-Ricci,it ITA,FW,Sassuolo,it Serie A,26,1994,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Giacomo Ricci\Giacomo-Ricci,it ITA,DF,Parma,it Serie A,23,1996,0.7,2,2.69,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Matteo Ricci\Matteo-Ricci,it ITA,MF,Spezia,it Serie A,26,1994,24.8,43,1.74,35,5,0,1,1,1,3,0.12,3,0,0,0,0,0,Matches
Declan Rice\Declan-Rice,eng ENG,MF,West Ham,eng Premier League,21,1999,32.0,49,1.53,41,1,3,2,1,1,3,0.09,2,0,0,1,0,0,Matches
Chris Richards\Chris-Richards,us USA,DF,Hoffenheim,de Bundesliga,20,2000,10.5,11,1.05,10,0,0,0,0,1,1,0.10,1,0,0,0,0,0,Matches
Chris Richards\Chris-Richards,us USA,DF,Bayern Munich,de Bundesliga,20,2000,1.0,3,3.03,3,0,0,0,0,0,1,1.01,1,0,0,0,0,0,Matches
Lewis Richardson\Lewis-Richardson,eng ENG,FWMF,Burnley,eng Premier League,17,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Richarlison\Richarlison,br BRA,FW,Everton,eng Premier League,23,1997,31.8,80,2.52,51,0,9,5,14,1,9,0.28,5,0,2,1,1,0,Matches
Marco Richter\Marco-Richter,de GER,FWMF,Augsburg,de Bundesliga,22,1997,15.7,46,2.92,23,6,10,2,4,1,6,0.38,3,0,0,1,1,1,Matches
Mikel Rico\Mikel-Rico,es ESP,MF,Huesca,es La Liga,35,1984,24.3,46,1.90,38,2,1,1,3,1,7,0.29,7,0,0,0,0,0,Matches
Sergio Rico\Sergio-Rico,es ESP,GK,Paris S-G,fr Ligue 1,26,1993,9.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jaïro Riedewald\Jairo-Riedewald,nl NED,MF,Crystal Palace,eng Premier League,23,1996,20.2,19,0.94,18,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Emiliano Rigoni\Emiliano-Rigoni,ar ARG,MFFW,Elche,es La Liga,27,1993,12.7,18,1.42,10,5,0,2,0,1,2,0.16,1,0,0,1,0,0,Matches
Tomás Rincón\Tomas-Rincon,ve VEN,MF,Torino,it Serie A,32,1988,31.6,40,1.26,32,0,1,2,1,4,2,0.06,1,0,0,1,0,0,Matches
Luis Rioja\Luis-Rioja,es ESP,MF,Alavés,es La Liga,26,1993,23.2,51,2.20,37,2,5,2,3,2,10,0.43,4,1,2,0,1,2,Matches
Renaud Ripart\Renaud-Ripart,fr FRA,MFFW,Nîmes,fr Ligue 1,27,1993,33.9,48,1.41,30,1,8,5,3,1,3,0.09,1,0,0,2,0,0,Matches
Andrea Rispoli\Andrea-Rispoli,it ITA,DF,Crotone,it Serie A,31,1988,7.2,16,2.21,14,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mihailo Ristić\Mihailo-Ristic,rs SRB,DF,Montpellier,fr Ligue 1,24,1995,24.8,44,1.77,33,3,2,3,2,1,7,0.28,6,0,0,1,0,0,Matches
Matt Ritchie\Matt-Ritchie,sco SCO,DFMF,Newcastle Utd,eng Premier League,30,1989,15.0,40,2.67,19,16,0,1,2,2,4,0.27,1,1,0,0,1,1,Matches
Maxence Rivera\Maxence-Rivera,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,18,2002,2.7,5,1.88,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Emmanuel Rivière\Emmanuel-Riviere,fr FRA,FWMF,Crotone,it Serie A,30,1990,7.1,11,1.55,8,0,0,1,1,1,3,0.42,2,0,0,1,0,0,Matches
Rober\Rober,es ESP,DFMF,Levante,es La Liga,25,1995,15.8,7,0.44,7,0,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
Roberto\Roberto,es ESP,GK,Valladolid,es La Liga,34,1986,13.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Sergi Roberto\Sergi-Roberto,es ESP,DF,Barcelona,es La Liga,28,1992,10.5,18,1.71,17,0,0,0,0,1,2,0.19,2,0,0,0,0,0,Matches
Tyler Roberts\Tyler-Roberts,wal WAL,MFFW,Leeds United,eng Premier League,21,1999,14.9,36,2.42,28,0,3,1,4,0,3,0.20,3,0,0,0,0,0,Matches
Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,eng Premier League,26,1994,37.6,106,2.82,80,19,4,1,0,2,15,0.40,10,2,2,1,0,0,Matches
Antonee Robinson\Antonee-Robinson,us USA,DF,Fulham,eng Premier League,22,1997,24.0,53,2.21,46,3,1,0,2,1,2,0.08,2,0,0,0,0,0,Matches
Callum Robinson\Callum-Robinson,ie IRL,FWMF,West Brom,eng Premier League,25,1995,17.3,40,2.31,27,0,7,2,4,0,4,0.23,1,0,1,0,2,0,Matches
Jack Robinson\Jack-Robinson,eng ENG,DF,Sheffield Utd,eng Premier League,26,1993,9.7,6,0.62,3,0,1,1,1,0,4,0.41,2,0,1,0,1,0,Matches
Joel Robles\Joel-Robles,es ESP,GK,Betis,es La Liga,30,1990,18.0,2,0.11,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Hal Robson-Kanu\Hal-Robson-Kanu,wal WAL,FW,West Brom,eng Premier League,31,1989,6.2,12,1.93,9,0,1,0,1,1,0,0.00,0,0,0,0,0,0,Matches
Marc Roca\Marc-Roca,es ESP,MF,Bayern Munich,de Bundesliga,23,1996,2.0,2,1.02,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Christopher Rocchia\Christopher-Rocchia,fr FRA,DF,Marseille,fr Ligue 1,22,1998,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rubén Rochina\Ruben-Rochina,es ESP,MF,Levante,es La Liga,29,1991,15.6,46,2.95,30,4,2,0,6,4,3,0.19,2,0,0,0,0,1,Matches
Marek Rodák\Marek-Rodak,sk SVK,GK,Fulham,eng Premier League,23,1996,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Sebastian Rode\Sebastian-Rode,de GER,MF,Eint Frankfurt,de Bundesliga,29,1990,18.1,43,2.38,36,1,1,0,5,0,7,0.39,6,0,0,0,1,0,Matches
Joe Rodon\Joe-Rodon,wal WAL,DF,Tottenham,eng Premier League,22,1997,8.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rodri\Rodri,es ESP,MF,Manchester City,eng Premier League,24,1996,30.5,73,2.39,58,1,6,3,1,4,8,0.26,6,0,1,0,0,1,Matches
Rodrigo\Rodrigo,es ESP,MFFW,Leeds United,eng Premier League,29,1991,14.3,64,4.47,49,0,5,6,2,2,11,0.77,5,0,2,3,1,0,Matches
Rodrigo\Rodrigo,es ESP,FWMF,Betis,es La Liga,20,2000,6.0,14,2.35,11,2,0,0,1,0,1,0.17,1,0,0,0,0,0,Matches
Kévin Rodrigues\Kevin-Rodrigues,pt POR,DFMF,Eibar,es La Liga,26,1994,12.2,21,1.73,15,4,1,0,1,0,1,0.08,1,0,0,0,0,0,Matches
Óscar Rodríguez Arnaiz\Oscar-Rodriguez-Arnaiz,es ESP,MFFW,Sevilla,es La Liga,22,1998,5.7,21,3.70,12,5,1,1,1,1,1,0.18,1,0,0,0,0,0,Matches
Ángel Rodríguez\Angel-Rodriguez,es ESP,FWMF,Getafe,es La Liga,33,1987,15.3,25,1.64,16,0,0,4,5,0,3,0.20,1,0,0,1,1,0,Matches
Guido Rodríguez\Guido-Rodriguez,ar ARG,MF,Betis,es La Liga,26,1994,31.8,38,1.19,28,0,4,2,2,2,1,0.03,0,0,0,1,0,0,Matches
James Rodríguez\James-Rodriguez,co COL,FWMF,Everton,eng Premier League,29,1991,19.6,72,3.67,44,16,4,0,6,2,13,0.66,8,4,0,0,1,0,Matches
Jay Rodriguez\Jay-Rodriguez,eng ENG,FWMF,Burnley,eng Premier League,31,1989,14.1,23,1.64,14,0,4,3,2,0,4,0.28,3,0,1,0,0,0,Matches
Miguel Rodríguez\Miguel-Rodriguez,es ESP,FWMF,Celta Vigo,es La Liga,17,2003,0.3,3,9.00,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Ricardo Rodríguez\Ricardo-Rodriguez,ch SUI,DF,Torino,it Serie A,27,1992,13.8,16,1.16,13,1,0,2,0,0,3,0.22,3,0,0,0,0,0,Matches
Víctor Rodríguez\Victor-Rodriguez,es ESP,MF,Elche,es La Liga,31,1989,4.7,8,1.69,6,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rodrygo\Rodrygo,br BRA,FW,Real Madrid,es La Liga,19,2001,10.9,40,3.66,30,0,5,1,3,1,9,0.82,7,0,2,0,0,0,Matches
Marko Rog\Marko-Rog,hr CRO,MF,Cagliari,it Serie A,25,1995,12.9,22,1.70,18,1,0,0,2,1,1,0.08,0,0,0,0,1,0,Matches
Rogério\Rogerio,br BRA,DF,Sassuolo,it Serie A,22,1998,20.9,27,1.29,22,3,1,1,0,0,1,0.05,1,0,0,0,0,0,Matches
Luis Rojas\Luis-Rojas,cl CHI,MFFW,Crotone,it Serie A,18,2002,1.2,1,0.87,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Alessio Romagnoli\Alessio-Romagnoli,it ITA,DF,Milan,it Serie A,25,1995,21.2,14,0.66,12,0,0,2,0,0,4,0.19,4,0,0,0,0,0,Matches
Cristian Romero\Cristian-Romero,ar ARG,DF,Atalanta,it Serie A,22,1998,28.3,23,0.81,18,0,1,1,2,1,5,0.18,3,0,1,0,1,0,Matches
Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,eng Premier League,28,1991,19.6,35,1.79,30,0,0,0,2,3,4,0.20,4,0,0,0,0,0,Matches
Cristiano Ronaldo\Cristiano-Ronaldo,pt POR,FW,Juventus,it Serie A,35,1985,31.1,114,3.66,62,1,18,17,12,4,16,0.51,7,0,3,5,1,0,Matches
Facundo Roncaglia\Facundo-Roncaglia,ar ARG,DF,Osasuna,es La Liga,33,1987,13.7,14,1.02,11,1,1,1,0,0,2,0.15,1,0,0,1,0,0,Matches
Valentin Rongier\Valentin-Rongier,fr FRA,MF,Marseille,fr Ligue 1,25,1994,21.0,36,1.72,27,0,1,3,3,2,6,0.29,5,0,0,0,0,1,Matches
Marten de Roon\Marten-de-Roon,nl NED,MF,Atalanta,it Serie A,29,1991,33.6,69,2.06,62,4,0,0,0,3,7,0.21,7,0,0,0,0,0,Matches
Jérôme Roussillon\Jerome-Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,27,1993,13.7,19,1.39,17,0,1,1,0,0,3,0.22,2,0,1,0,0,0,Matches
Nolan Roux\Nolan-Roux,fr FRA,FW,Nîmes,fr Ligue 1,32,1988,7.2,7,0.97,6,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Nicolò Rovella\Nicolo-Rovella,it ITA,MF,Genoa,it Serie A,18,2001,13.2,30,2.27,23,3,1,0,3,0,2,0.15,1,1,0,0,0,0,Matches
Amir Rrahmani\Amir-Rrahmani,xk KVX,DF,Napoli,it Serie A,26,1994,12.2,4,0.33,1,0,0,1,2,0,2,0.16,0,0,0,1,1,0,Matches
Rubén\Ruben,es ESP,GKMF,Osasuna,es La Liga,36,1984,2.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Waldo Rubio\Waldo-Rubio,es ESP,FW,Valladolid,es La Liga,24,1995,4.2,6,1.44,4,0,0,1,0,1,1,0.24,1,0,0,0,0,0,Matches
John Ruddy\John-Ruddy,eng ENG,GK,Wolves,eng Premier League,33,1986,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,eng Premier League,27,1993,19.0,14,0.74,13,1,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches
Sebastian Rudy\Sebastian-Rudy,de GER,MFDF,Hoffenheim,de Bundesliga,30,1990,18.6,55,2.95,35,18,1,1,0,0,5,0.27,4,1,0,0,0,0,Matches
Sebastian Rudy\Sebastian-Rudy,de GER,DF,Schalke 04,de Bundesliga,30,1990,2.0,4,2.00,1,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Kevin Rüegg\Kevin-Ruegg,ch SUI,DFMF,Hellas Verona,it Serie A,21,1998,2.3,1,0.44,0,0,0,0,1,0,1,0.44,0,0,0,0,1,0,Matches
Daniele Rugani\Daniele-Rugani,it ITA,DF,Cagliari,it Serie A,26,1994,11.1,2,0.18,1,0,0,0,0,1,1,0.09,1,0,0,0,0,0,Matches
Daniele Rugani\Daniele-Rugani,it ITA,DF,Rennes,fr Ligue 1,26,1994,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Matteo Ruggeri\Matteo-Ruggeri,it ITA,DF,Atalanta,it Serie A,18,2002,2.3,4,1.73,4,0,0,0,0,0,1,0.43,1,0,0,0,0,0,Matches
Mário Rui\Mario-Rui,pt POR,DF,Napoli,it Serie A,29,1991,18.5,52,2.80,40,8,1,1,2,0,6,0.32,5,1,0,0,0,0,Matches
Aitor Ruibal\Aitor-Ruibal,es ESP,FWMF,Betis,es La Liga,24,1996,17.7,54,3.05,38,0,9,3,2,2,3,0.17,3,0,0,0,0,0,Matches
Fabián Ruiz Peña\Fabian-Ruiz-Pena,es ESP,MF,Napoli,it Serie A,24,1996,28.5,105,3.68,88,0,3,6,2,6,10,0.35,7,0,1,0,2,0,Matches
Isma Ruiz\Isma-Ruiz,es ESP,MF,Granada,es La Liga,19,2001,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Kays Ruiz\Kays-Ruiz,ma MAR,FWMF,Paris S-G,fr Ligue 1,17,2002,2.1,5,2.42,4,0,0,0,1,0,1,0.48,1,0,0,0,0,0,Matches
Víctor Ruiz\Victor-Ruiz,es ESP,DF,Betis,es La Liga,31,1989,24.0,5,0.21,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Gerónimo Rulli\Geronimo-Rulli,ar ARG,GK,Villarreal,es La Liga,28,1992,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Georginio Rutter\Georginio-Rutter,fr FRA,FWMF,Rennes,fr Ligue 1,18,2002,0.5,1,2.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Georginio Rutter\Georginio-Rutter,fr FRA,FW,Hoffenheim,de Bundesliga,18,2002,2.7,7,2.61,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mathew Ryan\Mathew-Ryan,au AUS,GK,Arsenal,eng Premier League,28,1992,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,eng Premier League,28,1992,11.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Julian Ryerson\Julian-Ryerson,no NOR,DFMF,Union Berlin,de Bundesliga,22,1997,11.9,18,1.52,15,1,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Frederik Rønnow\Frederik-Ronnow,dk DEN,GK,Schalke 04,de Bundesliga,27,1992,10.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
João Victor Santos Sá\Joao-Victor-Santos-Sa,br BRA,FW,Wolfsburg,de Bundesliga,26,1994,5.2,17,3.26,13,0,1,2,0,1,1,0.19,1,0,0,0,0,0,Matches
Roli Pereira de Sa\Roli-Pereira-de-Sa,fr FRA,MFFW,Nantes,fr Ligue 1,23,1996,0.6,7,11.25,3,0,0,2,1,1,0,0.00,0,0,0,0,0,0,Matches
Idriss Saadi\Idriss-Saadi,dz ALG,FWMF,Strasbourg,fr Ligue 1,28,1992,1.4,2,1.44,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Youssouf Sabaly\Youssouf-Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,27,1993,32.3,63,1.95,41,4,8,3,7,0,12,0.37,6,2,1,1,2,0,Matches
Mathys Saban\Mathys-Saban,fr FRA,FW,Saint-Étienne,fr Ligue 1,18,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Marcel Sabitzer\Marcel-Sabitzer,at AUT,MF,RB Leipzig,de Bundesliga,26,1994,22.5,59,2.62,55,0,0,3,1,0,5,0.22,4,0,0,1,0,0,Matches
Alexis Saelemaekers\Alexis-Saelemaekers,be BEL,FW,Milan,it Serie A,21,1999,22.4,72,3.21,58,0,5,0,8,1,8,0.36,6,0,0,0,2,0,Matches
Modibo Sagnan\Modibo-Sagnan,ml MLI,DF,Real Sociedad,es La Liga,21,1999,6.9,4,0.58,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,FWMF,Newcastle Utd,eng Premier League,23,1997,17.3,61,3.52,41,1,12,1,5,1,10,0.58,8,0,1,1,0,0,Matches
Borja Sainz\Borja-Sainz,es ESP,MFFW,Alavés,es La Liga,19,2001,5.0,5,0.99,3,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Romain Saïss\Romain-Saiss,ma MAR,DF,Wolves,eng Premier League,30,1990,26.7,16,0.60,13,1,1,1,0,0,1,0.04,1,0,0,0,0,0,Matches
Bukayo Saka\Bukayo-Saka,eng ENG,FWDF,Arsenal,eng Premier League,18,2001,28.4,98,3.45,63,11,8,7,9,0,12,0.42,9,0,1,0,2,0,Matches
Hiroki Sakai\Hiroki-Sakai,jp JPN,DF,Marseille,fr Ligue 1,30,1990,26.5,31,1.17,28,2,1,0,0,0,3,0.11,2,1,0,0,0,0,Matches
Moïse Sakava\Moise-Sakava,cm CMR,MF,Reims,fr Ligue 1,19,2000,0.1,1,11.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Crystal Palace,eng Premier League,30,1990,3.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jacopo Sala\Jacopo-Sala,it ITA,DF,Spezia,it Serie A,28,1991,4.2,6,1.44,6,0,0,0,0,0,1,0.24,1,0,0,0,0,0,Matches
Mohamed Salah\Mohamed-Salah,eg EGY,FW,Liverpool,eng Premier League,28,1992,34.2,117,3.42,87,1,6,12,7,4,14,0.41,10,0,0,2,2,0,Matches
Eddy Salcedo\Eddy-Salcedo,it ITA,FWMF,Hellas Verona,it Serie A,18,2001,8.4,13,1.55,10,0,1,0,2,0,2,0.24,1,0,0,0,1,0,Matches
William Saliba\William-Saliba,fr FRA,DF,Nice,fr Ligue 1,19,2001,20.0,4,0.20,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Romain Salin\Romain-Salin,fr FRA,GK,Rennes,fr Ligue 1,36,1984,15.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mohammed Salisu\Mohammed-Salisu,gh GHA,DF,Southampton,eng Premier League,21,1999,9.4,5,0.53,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Roland Sallai\Roland-Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,23,1997,18.5,37,2.00,26,1,0,2,8,0,9,0.49,5,0,0,1,3,0,Matches
Salvi\Salvi,es ESP,MFFW,Cádiz,es La Liga,29,1991,21.5,29,1.35,18,7,1,0,3,0,1,0.05,1,0,0,0,0,0,Matches
Lazar Samardzic\Lazar-Samardzic,de GER,MFFW,RB Leipzig,de Bundesliga,18,2002,2.2,4,1.80,3,0,1,0,0,0,1,0.45,1,0,0,0,0,0,Matches
Diadie Samassékou\Diadie-Samassekou,ml MLI,MF,Hoffenheim,de Bundesliga,24,1996,28.5,37,1.30,29,1,2,2,1,2,7,0.25,5,0,0,1,1,0,Matches
Mama Samba Baldé\Mama-Samba-Balde,gw GNB,FW,Dijon,fr Ligue 1,24,1995,24.0,45,1.87,22,0,7,7,6,3,2,0.08,1,0,1,0,0,0,Matches
Junior Sambia\Junior-Sambia,fr FRA,DFMF,Montpellier,fr Ligue 1,23,1996,27.2,65,2.39,50,2,3,1,9,0,13,0.48,10,1,0,0,2,0,Matches
Frédéric Sammaritano\Frederic-Sammaritano,fr FRA,FWMF,Dijon,fr Ligue 1,34,1986,12.6,31,2.47,16,14,0,0,1,0,3,0.24,2,1,0,0,0,0,Matches
Fede San Emeterio\Fede-San-Emeterio,es ESP,MF,Valladolid,es La Liga,23,1997,16.2,9,0.55,8,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
