Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,Corner_In,Corner_Out,Corner_Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Name_no_spec_chars
Rogério,BRA,DF,Sassuolo,Serie A,22.0,1998.0,20.9,1294.0,1136.0,158.0,22.0,0.0,145.0,21.0,55,7.0,3.0,2.0,0.0,922.0,218.0,154.0,1048.0,81.0,22.0,129.0,5.0,1097.0,0.0,13.0,25.0,25.0,Rogerio
Luis Rojas,CHI,MFFW,Crotone,Serie A,18.0,2002.0,1.2,50.0,48.0,2.0,0.0,0.0,12.0,1.0,1,0.0,0.0,0.0,0.0,35.0,8.0,7.0,5.0,40.0,1.0,1.0,1.0,39.0,0.0,1.0,3.0,1.0,Luis Rojas
Alessio Romagnoli,ITA,DF,Milan,Serie A,25.0,1995.0,21.2,1010.0,973.0,37.0,35.0,0.0,54.0,12.0,1,0.0,0.0,0.0,0.0,827.0,80.0,103.0,837.0,105.0,40.0,2.0,3.0,914.0,3.0,7.0,12.0,6.0,Alessio Romagnoli
Cristian Romero,ARG,DF,Atalanta,Serie A,22.0,1998.0,28.3,1247.0,1192.0,55.0,51.0,2.0,189.0,24.0,0,0.0,0.0,0.0,0.0,969.0,163.0,115.0,113.0,1000.0,70.0,4.0,2.0,1128.0,1.0,6.0,19.0,17.0,Cristian Romero
Oriol Romeu,ESP,MF,Southampton,Premier League,28.0,1991.0,19.6,1258.0,1243.0,15.0,12.0,3.0,246.0,17.0,5,1.0,0.0,1.0,0.0,928.0,112.0,218.0,240.0,909.0,65.0,2.0,9.0,1042.0,1.0,21.0,17.0,21.0,Oriol Romeu
Cristiano Ronaldo,POR,FW,Juventus,Serie A,35.0,1985.0,31.1,1086.0,1033.0,53.0,14.0,3.0,191.0,23.0,52,3.0,0.0,0.0,0.0,836.0,132.0,118.0,160.0,859.0,24.0,17.0,13.0,853.0,6.0,11.0,38.0,42.0,Cristiano Ronaldo
Facundo Roncaglia,ARG,DF,Osasuna,La Liga,33.0,1987.0,13.7,560.0,436.0,124.0,21.0,1.0,68.0,26.0,15,0.0,0.0,0.0,0.0,227.0,109.0,224.0,77.0,301.0,49.0,103.0,4.0,390.0,4.0,12.0,10.0,21.0,Facundo Roncaglia
Valentin Rongier,FRA,MF,Marseille,Ligue 1,25.0,1994.0,21.0,1388.0,1360.0,28.0,23.0,2.0,172.0,32.0,8,1.0,0.0,0.0,0.0,1114.0,154.0,120.0,303.0,1013.0,50.0,1.0,3.0,1208.0,2.0,24.0,21.0,31.0,Valentin Rongier
Marten de Roon,NED,MF,Atalanta,Serie A,29.0,1991.0,33.6,2148.0,2069.0,79.0,62.0,2.0,227.0,59.0,13,2.0,2.0,0.0,0.0,1646.0,212.0,290.0,269.0,1713.0,98.0,15.0,3.0,1869.0,10.0,25.0,25.0,25.0,Marten de Roon
Jérôme Roussillon,FRA,DF,Wolfsburg,Bundesliga,27.0,1993.0,13.7,673.0,556.0,117.0,6.0,0.0,85.0,18.0,44,0.0,0.0,0.0,0.0,372.0,142.0,159.0,459.0,68.0,28.0,111.0,1.0,505.0,1.0,14.0,15.0,23.0,Jerome Roussillon
Nolan Roux,FRA,FW,Nîmes,Ligue 1,32.0,1988.0,7.2,154.0,139.0,15.0,0.0,0.0,34.0,3.0,5,0.0,0.0,0.0,0.0,94.0,30.0,30.0,7.0,122.0,16.0,0.0,4.0,104.0,0.0,3.0,8.0,7.0,Nolan Roux
Nicolò Rovella,ITA,MF,Genoa,Serie A,18.0,2001.0,13.2,824.0,784.0,40.0,22.0,2.0,107.0,36.0,13,16.0,4.0,10.0,0.0,624.0,58.0,142.0,56.0,740.0,25.0,1.0,0.0,700.0,4.0,8.0,17.0,11.0,Nicolo Rovella
Amir Rrahmani,KVX,DF,Napoli,Serie A,26.0,1994.0,12.2,577.0,534.0,43.0,29.0,0.0,47.0,27.0,2,0.0,0.0,0.0,0.0,477.0,44.0,56.0,56.0,475.0,31.0,3.0,3.0,532.0,0.0,5.0,5.0,3.0,Amir Rrahmani
Rubén,ESP,GKMF,Osasuna,La Liga,36.0,1984.0,2.1,61.0,35.0,26.0,10.0,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,7.0,1.0,53.0,4.0,49.0,0.0,0.0,2.0,40.0,0.0,2.0,0.0,0.0,Ruben
Waldo Rubio,ESP,FW,Valladolid,La Liga,24.0,1995.0,4.2,121.0,118.0,3.0,0.0,1.0,27.0,8.0,3,0.0,0.0,0.0,0.0,65.0,34.0,22.0,10.0,103.0,4.0,3.0,1.0,82.0,0.0,5.0,4.0,11.0,Waldo Rubio
John Ruddy,ENG,GK,Wolves,Premier League,33.0,1986.0,1.0,24.0,16.0,8.0,3.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,16.0,1.0,7.0,1.0,13.0,0.0,0.0,10.0,19.0,0.0,2.0,0.0,0.0,John Ruddy
Antonio Rüdiger,GER,DF,Chelsea,Premier League,27.0,1993.0,19.0,1475.0,1441.0,34.0,32.0,0.0,115.0,29.0,1,0.0,0.0,0.0,0.0,1254.0,71.0,150.0,398.0,1029.0,23.0,2.0,0.0,1339.0,3.0,18.0,12.0,13.0,Antonio Rudiger
Sebastian Rudy,GER,MFDF,Hoffenheim,Bundesliga,30.0,1990.0,18.6,972.0,837.0,135.0,42.0,0.0,158.0,27.0,41,65.0,18.0,29.0,1.0,591.0,169.0,212.0,101.0,784.0,43.0,28.0,1.0,713.0,3.0,19.0,27.0,44.0,Sebastian Rudy
Sebastian Rudy,GER,DF,Schalke 04,Bundesliga,30.0,1990.0,2.0,136.0,107.0,29.0,2.0,0.0,32.0,3.0,3,3.0,0.0,1.0,1.0,70.0,37.0,29.0,13.0,91.0,4.0,24.0,0.0,91.0,0.0,1.0,1.0,15.0,Sebastian Rudy
Kevin Rüegg,SUI,DFMF,Hellas Verona,Serie A,21.0,1998.0,2.3,82.0,67.0,15.0,0.0,0.0,11.0,2.0,4,0.0,0.0,0.0,0.0,45.0,16.0,21.0,7.0,54.0,4.0,15.0,0.0,56.0,1.0,4.0,1.0,5.0,Kevin Ruegg
Daniele Rugani,ITA,DF,Cagliari,Serie A,26.0,1994.0,11.1,495.0,474.0,21.0,18.0,0.0,64.0,2.0,4,0.0,0.0,0.0,0.0,347.0,48.0,100.0,76.0,357.0,33.0,3.0,3.0,395.0,1.0,14.0,8.0,6.0,Daniele Rugani
Daniele Rugani,ITA,DF,Rennes,Ligue 1,26.0,1994.0,1.0,65.0,63.0,2.0,2.0,0.0,11.0,0.0,0,0.0,0.0,0.0,0.0,53.0,5.0,7.0,8.0,52.0,1.0,0.0,0.0,57.0,0.0,0.0,2.0,0.0,Daniele Rugani
Matteo Ruggeri,ITA,DF,Atalanta,Serie A,18.0,2002.0,2.3,118.0,107.0,11.0,1.0,0.0,5.0,1.0,8,0.0,0.0,0.0,0.0,82.0,19.0,17.0,97.0,8.0,1.0,10.0,0.0,96.0,0.0,1.0,3.0,1.0,Matteo Ruggeri
Mário Rui,POR,DF,Napoli,Serie A,29.0,1991.0,18.5,1381.0,1184.0,197.0,56.0,1.0,108.0,34.0,56,20.0,10.0,3.0,1.0,893.0,205.0,283.0,1126.0,96.0,31.0,121.0,3.0,1126.0,6.0,15.0,40.0,38.0,Mario Rui
Aitor Ruibal,ESP,FWMF,Betis,La Liga,24.0,1996.0,17.7,563.0,551.0,12.0,2.0,0.0,121.0,5.0,23,0.0,0.0,0.0,0.0,444.0,65.0,54.0,57.0,466.0,13.0,10.0,6.0,426.0,1.0,6.0,23.0,35.0,Aitor Ruibal
Fabián Ruiz Peña,ESP,MF,Napoli,Serie A,24.0,1996.0,28.5,2124.0,2051.0,73.0,62.0,5.0,319.0,100.0,21,8.0,3.0,1.0,0.0,1606.0,260.0,258.0,1894.0,180.0,30.0,3.0,7.0,1888.0,5.0,22.0,48.0,40.0,Fabian Ruiz Pena
Isma Ruiz,ESP,MF,Granada,La Liga,19.0,2001.0,0.7,21.0,21.0,0.0,0.0,0.0,7.0,1.0,0,0.0,0.0,0.0,0.0,10.0,4.0,7.0,0.0,16.0,4.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,Isma Ruiz
Kays Ruiz,MAR,FWMF,Paris S-G,Ligue 1,17.0,2002.0,2.1,181.0,181.0,0.0,0.0,1.0,20.0,2.0,1,0.0,0.0,0.0,0.0,161.0,11.0,9.0,19.0,160.0,1.0,0.0,1.0,159.0,1.0,1.0,5.0,2.0,Kays Ruiz
Víctor Ruiz,ESP,DF,Betis,La Liga,31.0,1989.0,24.0,1245.0,1192.0,53.0,47.0,1.0,138.0,35.0,0,0.0,0.0,0.0,0.0,976.0,88.0,181.0,898.0,259.0,56.0,4.0,6.0,1098.0,3.0,22.0,12.0,6.0,Victor Ruiz
Gerónimo Rulli,ARG,GK,Villarreal,La Liga,28.0,1992.0,2.0,96.0,74.0,22.0,3.0,0.0,4.0,7.0,0,0.0,0.0,0.0,0.0,55.0,12.0,29.0,19.0,59.0,0.0,0.0,16.0,77.0,0.0,3.0,0.0,1.0,Geronimo Rulli
Georginio Rutter,FRA,FWMF,Rennes,Ligue 1,18.0,2002.0,0.5,15.0,13.0,2.0,0.0,0.0,6.0,0.0,0,0.0,0.0,0.0,0.0,7.0,5.0,3.0,1.0,7.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,Georginio Rutter
Georginio Rutter,FRA,FW,Hoffenheim,Bundesliga,18.0,2002.0,2.7,64.0,63.0,1.0,0.0,0.0,20.0,4.0,4,0.0,0.0,0.0,0.0,40.0,13.0,11.0,27.0,24.0,3.0,0.0,3.0,51.0,0.0,2.0,2.0,2.0,Georginio Rutter
Mathew Ryan,AUS,GK,Arsenal,Premier League,28.0,1992.0,3.0,67.0,55.0,12.0,3.0,0.0,2.0,1.0,0,0.0,0.0,0.0,0.0,52.0,3.0,12.0,10.0,35.0,2.0,0.0,19.0,62.0,0.0,0.0,0.0,0.0,Mathew Ryan
Mathew Ryan,AUS,GK,Brighton,Premier League,28.0,1992.0,11.0,399.0,315.0,84.0,26.0,0.0,49.0,13.0,0,0.0,0.0,0.0,0.0,238.0,15.0,146.0,57.0,275.0,2.0,0.0,56.0,314.0,0.0,15.0,3.0,0.0,Mathew Ryan
Julian Ryerson,NOR,DFMF,Union Berlin,Bundesliga,22.0,1997.0,11.9,570.0,464.0,106.0,8.0,0.0,81.0,6.0,15,0.0,0.0,0.0,0.0,316.0,141.0,113.0,85.0,342.0,33.0,98.0,2.0,419.0,4.0,15.0,19.0,26.0,Julian Ryerson
Frederik Rønnow,DEN,GK,Schalke 04,Bundesliga,27.0,1992.0,10.5,383.0,270.0,113.0,19.0,0.0,30.0,6.0,0,0.0,0.0,0.0,0.0,209.0,26.0,148.0,30.0,274.0,0.0,0.0,64.0,284.0,4.0,13.0,4.0,1.0,Frederik Ronnow
João Victor Santos Sá,BRA,FW,Wolfsburg,Bundesliga,26.0,1994.0,5.2,186.0,182.0,4.0,1.0,0.0,39.0,0.0,3,0.0,0.0,0.0,0.0,143.0,28.0,15.0,31.0,135.0,5.0,3.0,4.0,146.0,1.0,1.0,6.0,10.0,Joao Victor Santos Sa
Roli Pereira de Sa,FRA,MFFW,Nantes,Ligue 1,23.0,1996.0,0.6,47.0,46.0,1.0,1.0,0.0,5.0,1.0,0,0.0,0.0,0.0,0.0,40.0,3.0,4.0,38.0,8.0,1.0,0.0,0.0,43.0,0.0,1.0,1.0,1.0,Roli Pereira de Sa
Idriss Saadi,ALG,FWMF,Strasbourg,Ligue 1,28.0,1992.0,1.4,30.0,28.0,2.0,0.0,0.0,13.0,1.0,2,0.0,0.0,0.0,0.0,14.0,9.0,7.0,2.0,20.0,1.0,0.0,2.0,18.0,0.0,0.0,1.0,1.0,Idriss Saadi
Youssouf Sabaly,SEN,DF,Bordeaux,Ligue 1,27.0,1993.0,32.3,1971.0,1608.0,363.0,21.0,2.0,220.0,20.0,39,1.0,0.0,1.0,0.0,1258.0,447.0,266.0,258.0,1277.0,66.0,341.0,4.0,1671.0,2.0,22.0,37.0,64.0,Youssouf Sabaly
Mathys Saban,FRA,FW,Saint-Étienne,Ligue 1,18.0,2002.0,0.1,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,Mathys Saban
Marcel Sabitzer,AUT,MF,RB Leipzig,Bundesliga,26.0,1994.0,22.5,1344.0,1273.0,71.0,50.0,6.0,212.0,45.0,23,0.0,0.0,0.0,0.0,870.0,196.0,278.0,206.0,1025.0,71.0,19.0,8.0,1068.0,11.0,29.0,28.0,38.0,Marcel Sabitzer
Alexis Saelemaekers,BEL,FW,Milan,Serie A,21.0,1999.0,22.4,886.0,870.0,16.0,2.0,1.0,130.0,12.0,41,4.0,2.0,1.0,1.0,702.0,108.0,76.0,171.0,671.0,21.0,9.0,9.0,710.0,1.0,10.0,24.0,24.0,Alexis Saelemaekers
Modibo Sagnan,MLI,DF,Real Sociedad,La Liga,21.0,1999.0,6.9,386.0,373.0,13.0,13.0,0.0,38.0,14.0,1,0.0,0.0,0.0,0.0,313.0,28.0,45.0,280.0,81.0,16.0,0.0,1.0,335.0,2.0,9.0,6.0,4.0,Modibo Sagnan
Allan Saint-Maximin,FRA,FWMF,Newcastle Utd,Premier League,23.0,1997.0,17.3,436.0,420.0,16.0,1.0,1.0,114.0,8.0,21,0.0,0.0,0.0,0.0,348.0,52.0,36.0,34.0,381.0,6.0,5.0,5.0,348.0,1.0,5.0,14.0,16.0,Allan Saint Maximin
Borja Sainz,ESP,MFFW,Alavés,La Liga,19.0,2001.0,5.0,112.0,109.0,3.0,1.0,0.0,20.0,5.0,11,0.0,0.0,0.0,0.0,76.0,17.0,19.0,14.0,91.0,3.0,2.0,1.0,86.0,0.0,3.0,1.0,4.0,Borja Sainz
Romain Saïss,MAR,DF,Wolves,Premier League,30.0,1990.0,26.7,1411.0,1339.0,72.0,25.0,0.0,131.0,38.0,17,0.0,0.0,0.0,0.0,934.0,205.0,272.0,1129.0,137.0,68.0,47.0,2.0,1157.0,2.0,25.0,26.0,25.0,Romain Saiss
Bukayo Saka,ENG,FWDF,Arsenal,Premier League,18.0,2001.0,28.4,1155.0,1032.0,123.0,25.0,3.0,205.0,37.0,82,63.0,20.0,20.0,10.0,794.0,150.0,211.0,848.0,225.0,31.0,35.0,5.0,865.0,3.0,18.0,22.0,51.0,Bukayo Saka
Hiroki Sakai,JPN,DF,Marseille,Ligue 1,30.0,1990.0,26.5,1482.0,1191.0,291.0,5.0,0.0,134.0,21.0,31,0.0,0.0,0.0,0.0,929.0,342.0,211.0,138.0,946.0,79.0,286.0,1.0,1228.0,0.0,19.0,31.0,43.0,Hiroki Sakai
Moïse Sakava,CMR,MF,Reims,Ligue 1,19.0,2000.0,0.1,7.0,7.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,Moise Sakava
Mamadou Sakho,FRA,DF,Crystal Palace,Premier League,30.0,1990.0,3.1,82.0,72.0,10.0,9.0,0.0,11.0,1.0,0,0.0,0.0,0.0,0.0,57.0,8.0,17.0,60.0,16.0,4.0,1.0,0.0,72.0,0.0,1.0,0.0,0.0,Mamadou Sakho
Jacopo Sala,ITA,DF,Spezia,Serie A,28.0,1991.0,4.2,275.0,228.0,47.0,6.0,0.0,16.0,4.0,9,1.0,0.0,0.0,0.0,179.0,53.0,43.0,18.0,204.0,11.0,40.0,1.0,235.0,0.0,2.0,3.0,3.0,Jacopo Sala
Mohamed Salah,EGY,FW,Liverpool,Premier League,28.0,1992.0,34.2,1288.0,1259.0,29.0,2.0,8.0,220.0,15.0,47,0.0,0.0,0.0,0.0,1051.0,121.0,116.0,1017.0,227.0,20.0,5.0,8.0,1071.0,4.0,6.0,35.0,51.0,Mohamed Salah
Eddy Salcedo,ITA,FWMF,Hellas Verona,Serie A,18.0,2001.0,8.4,273.0,260.0,13.0,0.0,2.0,79.0,0.0,11,1.0,0.0,0.0,0.0,159.0,71.0,43.0,22.0,192.0,18.0,11.0,11.0,190.0,0.0,8.0,5.0,20.0,Eddy Salcedo
William Saliba,FRA,DF,Nice,Ligue 1,19.0,2001.0,20.0,1438.0,1403.0,35.0,32.0,1.0,144.0,54.0,0,0.0,0.0,0.0,0.0,1235.0,87.0,116.0,108.0,1286.0,25.0,3.0,2.0,1331.0,3.0,12.0,23.0,12.0,William Saliba
Romain Salin,FRA,GK,Rennes,Ligue 1,36.0,1984.0,15.0,544.0,381.0,163.0,40.0,0.0,30.0,12.0,0,0.0,0.0,0.0,0.0,304.0,21.0,219.0,350.0,99.0,3.0,0.0,76.0,409.0,0.0,10.0,2.0,0.0,Romain Salin
Mohammed Salisu,GHA,DF,Southampton,Premier League,21.0,1999.0,9.4,376.0,352.0,24.0,3.0,0.0,75.0,4.0,2,0.0,0.0,0.0,0.0,268.0,50.0,58.0,272.0,51.0,15.0,21.0,1.0,310.0,0.0,7.0,8.0,13.0,Mohammed Salisu
Roland Sallai,HUN,MFFW,Freiburg,Bundesliga,23.0,1997.0,18.5,493.0,483.0,10.0,4.0,2.0,125.0,12.0,42,0.0,0.0,0.0,0.0,295.0,106.0,92.0,97.0,340.0,15.0,4.0,6.0,354.0,5.0,10.0,12.0,26.0,Roland Sallai
Salvi,ESP,MFFW,Cádiz,La Liga,29.0,1991.0,21.5,580.0,492.0,88.0,13.0,0.0,91.0,19.0,84,24.0,5.0,17.0,0.0,268.0,138.0,174.0,54.0,435.0,24.0,51.0,4.0,327.0,2.0,10.0,19.0,52.0,Salvi
Lazar Samardzic,GER,MFFW,RB Leipzig,Bundesliga,18.0,2002.0,2.2,69.0,68.0,1.0,1.0,1.0,25.0,0.0,0,0.0,0.0,0.0,0.0,46.0,13.0,10.0,51.0,13.0,4.0,0.0,0.0,52.0,0.0,0.0,2.0,1.0,Lazar Samardzic
Diadie Samassékou,MLI,MF,Hoffenheim,Bundesliga,24.0,1996.0,28.5,1372.0,1351.0,21.0,20.0,3.0,250.0,33.0,7,0.0,0.0,0.0,0.0,996.0,160.0,216.0,135.0,1096.0,101.0,1.0,10.0,1151.0,0.0,27.0,30.0,27.0,Diadie Samassekou
Mama Samba Baldé,GNB,FW,Dijon,Ligue 1,24.0,1995.0,24.0,492.0,458.0,34.0,2.0,0.0,151.0,6.0,10,0.0,0.0,0.0,0.0,328.0,104.0,60.0,77.0,316.0,28.0,4.0,20.0,343.0,0.0,6.0,21.0,31.0,Mama Samba Balde
Junior Sambia,FRA,DFMF,Montpellier,Ligue 1,23.0,1996.0,27.2,1311.0,1054.0,257.0,11.0,5.0,140.0,43.0,61,7.0,3.0,4.0,0.0,758.0,286.0,267.0,154.0,868.0,32.0,238.0,1.0,1035.0,1.0,25.0,45.0,31.0,Junior Sambia
Frédéric Sammaritano,FRA,FWMF,Dijon,Ligue 1,34.0,1986.0,12.6,508.0,444.0,64.0,29.0,2.0,82.0,29.0,32,31.0,20.0,9.0,0.0,339.0,61.0,108.0,87.0,402.0,11.0,1.0,5.0,381.0,3.0,8.0,8.0,23.0,Frederic Sammaritano
Fede San Emeterio,ESP,MF,Valladolid,La Liga,23.0,1997.0,16.2,552.0,543.0,9.0,8.0,0.0,94.0,19.0,2,0.0,0.0,0.0,0.0,345.0,81.0,126.0,45.0,439.0,42.0,1.0,4.0,433.0,1.0,8.0,14.0,9.0,Fede San Emeterio
Antonio Sanabria,PAR,FW,Torino,Serie A,24.0,1996.0,10.9,270.0,260.0,10.0,1.0,0.0,83.0,13.0,5,0.0,0.0,0.0,0.0,191.0,42.0,37.0,65.0,157.0,15.0,0.0,9.0,206.0,0.0,8.0,15.0,10.0,Antonio Sanabria
Antonio Sanabria,PAR,FW,Betis,La Liga,24.0,1996.0,10.4,215.0,195.0,20.0,0.0,1.0,57.0,3.0,1,0.0,0.0,0.0,0.0,140.0,36.0,39.0,40.0,133.0,13.0,0.0,0.0,161.0,1.0,3.0,6.0,7.0,Antonio Sanabria
Oihan Sancet,ESP,FWMF,Athletic Club,La Liga,20.0,2000.0,11.5,351.0,334.0,17.0,1.0,0.0,90.0,7.0,5,1.0,1.0,0.0,0.0,248.0,66.0,37.0,39.0,279.0,12.0,1.0,7.0,259.0,0.0,11.0,25.0,10.0,Oihan Sancet
Renato Sanches,POR,MF,Lille,Ligue 1,22.0,1997.0,14.1,988.0,930.0,58.0,26.0,8.0,114.0,63.0,19,27.0,9.0,10.0,6.0,736.0,75.0,177.0,97.0,869.0,10.0,5.0,2.0,822.0,7.0,23.0,29.0,13.0,Renato Sanches
Juan Sánchez Miño,ARG,DFMF,Elche,La Liga,30.0,1990.0,5.5,286.0,255.0,31.0,6.0,0.0,45.0,6.0,8,0.0,0.0,0.0,0.0,204.0,39.0,43.0,213.0,39.0,5.0,25.0,1.0,241.0,0.0,3.0,4.0,8.0,Juan Sanchez Mino
Alexis Sánchez,CHI,FW,Inter,Serie A,31.0,1988.0,12.7,529.0,493.0,36.0,13.0,5.0,102.0,23.0,18,16.0,2.0,8.0,1.0,353.0,76.0,100.0,31.0,474.0,8.0,0.0,6.0,414.0,6.0,5.0,22.0,13.0,Alexis Sanchez
Davinson Sánchez,COL,DF,Tottenham,Premier League,24.0,1996.0,16.5,977.0,953.0,24.0,22.0,0.0,73.0,17.0,0,0.0,0.0,0.0,0.0,791.0,60.0,126.0,112.0,799.0,38.0,2.0,5.0,849.0,0.0,10.0,11.0,11.0,Davinson Sanchez
Germán Sánchez,ESP,DF,Granada,La Liga,33.0,1986.0,29.3,894.0,842.0,52.0,50.0,1.0,115.0,31.0,0,0.0,0.0,0.0,0.0,585.0,72.0,237.0,121.0,689.0,46.0,2.0,1.0,694.0,3.0,21.0,11.0,8.0,German Sanchez
Javi Sánchez,ESP,DF,Valladolid,La Liga,23.0,1997.0,10.2,356.0,341.0,15.0,15.0,0.0,37.0,21.0,1,0.0,0.0,0.0,0.0,259.0,19.0,78.0,97.0,240.0,13.0,0.0,1.0,295.0,2.0,6.0,4.0,2.0,Javi Sanchez
Manuel Sánchez,ESP,DF,Osasuna,La Liga,19.0,2000.0,10.8,546.0,430.0,116.0,4.0,0.0,71.0,12.0,30,1.0,0.0,1.0,0.0,290.0,146.0,110.0,327.0,76.0,25.0,111.0,3.0,402.0,4.0,13.0,16.0,18.0,Manuel Sanchez
Manuel Sánchez,ESP,DF,Atlético Madrid,La Liga,19.0,2000.0,0.5,31.0,25.0,6.0,0.0,0.0,8.0,0.0,0,0.0,0.0,0.0,0.0,20.0,6.0,5.0,17.0,7.0,1.0,6.0,0.0,24.0,0.0,0.0,0.0,3.0,Manuel Sanchez
Robert Sánchez,ESP,GK,Brighton,Premier League,22.0,1997.0,27.0,1095.0,873.0,222.0,45.0,0.0,63.0,57.0,0,0.0,0.0,0.0,0.0,587.0,42.0,466.0,125.0,788.0,1.0,0.0,107.0,784.0,4.0,40.0,4.0,4.0,Robert Sanchez
Jadon Sancho,ENG,FWMF,Dortmund,Bundesliga,20.0,2000.0,22.9,1474.0,1337.0,137.0,26.0,6.0,199.0,28.0,52,69.0,29.0,28.0,2.0,1143.0,170.0,161.0,175.0,1223.0,30.0,40.0,1.0,1160.0,9.0,27.0,56.0,45.0,Jadon Sancho
Alex Sandro,BRA,DF,Juventus,Serie A,29.0,1991.0,20.6,1426.0,1299.0,127.0,23.0,0.0,165.0,33.0,45,0.0,0.0,0.0,0.0,1007.0,193.0,226.0,1123.0,141.0,26.0,104.0,6.0,1223.0,3.0,20.0,37.0,29.0,Alex Sandro
Leroy Sané,GER,FWMF,Bayern Munich,Bundesliga,24.0,1996.0,20.1,825.0,779.0,46.0,4.0,1.0,146.0,39.0,54,33.0,16.0,11.0,1.0,599.0,106.0,120.0,686.0,104.0,12.0,9.0,8.0,616.0,0.0,19.0,31.0,43.0,Leroy Sane
Salif Sané,SEN,DF,Schalke 04,Bundesliga,29.0,1990.0,11.9,683.0,647.0,36.0,36.0,1.0,85.0,19.0,3,0.0,0.0,0.0,0.0,489.0,71.0,123.0,129.0,459.0,47.0,0.0,2.0,569.0,1.0,13.0,7.0,7.0,Salif Sane
Oier Sanjurjo,ESP,MF,Osasuna,La Liga,34.0,1986.0,23.2,846.0,830.0,16.0,13.0,4.0,191.0,16.0,8,0.0,0.0,0.0,0.0,442.0,155.0,249.0,113.0,581.0,87.0,3.0,5.0,573.0,8.0,27.0,30.0,29.0,Oier Sanjurjo
Mohamed Sankoh,NED,FW,Stuttgart,Bundesliga,16.0,2003.0,0.2,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Mohamed Sankoh
Siriki Sanogo,CIV,MF,Benevento,Serie A,18.0,2001.0,0.1,8.0,7.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,Siriki Sanogo
Morgan Sanson,FRA,MF,Aston Villa,Premier League,25.0,1994.0,3.3,161.0,153.0,8.0,2.0,0.0,34.0,7.0,8,6.0,4.0,0.0,0.0,105.0,26.0,30.0,24.0,123.0,10.0,0.0,0.0,122.0,0.0,4.0,3.0,9.0,Morgan Sanson
Morgan Sanson,FRA,MF,Marseille,Ligue 1,25.0,1994.0,9.2,329.0,315.0,14.0,6.0,0.0,70.0,6.0,13,4.0,1.0,3.0,0.0,229.0,57.0,43.0,58.0,250.0,8.0,2.0,4.0,249.0,2.0,5.0,11.0,12.0,Morgan Sanson
Nicola Sansone,ITA,FWMF,Bologna,Serie A,28.0,1991.0,13.0,531.0,477.0,54.0,18.0,2.0,71.0,15.0,22,23.0,10.0,9.0,1.0,397.0,60.0,74.0,57.0,451.0,9.0,8.0,3.0,409.0,2.0,8.0,14.0,23.0,Nicola Sansone
Baptiste Santamaria,FRA,MF,Angers,Ligue 1,25.0,1995.0,3.0,156.0,150.0,6.0,6.0,1.0,16.0,4.0,1,0.0,0.0,0.0,0.0,129.0,11.0,16.0,6.0,145.0,3.0,0.0,1.0,137.0,0.0,1.0,5.0,2.0,Baptiste Santamaria
Baptiste Santamaria,FRA,MF,Freiburg,Bundesliga,25.0,1995.0,24.5,1061.0,1043.0,18.0,14.0,0.0,201.0,33.0,26,0.0,0.0,0.0,0.0,684.0,177.0,200.0,83.0,869.0,55.0,2.0,8.0,811.0,4.0,17.0,30.0,42.0,Baptiste Santamaria
Federico Santander,PAR,FW,Bologna,Serie A,29.0,1991.0,0.4,17.0,16.0,1.0,0.0,0.0,6.0,0.0,1,0.0,0.0,0.0,0.0,10.0,3.0,4.0,2.0,8.0,4.0,0.0,1.0,12.0,1.0,0.0,0.0,0.0,Federico Santander
Davide Santon,ITA,DF,Roma,Serie A,29.0,1991.0,6.5,295.0,246.0,49.0,4.0,0.0,34.0,8.0,16,0.0,0.0,0.0,0.0,188.0,51.0,56.0,45.0,191.0,13.0,45.0,0.0,256.0,0.0,2.0,3.0,5.0,Davide Santon
Samir Santos,BRA,DF,Udinese,Serie A,25.0,1994.0,24.6,1307.0,1190.0,117.0,38.0,1.0,108.0,13.0,17,0.0,0.0,0.0,0.0,985.0,115.0,207.0,980.0,176.0,41.0,79.0,3.0,1136.0,6.0,14.0,14.0,18.0,Samir Santos
