Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,Corner_In,Corner_Out,Corner_Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Name_no_spec_chars
Riccardo Saponara,ITA,FW,Fiorentina,Serie A,28.0,1991.0,0.6,42.0,41.0,1.0,0.0,0.0,9.0,0.0,0,0.0,0.0,0.0,0.0,34.0,5.0,3.0,12.0,27.0,1.0,1.0,0.0,38.0,0.0,0.0,2.0,0.0,Riccardo Saponara
Riccardo Saponara,ITA,FWMF,Spezia,Serie A,28.0,1991.0,4.3,137.0,134.0,3.0,1.0,1.0,38.0,3.0,5,1.0,0.0,0.0,0.0,94.0,18.0,25.0,36.0,93.0,2.0,1.0,0.0,107.0,2.0,1.0,7.0,5.0,Riccardo Saponara
Ivan Šaponjić,SRB,FW,Cádiz,La Liga,22.0,1997.0,4.3,80.0,74.0,6.0,0.0,0.0,33.0,0.0,0,0.0,0.0,0.0,0.0,48.0,23.0,9.0,5.0,50.0,6.0,0.0,6.0,63.0,0.0,4.0,2.0,2.0,Ivan Saponjic
Pablo Sarabia,ESP,FWMF,Paris S-G,Ligue 1,28.0,1992.0,14.7,640.0,603.0,37.0,6.0,10.0,118.0,16.0,37,18.0,12.0,1.0,0.0,494.0,73.0,73.0,512.0,108.0,5.0,11.0,2.0,492.0,2.0,11.0,23.0,26.0,Pablo Sarabia
Josh Sargent,USA,FWMF,Werder Bremen,Bundesliga,20.0,2000.0,27.8,611.0,583.0,28.0,1.0,3.0,159.0,2.0,12,0.0,0.0,0.0,0.0,372.0,150.0,89.0,111.0,378.0,38.0,6.0,24.0,434.0,2.0,8.0,26.0,26.0,Josh Sargent
Bouna Sarr,GUI,DF,Marseille,Ligue 1,28.0,1992.0,0.8,60.0,47.0,13.0,1.0,0.0,3.0,0.0,1,0.0,0.0,0.0,0.0,44.0,15.0,1.0,5.0,42.0,1.0,12.0,0.0,55.0,0.0,0.0,2.0,1.0,Bouna Sarr
Bouna Sarr,GUI,DF,Bayern Munich,Bundesliga,28.0,1992.0,5.0,385.0,332.0,53.0,7.0,0.0,35.0,3.0,11,0.0,0.0,0.0,0.0,283.0,70.0,32.0,44.0,280.0,11.0,46.0,0.0,340.0,1.0,5.0,5.0,7.0,Bouna Sarr
Sidy Sarr,SEN,MF,Nîmes,Ligue 1,24.0,1996.0,5.1,216.0,208.0,8.0,6.0,1.0,39.0,18.0,0,0.0,0.0,0.0,0.0,127.0,32.0,57.0,154.0,31.0,13.0,2.0,1.0,176.0,0.0,6.0,3.0,2.0,Sidy Sarr
Marco Sau,ITA,MFFW,Benevento,Serie A,32.0,1987.0,8.7,264.0,218.0,46.0,16.0,0.0,55.0,9.0,16,18.0,7.0,9.0,1.0,168.0,32.0,64.0,29.0,219.0,8.0,0.0,1.0,185.0,1.0,2.0,11.0,9.0,Marco Sau
Téji Savanier,FRA,MF,Montpellier,Ligue 1,28.0,1991.0,24.1,1243.0,1073.0,170.0,52.0,3.0,190.0,94.0,57,96.0,32.0,49.0,11.0,605.0,190.0,448.0,159.0,995.0,56.0,8.0,4.0,875.0,5.0,41.0,31.0,38.0,Teji Savanier
Stefan Savić,MNE,DF,Atlético Madrid,La Liga,29.0,1991.0,32.8,1727.0,1674.0,53.0,46.0,1.0,180.0,58.0,2,0.0,0.0,0.0,0.0,1299.0,135.0,293.0,124.0,1461.0,77.0,7.0,8.0,1490.0,3.0,21.0,25.0,21.0,Stefan Savic
Romaine Sawyers,SKN,MF,West Brom,Premier League,28.0,1991.0,16.5,712.0,681.0,31.0,19.0,1.0,89.0,18.0,5,0.0,0.0,0.0,0.0,518.0,81.0,113.0,68.0,596.0,28.0,1.0,8.0,605.0,4.0,7.0,10.0,15.0,Romaine Sawyers
Gianluca Scamacca,ITA,FW,Genoa,Serie A,21.0,1999.0,15.0,356.0,339.0,17.0,0.0,1.0,84.0,18.0,13,0.0,0.0,0.0,0.0,204.0,82.0,70.0,20.0,266.0,29.0,0.0,10.0,239.0,0.0,7.0,12.0,20.0,Gianluca Scamacca
Dane Scarlett,ENG,FW,Tottenham,Premier League,16.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dane Scarlett
Fabian Schär,SUI,DF,Newcastle Utd,Premier League,28.0,1991.0,13.8,583.0,529.0,54.0,30.0,2.0,65.0,31.0,3,0.0,0.0,0.0,0.0,347.0,64.0,172.0,82.0,442.0,25.0,24.0,0.0,453.0,4.0,12.0,12.0,6.0,Fabian Schar
Aurélien Scheidler,FRA,FW,Dijon,Ligue 1,22.0,1998.0,3.8,76.0,67.0,9.0,0.0,0.0,16.0,1.0,0,0.0,0.0,0.0,0.0,52.0,16.0,8.0,7.0,52.0,8.0,0.0,2.0,57.0,0.0,0.0,0.0,2.0,Aurelien Scheidler
Nicolás Schiappacasse,URU,MF,Sassuolo,Serie A,21.0,1999.0,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Nicolas Schiappacasse
Pasquale Schiattarella,ITA,MF,Benevento,Serie A,33.0,1987.0,25.0,1374.0,1272.0,102.0,93.0,5.0,200.0,35.0,6,0.0,0.0,0.0,0.0,1002.0,124.0,248.0,165.0,1138.0,53.0,5.0,4.0,1116.0,11.0,15.0,27.0,21.0,Pasquale Schiattarella
Patrik Schick,CZE,FW,Leverkusen,Bundesliga,24.0,1996.0,20.7,429.0,399.0,30.0,0.0,0.0,152.0,0.0,5,0.0,0.0,0.0,0.0,240.0,115.0,74.0,245.0,64.0,39.0,4.0,18.0,311.0,0.0,3.0,12.0,10.0,Patrik Schick
Sven Schipplock,GER,FWMF,Arminia,Bundesliga,31.0,1988.0,8.3,182.0,176.0,6.0,0.0,0.0,52.0,2.0,10,0.0,0.0,0.0,0.0,98.0,44.0,40.0,24.0,103.0,27.0,2.0,6.0,100.0,1.0,5.0,14.0,15.0,Sven Schipplock
Xaver Schlager,AUT,MF,Wolfsburg,Bundesliga,22.0,1997.0,29.2,1279.0,1242.0,37.0,29.0,4.0,266.0,35.0,10,0.0,0.0,0.0,0.0,903.0,154.0,222.0,786.0,388.0,62.0,5.0,8.0,987.0,14.0,24.0,49.0,37.0,Xaver Schlager
Keven Schlotterbeck,GER,DF,Freiburg,Bundesliga,23.0,1997.0,18.4,810.0,782.0,28.0,28.0,0.0,89.0,21.0,1,0.0,0.0,0.0,0.0,579.0,82.0,149.0,518.0,206.0,52.0,0.0,4.0,668.0,1.0,21.0,11.0,7.0,Keven Schlotterbeck
Nico Schlotterbeck,GER,DF,Union Berlin,Bundesliga,20.0,1999.0,14.3,801.0,780.0,21.0,20.0,1.0,126.0,25.0,6,1.0,0.0,1.0,0.0,564.0,83.0,154.0,659.0,88.0,38.0,0.0,3.0,653.0,1.0,17.0,16.0,13.0,Nico Schlotterbeck
Jeffrey Schlupp,GHA,MF,Crystal Palace,Premier League,27.0,1992.0,15.9,429.0,415.0,14.0,3.0,1.0,124.0,6.0,27,1.0,0.0,0.0,0.0,296.0,57.0,76.0,293.0,76.0,24.0,7.0,2.0,304.0,3.0,3.0,12.0,21.0,Jeffrey Schlupp
Kasper Schmeichel,DEN,GK,Leicester City,Premier League,33.0,1986.0,38.0,1218.0,867.0,351.0,142.0,0.0,70.0,55.0,0,0.0,0.0,0.0,0.0,607.0,74.0,537.0,53.0,945.0,1.0,0.0,165.0,885.0,3.0,56.0,14.0,1.0,Kasper Schmeichel
Jonathan Schmid,FRA,DFMF,Freiburg,Bundesliga,30.0,1990.0,26.6,1320.0,1013.0,307.0,21.0,1.0,177.0,39.0,84,3.0,0.0,3.0,0.0,620.0,348.0,352.0,159.0,803.0,59.0,283.0,3.0,1012.0,4.0,15.0,40.0,42.0,Jonathan Schmid
Romano Schmid,AUT,FWMF,Werder Bremen,Bundesliga,20.0,2000.0,13.1,473.0,460.0,13.0,1.0,0.0,118.0,3.0,15,1.0,0.0,0.0,1.0,332.0,69.0,72.0,62.0,385.0,11.0,5.0,3.0,340.0,4.0,15.0,23.0,25.0,Romano Schmid
Benno Schmitz,GER,DF,Köln,Bundesliga,25.0,1994.0,4.6,246.0,194.0,52.0,5.0,0.0,26.0,5.0,5,0.0,0.0,0.0,0.0,115.0,53.0,78.0,34.0,147.0,15.0,47.0,1.0,178.0,0.0,7.0,11.0,8.0,Benno Schmitz
Morgan Schneiderlin,FRA,MF,Nice,Ligue 1,30.0,1989.0,24.4,1614.0,1565.0,49.0,48.0,0.0,191.0,63.0,7,1.0,0.0,0.0,0.0,1257.0,126.0,231.0,192.0,1335.0,52.0,0.0,9.0,1422.0,3.0,20.0,20.0,10.0,Morgan Schneiderlin
Alessandro Schöpf,AUT,FWMF,Schalke 04,Bundesliga,26.0,1994.0,10.5,362.0,333.0,29.0,6.0,1.0,64.0,5.0,6,6.0,1.0,3.0,2.0,260.0,67.0,35.0,117.0,216.0,7.0,17.0,1.0,289.0,0.0,4.0,10.0,18.0,Alessandro Schopf
Jerdy Schouten,NED,MF,Bologna,Serie A,23.0,1997.0,27.9,1388.0,1361.0,27.0,19.0,4.0,175.0,33.0,7,2.0,0.0,1.0,1.0,1048.0,164.0,176.0,87.0,1197.0,65.0,0.0,7.0,1204.0,4.0,19.0,26.0,15.0,Jerdy Schouten
Nico Schulz,GER,DF,Dortmund,Bundesliga,27.0,1993.0,6.8,462.0,400.0,62.0,7.0,0.0,53.0,6.0,16,0.0,0.0,0.0,0.0,340.0,76.0,46.0,329.0,66.0,7.0,55.0,2.0,381.0,1.0,6.0,17.0,19.0,Nico Schulz
Alexander Schwolow,GER,GK,Hertha BSC,Bundesliga,28.0,1992.0,26.0,918.0,645.0,273.0,53.0,0.0,54.0,20.0,0,0.0,0.0,0.0,0.0,544.0,37.0,337.0,137.0,634.0,0.0,1.0,123.0,726.0,7.0,16.0,5.0,1.0,Alexander Schwolow
Christopher Scott,GER,FWMF,Bayern Munich,Bundesliga,18.0,2002.0,0.4,8.0,8.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,Christopher Scott
Matteo Scozzarella,ITA,MF,Parma,Serie A,32.0,1988.0,1.7,109.0,93.0,16.0,6.0,0.0,11.0,9.0,4,10.0,4.0,4.0,1.0,79.0,4.0,26.0,5.0,102.0,2.0,0.0,0.0,85.0,1.0,3.0,2.0,0.0,Matteo Scozzarella
Simone Scuffet,ITA,GK,Udinese,Serie A,24.0,1996.0,1.0,28.0,15.0,13.0,5.0,0.0,2.0,2.0,0,0.0,0.0,0.0,0.0,7.0,1.0,20.0,1.0,21.0,0.0,0.0,4.0,20.0,0.0,2.0,1.0,0.0,Simone Scuffet
Jacopo Segre,ITA,MF,Torino,Serie A,23.0,1997.0,2.1,107.0,105.0,2.0,1.0,0.0,12.0,4.0,0,0.0,0.0,0.0,0.0,91.0,8.0,8.0,8.0,95.0,1.0,1.0,0.0,94.0,0.0,0.0,1.0,1.0,Jacopo Segre
Davie Selke,GER,FW,Werder Bremen,Bundesliga,25.0,1995.0,9.0,223.0,208.0,15.0,0.0,0.0,88.0,2.0,5,0.0,0.0,0.0,0.0,87.0,75.0,61.0,8.0,113.0,30.0,0.0,13.0,131.0,3.0,6.0,8.0,11.0,Davie Selke
Malik Sellouki,FRA,FWMF,Nice,Ligue 1,20.0,2000.0,0.7,30.0,28.0,2.0,0.0,0.0,4.0,2.0,4,1.0,0.0,0.0,1.0,19.0,5.0,6.0,22.0,6.0,1.0,1.0,0.0,20.0,0.0,0.0,1.0,2.0,Malik Sellouki
Matz Sels,BEL,GK,Strasbourg,Ligue 1,28.0,1992.0,6.0,175.0,109.0,66.0,16.0,0.0,15.0,7.0,0,0.0,0.0,0.0,0.0,68.0,4.0,103.0,13.0,130.0,0.0,0.0,23.0,110.0,0.0,5.0,1.0,0.0,Matz Sels
Nélson Semedo,POR,DF,Wolves,Premier League,26.0,1993.0,33.1,1892.0,1544.0,348.0,21.0,2.0,245.0,25.0,48,4.0,1.0,2.0,0.0,1162.0,419.0,311.0,253.0,1245.0,48.0,323.0,4.0,1541.0,4.0,24.0,33.0,74.0,Nelson Semedo
Léo Sena,BRA,MF,Spezia,Serie A,24.0,1995.0,9.8,602.0,566.0,36.0,34.0,0.0,90.0,49.0,7,1.0,0.0,0.0,0.0,443.0,98.0,61.0,57.0,528.0,9.0,1.0,3.0,532.0,1.0,5.0,21.0,10.0,Leo Sena
Stefano Sensi,ITA,MF,Inter,Serie A,24.0,1995.0,6.7,426.0,383.0,43.0,10.0,1.0,57.0,17.0,9,26.0,9.0,7.0,0.0,331.0,37.0,58.0,51.0,357.0,11.0,5.0,1.0,351.0,1.0,3.0,9.0,6.0,Stefano Sensi
Jaime Seoane,ESP,MF,Huesca,La Liga,23.0,1997.0,22.9,881.0,852.0,29.0,21.0,2.0,168.0,47.0,15,4.0,2.0,1.0,0.0,582.0,129.0,170.0,98.0,700.0,52.0,1.0,8.0,677.0,3.0,26.0,17.0,39.0,Jaime Seoane
Luigi Sepe,ITA,GK,Parma,Serie A,29.0,1991.0,36.0,1445.0,1068.0,377.0,107.0,0.0,76.0,33.0,0,0.0,0.0,0.0,0.0,715.0,81.0,649.0,948.0,254.0,1.0,0.0,181.0,1133.0,6.0,22.0,6.0,2.0,Luigi Sepe
Suat Serdar,GER,MF,Schalke 04,Bundesliga,23.0,1997.0,21.7,612.0,593.0,19.0,10.0,0.0,148.0,13.0,8,1.0,0.0,0.0,0.0,448.0,93.0,71.0,59.0,519.0,18.0,2.0,4.0,468.0,4.0,12.0,33.0,24.0,Suat Serdar
Jean Seri,CIV,MF,Bordeaux,Ligue 1,29.0,1991.0,7.9,518.0,498.0,20.0,20.0,1.0,90.0,17.0,4,0.0,0.0,0.0,0.0,420.0,47.0,51.0,53.0,443.0,13.0,0.0,1.0,456.0,1.0,7.0,14.0,7.0,Jean Seri
Femi Seriki,ENG,DF,Sheffield Utd,Premier League,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Femi Seriki
Ryan Sessegnon,ENG,DF,Hoffenheim,Bundesliga,20.0,2000.0,17.5,934.0,780.0,154.0,10.0,0.0,108.0,18.0,53,0.0,0.0,0.0,0.0,565.0,189.0,180.0,661.0,88.0,28.0,144.0,1.0,727.0,3.0,20.0,32.0,34.0,Ryan Sessegnon
Nils Seufert,GER,MFFW,Arminia,Bundesliga,23.0,1997.0,3.8,154.0,146.0,8.0,5.0,0.0,31.0,1.0,2,2.0,0.0,2.0,0.0,105.0,29.0,20.0,26.0,114.0,9.0,1.0,0.0,125.0,0.0,2.0,2.0,5.0,Nils Seufert
Edgar Sevikyan,RUS,MF,Levante,La Liga,18.0,2001.0,0.1,5.0,5.0,0.0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,Edgar Sevikyan
Stephan El Shaarawy,ITA,FWMF,Roma,Serie A,27.0,1992.0,6.4,240.0,234.0,6.0,2.0,1.0,45.0,3.0,10,1.0,0.0,0.0,0.0,166.0,46.0,28.0,16.0,208.0,8.0,3.0,3.0,186.0,0.0,3.0,10.0,15.0,Stephan El Shaarawy
Jamie Shackleton,ENG,MFDF,Leeds United,Premier League,20.0,1999.0,5.1,206.0,186.0,20.0,2.0,0.0,30.0,3.0,2,0.0,0.0,0.0,0.0,150.0,40.0,16.0,46.0,133.0,4.0,18.0,1.0,182.0,1.0,3.0,1.0,6.0,Jamie Shackleton
Xherdan Shaqiri,SUI,MFFW,Liverpool,Premier League,28.0,1991.0,6.2,426.0,402.0,24.0,2.0,3.0,47.0,9.0,11,13.0,7.0,2.0,1.0,318.0,51.0,57.0,302.0,103.0,11.0,6.0,1.0,356.0,1.0,5.0,9.0,13.0,Xherdan Shaqiri
Billy Sharp,ENG,FW,Sheffield Utd,Premier League,34.0,1986.0,8.2,123.0,111.0,12.0,1.0,1.0,28.0,0.0,7,0.0,0.0,0.0,0.0,83.0,19.0,21.0,14.0,88.0,4.0,1.0,5.0,86.0,2.0,3.0,3.0,9.0,Billy Sharp
Luke Shaw,ENG,DF,Manchester Utd,Premier League,25.0,1995.0,29.5,2015.0,1620.0,395.0,32.0,3.0,259.0,60.0,92,95.0,40.0,41.0,8.0,1329.0,336.0,350.0,1564.0,105.0,51.0,268.0,3.0,1645.0,8.0,16.0,46.0,71.0,Luke Shaw
Jonjo Shelvey,ENG,MF,Newcastle Utd,Premier League,28.0,1992.0,29.1,1418.0,1275.0,143.0,83.0,6.0,211.0,137.0,37,47.0,17.0,16.0,7.0,776.0,170.0,472.0,157.0,1175.0,59.0,1.0,6.0,1047.0,2.0,30.0,30.0,22.0,Jonjo Shelvey
Eldor Shomurodov,UZB,FW,Genoa,Serie A,25.0,1995.0,18.6,483.0,470.0,13.0,1.0,1.0,151.0,11.0,14,0.0,0.0,0.0,0.0,306.0,104.0,73.0,84.0,316.0,35.0,0.0,7.0,342.0,1.0,13.0,14.0,32.0,Eldor Shomurodov
Shola Shoretire,ENG,FW,Manchester Utd,Premier League,16.0,2004.0,0.1,8.0,8.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,Shola Shoretire
Mahame Siby,FRA,MFFW,Strasbourg,Ligue 1,24.0,1996.0,0.2,12.0,12.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,4.0,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,Mahame Siby
Abdoulaye Sidibé,FRA,MF,Saint-Étienne,Ligue 1,18.0,2002.0,0.1,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Abdoulaye Sidibe
Djibril Sidibé,FRA,DF,Monaco,Ligue 1,28.0,1992.0,22.0,1826.0,1503.0,323.0,79.0,7.0,149.0,49.0,40,33.0,18.0,13.0,0.0,1272.0,229.0,325.0,211.0,1344.0,44.0,211.0,3.0,1522.0,5.0,24.0,41.0,27.0,Djibril Sidibe
Sidnei,BRA,DF,Betis,La Liga,30.0,1989.0,7.7,510.0,496.0,14.0,13.0,0.0,60.0,14.0,0,0.0,0.0,0.0,0.0,399.0,32.0,79.0,93.0,388.0,16.0,0.0,4.0,462.0,0.0,5.0,2.0,4.0,Sidnei
Kaj Sierhuis,NED,FW,Reims,Ligue 1,22.0,1998.0,7.2,168.0,159.0,9.0,1.0,0.0,32.0,6.0,8,0.0,0.0,0.0,0.0,106.0,30.0,32.0,29.0,108.0,14.0,0.0,6.0,110.0,3.0,5.0,6.0,8.0,Kaj Sierhuis
Tim Siersleben,GER,DF,Wolfsburg,Bundesliga,20.0,2000.0,0.4,21.0,20.0,1.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,18.0,2.0,1.0,15.0,4.0,1.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,Tim Siersleben
Gylfi Sigurðsson,ISL,MF,Everton,Premier League,30.0,1989.0,25.0,947.0,822.0,125.0,37.0,3.0,154.0,35.0,31,58.0,32.0,20.0,5.0,682.0,104.0,161.0,183.0,729.0,24.0,3.0,1.0,749.0,5.0,8.0,20.0,25.0,Gylfi Sigurdsson
Luca Siligardi,ITA,MF,Crotone,Serie A,32.0,1988.0,0.5,22.0,22.0,0.0,0.0,0.0,5.0,0.0,0,0.0,0.0,0.0,0.0,15.0,2.0,5.0,18.0,4.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,Luca Siligardi
Luca Siligardi,ITA,FW,Parma,Serie A,32.0,1988.0,0.4,22.0,19.0,3.0,1.0,0.0,4.0,0.0,1,1.0,0.0,0.0,1.0,13.0,5.0,4.0,18.0,4.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,3.0,Luca Siligardi
Adrien Silva,POR,MF,Sampdoria,Serie A,31.0,1989.0,17.8,959.0,908.0,51.0,46.0,0.0,130.0,57.0,9,3.0,0.0,1.0,0.0,687.0,110.0,162.0,185.0,724.0,36.0,2.0,6.0,839.0,1.0,5.0,19.0,10.0,Adrien Silva
André Silva,POR,FW,Eint Frankfurt,Bundesliga,24.0,1995.0,30.7,788.0,716.0,72.0,3.0,1.0,270.0,8.0,18,0.0,0.0,0.0,0.0,520.0,159.0,109.0,89.0,559.0,51.0,10.0,24.0,584.0,4.0,7.0,28.0,32.0,Andre Silva
Bernardo Silva,POR,MFFW,Manchester City,Premier League,25.0,1994.0,22.9,1427.0,1359.0,68.0,14.0,1.0,193.0,26.0,27,22.0,2.0,5.0,2.0,1130.0,155.0,142.0,1271.0,96.0,26.0,24.0,3.0,1280.0,5.0,11.0,16.0,28.0,Bernardo Silva
Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,23.0,1997.0,26.3,1500.0,1209.0,291.0,25.0,2.0,163.0,20.0,66,3.0,2.0,0.0,0.0,927.0,256.0,317.0,1049.0,139.0,33.0,263.0,2.0,1186.0,2.0,17.0,38.0,41.0,Caio Henrique Oliveira Silva
David Silva,ESP,MF,Real Sociedad,La Liga,34.0,1986.0,15.5,872.0,838.0,34.0,23.0,9.0,100.0,24.0,12,6.0,4.0,2.0,0.0,634.0,117.0,121.0,724.0,103.0,29.0,3.0,2.0,728.0,11.0,11.0,23.0,25.0,David Silva
Fábio Silva,POR,FW,Wolves,Premier League,18.0,2002.0,15.2,306.0,284.0,22.0,0.0,0.0,88.0,3.0,6,0.0,0.0,0.0,0.0,192.0,70.0,44.0,19.0,242.0,18.0,1.0,6.0,227.0,0.0,7.0,16.0,11.0,Fabio Silva
Florent da Silva,FRA,FW,Lyon,Ligue 1,17.0,2003.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Florent da Silva
Gabriel Silva,BRA,DF,Saint-Étienne,Ligue 1,29.0,1991.0,3.9,230.0,184.0,46.0,5.0,0.0,18.0,5.0,7,0.0,0.0,0.0,0.0,133.0,42.0,55.0,139.0,38.0,7.0,41.0,2.0,192.0,0.0,3.0,1.0,7.0,Gabriel Silva
Gastón Silva,URU,DF,Huesca,La Liga,26.0,1994.0,6.7,325.0,305.0,20.0,17.0,0.0,37.0,13.0,1,0.0,0.0,0.0,0.0,244.0,38.0,43.0,255.0,59.0,5.0,3.0,0.0,282.0,0.0,10.0,5.0,3.0,Gaston Silva
Rui Silva,POR,GK,Granada,La Liga,26.0,1994.0,32.0,1075.0,679.0,396.0,130.0,0.0,65.0,20.0,0,0.0,0.0,0.0,0.0,283.0,17.0,775.0,717.0,181.0,1.0,0.0,68.0,591.0,6.0,43.0,7.0,3.0,Rui Silva
Thiago Silva,BRA,DF,Chelsea,Premier League,35.0,1984.0,21.5,1871.0,1828.0,43.0,39.0,3.0,112.0,47.0,1,0.0,0.0,0.0,0.0,1531.0,147.0,193.0,200.0,1577.0,66.0,4.0,7.0,1749.0,5.0,13.0,12.0,8.0,Thiago Silva
Marco Silvestri,ITA,GK,Hellas Verona,Serie A,29.0,1991.0,34.0,1002.0,652.0,350.0,75.0,0.0,56.0,4.0,0,0.0,0.0,0.0,0.0,223.0,23.0,756.0,58.0,787.0,0.0,0.0,79.0,447.0,2.0,27.0,7.0,4.0,Marco Silvestri
Mohamed Simakan,FRA,DF,Strasbourg,Ligue 1,20.0,2000.0,17.9,852.0,785.0,67.0,21.0,3.0,87.0,50.0,10,0.0,0.0,0.0,0.0,592.0,104.0,156.0,55.0,713.0,24.0,46.0,3.0,705.0,1.0,12.0,12.0,12.0,Mohamed Simakan
Giovanni Simeone,ARG,FW,Cagliari,Serie A,25.0,1995.0,19.3,343.0,302.0,41.0,0.0,0.0,75.0,2.0,9,0.0,0.0,0.0,0.0,243.0,62.0,38.0,27.0,266.0,24.0,0.0,9.0,253.0,1.0,5.0,9.0,15.0,Giovanni Simeone
Moses Simon,NGA,FWMF,Nantes,Ligue 1,25.0,1995.0,25.8,731.0,655.0,76.0,16.0,2.0,132.0,29.0,80,46.0,30.0,13.0,1.0,437.0,125.0,169.0,148.0,511.0,41.0,12.0,3.0,474.0,4.0,15.0,28.0,46.0,Moses Simon
Unai Simón,ESP,GK,Athletic Club,La Liga,23.0,1997.0,37.0,1063.0,694.0,369.0,104.0,0.0,41.0,29.0,0,0.0,0.0,0.0,0.0,470.0,53.0,540.0,75.0,746.0,1.0,0.0,201.0,750.0,0.0,32.0,7.0,1.0,Unai Simon
Xavi Simons,NED,MF,Paris S-G,Ligue 1,17.0,2003.0,0.0,8.0,8.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,Xavi Simons
Jóan Símun Edmundsson,FRO,MFFW,Arminia,Bundesliga,29.0,1991.0,0.6,15.0,14.0,1.0,0.0,0.0,6.0,1.0,0,1.0,0.0,0.0,0.0,10.0,2.0,3.0,13.0,2.0,0.0,0.0,0.0,11.0,0.0,2.0,1.0,1.0,Joan Simun Edmundsson
Wilfried Singo,CIV,DF,Torino,Serie A,19.0,2000.0,20.6,959.0,773.0,186.0,16.0,1.0,143.0,25.0,60,0.0,0.0,0.0,0.0,534.0,225.0,200.0,71.0,645.0,46.0,170.0,1.0,736.0,0.0,13.0,18.0,34.0,Wilfried Singo
Daley Sinkgraven,NED,DF,Leverkusen,Bundesliga,25.0,1995.0,17.4,1291.0,1112.0,179.0,9.0,4.0,157.0,17.0,19,1.0,0.0,1.0,0.0,879.0,213.0,199.0,869.0,204.0,37.0,169.0,4.0,1059.0,2.0,21.0,27.0,39.0,Daley Sinkgraven
Dimitris Siovas,GRE,DF,Huesca,La Liga,31.0,1988.0,34.1,1830.0,1738.0,92.0,77.0,0.0,228.0,37.0,12,1.0,1.0,0.0,0.0,1287.0,142.0,401.0,1464.0,189.0,96.0,6.0,6.0,1515.0,8.0,47.0,20.0,8.0,Dimitris Siovas
Tobias Sippel,GER,GK,M'Gladbach,Bundesliga,32.0,1988.0,3.8,147.0,88.0,59.0,13.0,0.0,14.0,5.0,0,0.0,0.0,0.0,0.0,60.0,4.0,83.0,9.0,115.0,0.0,0.0,12.0,96.0,3.0,4.0,1.0,0.0,Tobias Sippel
Salvatore Sirigu,ITA,GK,Torino,Serie A,33.0,1987.0,32.0,1012.0,624.0,388.0,118.0,0.0,53.0,11.0,0,0.0,0.0,0.0,0.0,462.0,36.0,514.0,79.0,773.0,0.0,1.0,106.0,708.0,1.0,14.0,5.0,4.0,Salvatore Sirigu
Issouf Sissokho,MLI,MF,Bordeaux,Ligue 1,18.0,2002.0,0.9,44.0,44.0,0.0,0.0,0.0,4.0,1.0,0,0.0,0.0,0.0,0.0,41.0,1.0,2.0,3.0,40.0,1.0,0.0,0.0,41.0,0.0,1.0,1.0,0.0,Issouf Sissokho
