Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_SHORT,Att_SHORT,Cmp%_SHORT,Cmp_MED,Att_MED,Cmp%_MED,Cmp_LONG,Att_LONG,Cmp%_LONG,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Name_no_spec_chars
Jean Seri,CIV,MF,Bordeaux,Ligue 1,29.0,1991.0,7.9,456.0,518.0,88.0,9396.0,1830.0,157.0,170.0,92.4,210.0,228.0,92.1,82.0,107.0,76.6,0,0.5,-0.5,5.0,33.0,4.0,2.0,28.0,Jean Seri
Femi Seriki,ENG,DF,Sheffield Utd,Premier League,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Femi Seriki
Ryan Sessegnon,ENG,DF,Hoffenheim,Bundesliga,20.0,2000.0,17.5,727.0,934.0,77.8,12886.0,4628.0,327.0,359.0,91.1,323.0,411.0,78.6,66.0,116.0,56.9,3,1.8,1.2,16.0,51.0,25.0,12.0,72.0,Ryan Sessegnon
Nils Seufert,GER,MFFW,Arminia,Bundesliga,23.0,1997.0,3.8,125.0,154.0,81.2,1870.0,444.0,70.0,78.0,89.7,46.0,51.0,90.2,6.0,16.0,37.5,1,0.3,0.7,4.0,12.0,1.0,0.0,10.0,Nils Seufert
Edgar Sevikyan,RUS,MF,Levante,La Liga,18.0,2001.0,0.1,3.0,5.0,60.0,35.0,3.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Edgar Sevikyan
Stephan El Shaarawy,ITA,FWMF,Roma,Serie A,27.0,1992.0,6.4,186.0,240.0,77.5,3320.0,614.0,80.0,101.0,79.2,84.0,96.0,87.5,18.0,24.0,75.0,1,1.5,-0.5,16.0,10.0,6.0,2.0,9.0,Stephan El Shaarawy
Jamie Shackleton,ENG,MFDF,Leeds United,Premier League,20.0,1999.0,5.1,182.0,206.0,88.3,2900.0,627.0,89.0,98.0,90.8,73.0,81.0,90.1,13.0,15.0,86.7,0,0.3,-0.3,2.0,7.0,2.0,1.0,7.0,Jamie Shackleton
Xherdan Shaqiri,SUI,MFFW,Liverpool,Premier League,28.0,1991.0,6.2,356.0,426.0,83.6,6282.0,1550.0,165.0,183.0,90.2,132.0,153.0,86.3,46.0,64.0,71.9,2,3.0,-1.0,19.0,25.0,26.0,5.0,39.0,Xherdan Shaqiri
Billy Sharp,ENG,FW,Sheffield Utd,Premier League,34.0,1986.0,8.2,86.0,123.0,69.9,1158.0,168.0,46.0,59.0,78.0,31.0,44.0,70.5,0.0,2.0,0.0,0,0.6,-0.6,4.0,2.0,3.0,0.0,6.0,Billy Sharp
Luke Shaw,ENG,DF,Manchester Utd,Premier League,25.0,1995.0,29.5,1645.0,2015.0,81.6,25958.0,11037.0,923.0,1005.0,91.8,568.0,667.0,85.2,119.0,253.0,47.0,5,5.2,-0.2,71.0,87.0,46.0,16.0,154.0,Luke Shaw
Jonjo Shelvey,ENG,MF,Newcastle Utd,Premier League,28.0,1992.0,29.1,1047.0,1418.0,73.8,25957.0,7702.0,316.0,366.0,86.3,433.0,522.0,83.0,291.0,504.0,57.7,3,2.7,0.3,38.0,132.0,23.0,5.0,110.0,Jonjo Shelvey
Eldor Shomurodov,UZB,FW,Genoa,Serie A,25.0,1995.0,18.6,342.0,483.0,70.8,4738.0,866.0,214.0,270.0,79.3,93.0,133.0,69.9,14.0,27.0,51.9,1,2.0,-1.0,20.0,13.0,10.0,3.0,25.0,Eldor Shomurodov
Shola Shoretire,ENG,FW,Manchester Utd,Premier League,16.0,2004.0,0.1,6.0,8.0,75.0,84.0,12.0,4.0,5.0,80.0,2.0,2.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Shola Shoretire
Mahame Siby,FRA,MFFW,Strasbourg,Ligue 1,24.0,1996.0,0.2,9.0,12.0,75.0,112.0,33.0,7.0,7.0,100.0,2.0,2.0,100.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mahame Siby
Abdoulaye Sidibé,FRA,MF,Saint-Étienne,Ligue 1,18.0,2002.0,0.1,1.0,2.0,50.0,12.0,12.0,1.0,1.0,100.0,0.0,0.0,,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Abdoulaye Sidibe
Djibril Sidibé,FRA,DF,Monaco,Ligue 1,28.0,1992.0,22.0,1522.0,1826.0,83.4,29458.0,10342.0,533.0,596.0,89.4,786.0,886.0,88.7,179.0,300.0,59.7,2,2.5,-0.5,25.0,116.0,27.0,9.0,133.0,Djibril Sidibe
Sidnei,BRA,DF,Betis,La Liga,30.0,1989.0,7.7,462.0,510.0,90.6,9771.0,2627.0,130.0,134.0,97.0,254.0,271.0,93.7,73.0,96.0,76.0,0,0.0,0.0,0.0,11.0,1.0,0.0,11.0,Sidnei
Kaj Sierhuis,NED,FW,Reims,Ligue 1,22.0,1998.0,7.2,110.0,168.0,65.5,1905.0,417.0,59.0,82.0,72.0,36.0,54.0,66.7,13.0,22.0,59.1,1,0.6,0.4,9.0,12.0,5.0,1.0,14.0,Kaj Sierhuis
Tim Siersleben,GER,DF,Wolfsburg,Bundesliga,20.0,2000.0,0.4,20.0,21.0,95.2,434.0,91.0,5.0,5.0,100.0,11.0,11.0,100.0,4.0,5.0,80.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Tim Siersleben
Gylfi Sigurðsson,ISL,MF,Everton,Premier League,30.0,1989.0,25.0,749.0,947.0,79.1,13596.0,3452.0,328.0,381.0,86.1,298.0,335.0,89.0,100.0,184.0,54.3,5,5.0,0.0,45.0,52.0,22.0,5.0,62.0,Gylfi Sigurdsson
Luca Siligardi,ITA,MF,Crotone,Serie A,32.0,1988.0,0.5,17.0,22.0,77.3,325.0,98.0,4.0,5.0,80.0,11.0,14.0,78.6,2.0,3.0,66.7,0,0.0,0.0,2.0,4.0,1.0,0.0,3.0,Luca Siligardi
Luca Siligardi,ITA,FW,Parma,Serie A,32.0,1988.0,0.4,15.0,22.0,68.2,244.0,19.0,9.0,12.0,75.0,5.0,5.0,100.0,1.0,4.0,25.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Luca Siligardi
Adrien Silva,POR,MF,Sampdoria,Serie A,31.0,1989.0,17.8,839.0,959.0,87.5,17222.0,4144.0,310.0,342.0,90.6,346.0,387.0,89.4,164.0,197.0,83.2,1,0.9,0.1,10.0,80.0,8.0,0.0,66.0,Adrien Silva
André Silva,POR,FW,Eint Frankfurt,Bundesliga,24.0,1995.0,30.7,584.0,788.0,74.1,8590.0,1487.0,336.0,421.0,79.8,202.0,263.0,76.8,22.0,34.0,64.7,7,5.5,1.5,29.0,33.0,17.0,3.0,46.0,Andre Silva
Bernardo Silva,POR,MFFW,Manchester City,Premier League,25.0,1994.0,22.9,1280.0,1427.0,89.7,21634.0,3378.0,636.0,676.0,94.1,490.0,534.0,91.8,119.0,152.0,78.3,6,3.7,2.3,32.0,81.0,32.0,0.0,72.0,Bernardo Silva
Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,23.0,1997.0,26.3,1186.0,1500.0,79.1,21251.0,6308.0,506.0,563.0,89.9,557.0,690.0,80.7,107.0,195.0,54.9,4,3.1,0.9,28.0,56.0,44.0,13.0,111.0,Caio Henrique Oliveira Silva
David Silva,ESP,MF,Real Sociedad,La Liga,34.0,1986.0,15.5,728.0,872.0,83.5,12809.0,3280.0,355.0,404.0,87.9,268.0,313.0,85.6,94.0,119.0,79.0,5,4.0,1.0,29.0,79.0,50.0,1.0,102.0,David Silva
Fábio Silva,POR,FW,Wolves,Premier League,18.0,2002.0,15.2,227.0,306.0,74.2,3155.0,438.0,136.0,163.0,83.4,66.0,85.0,77.6,12.0,28.0,42.9,3,0.5,2.5,11.0,8.0,6.0,0.0,17.0,Fabio Silva
Florent da Silva,FRA,FW,Lyon,Ligue 1,17.0,2003.0,0.0,1.0,1.0,100.0,12.0,0.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Florent da Silva
Gabriel Silva,BRA,DF,Saint-Étienne,Ligue 1,29.0,1991.0,3.9,192.0,230.0,83.5,3336.0,1175.0,98.0,106.0,92.5,68.0,81.0,84.0,20.0,31.0,64.5,0,0.2,-0.2,3.0,16.0,8.0,5.0,14.0,Gabriel Silva
Gastón Silva,URU,DF,Huesca,La Liga,26.0,1994.0,6.7,282.0,325.0,86.8,6022.0,2032.0,85.0,92.0,92.4,141.0,152.0,92.8,53.0,76.0,69.7,0,0.0,0.0,1.0,24.0,1.0,0.0,24.0,Gaston Silva
Rui Silva,POR,GK,Granada,La Liga,26.0,1994.0,32.0,591.0,1075.0,55.0,23837.0,17571.0,70.0,70.0,100.0,197.0,201.0,98.0,321.0,800.0,40.1,0,0.0,0.0,1.0,31.0,1.0,0.0,0.0,Rui Silva
Thiago Silva,BRA,DF,Chelsea,Premier League,35.0,1984.0,21.5,1749.0,1871.0,93.5,38049.0,11880.0,471.0,489.0,96.3,950.0,978.0,97.1,317.0,385.0,82.3,0,0.3,-0.3,5.0,113.0,7.0,0.0,78.0,Thiago Silva
Marco Silvestri,ITA,GK,Hellas Verona,Serie A,29.0,1991.0,34.0,447.0,1002.0,44.6,17199.0,14240.0,62.0,63.0,98.4,143.0,147.0,97.3,242.0,791.0,30.6,0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,Marco Silvestri
Mohamed Simakan,FRA,DF,Strasbourg,Ligue 1,20.0,2000.0,17.9,705.0,852.0,82.7,16589.0,5409.0,196.0,223.0,87.9,326.0,362.0,90.1,178.0,249.0,71.5,1,1.1,-0.1,4.0,66.0,11.0,1.0,62.0,Mohamed Simakan
Giovanni Simeone,ARG,FW,Cagliari,Serie A,25.0,1995.0,19.3,253.0,343.0,73.8,3721.0,418.0,131.0,162.0,80.9,93.0,123.0,75.6,14.0,22.0,63.6,2,1.2,0.8,11.0,8.0,3.0,1.0,9.0,Giovanni Simeone
Moses Simon,NGA,FWMF,Nantes,Ligue 1,25.0,1995.0,25.8,474.0,731.0,64.8,7543.0,2280.0,269.0,337.0,79.8,155.0,234.0,66.2,36.0,108.0,33.3,5,3.5,1.5,32.0,25.0,25.0,11.0,45.0,Moses Simon
Unai Simón,ESP,GK,Athletic Club,La Liga,23.0,1997.0,37.0,750.0,1063.0,70.6,25811.0,17983.0,107.0,107.0,100.0,293.0,297.0,98.7,344.0,653.0,52.7,0,0.1,-0.1,1.0,16.0,1.0,0.0,2.0,Unai Simon
Xavi Simons,NED,MF,Paris S-G,Ligue 1,17.0,2003.0,0.0,6.0,8.0,75.0,89.0,14.0,4.0,5.0,80.0,0.0,0.0,,1.0,1.0,100.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Xavi Simons
Jóan Símun Edmundsson,FRO,MFFW,Arminia,Bundesliga,29.0,1991.0,0.6,11.0,15.0,73.3,209.0,43.0,6.0,7.0,85.7,3.0,5.0,60.0,2.0,3.0,66.7,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Joan Simun Edmundsson
Wilfried Singo,CIV,DF,Torino,Serie A,19.0,2000.0,20.6,736.0,959.0,76.7,12478.0,4526.0,358.0,398.0,89.9,308.0,398.0,77.4,60.0,122.0,49.2,2,2.9,-0.9,23.0,34.0,21.0,9.0,66.0,Wilfried Singo
Daley Sinkgraven,NED,DF,Leverkusen,Bundesliga,25.0,1995.0,17.4,1059.0,1291.0,82.0,20457.0,6197.0,419.0,469.0,89.3,472.0,537.0,87.9,152.0,236.0,64.4,0,0.7,-0.7,14.0,79.0,16.0,1.0,74.0,Daley Sinkgraven
Dimitris Siovas,GRE,DF,Huesca,La Liga,31.0,1988.0,34.1,1515.0,1830.0,82.8,33983.0,9886.0,369.0,412.0,89.6,862.0,943.0,91.4,271.0,452.0,60.0,0,0.2,-0.2,3.0,77.0,1.0,0.0,76.0,Dimitris Siovas
Tobias Sippel,GER,GK,M'Gladbach,Bundesliga,32.0,1988.0,3.8,96.0,147.0,65.3,3467.0,2488.0,17.0,17.0,100.0,30.0,31.0,96.8,49.0,99.0,49.5,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Tobias Sippel
Salvatore Sirigu,ITA,GK,Torino,Serie A,33.0,1987.0,32.0,708.0,1012.0,70.0,20967.0,13380.0,167.0,169.0,98.8,242.0,248.0,97.6,285.0,579.0,49.2,0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,Salvatore Sirigu
Issouf Sissokho,MLI,MF,Bordeaux,Ligue 1,18.0,2002.0,0.9,41.0,44.0,93.2,648.0,164.0,21.0,23.0,91.3,16.0,17.0,94.1,2.0,2.0,100.0,0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,Issouf Sissokho
Ibrahima Sissoko,FRA,MF,Strasbourg,Ligue 1,22.0,1997.0,28.7,941.0,1162.0,81.0,19465.0,5312.0,333.0,390.0,85.4,430.0,482.0,89.2,163.0,251.0,64.9,0,0.4,-0.4,5.0,103.0,13.0,4.0,106.0,Ibrahima Sissoko
Moussa Sissoko,FRA,MF,Tottenham,Premier League,30.0,1989.0,17.6,666.0,792.0,84.1,11832.0,2567.0,295.0,339.0,87.0,285.0,317.0,89.9,71.0,105.0,67.6,0,0.5,-0.5,5.0,50.0,6.0,2.0,36.0,Moussa Sissoko
Nelson Sissoko,FRA,DF,Saint-Étienne,Ligue 1,23.0,1997.0,5.3,208.0,280.0,74.3,4353.0,1482.0,82.0,101.0,81.2,76.0,101.0,75.2,47.0,71.0,66.2,0,0.0,0.0,2.0,14.0,0.0,0.0,15.0,Nelson Sissoko
Antonio Sivera,ESP,GK,Alavés,La Liga,23.0,1996.0,0.8,10.0,22.0,45.5,361.0,285.0,2.0,2.0,100.0,3.0,3.0,100.0,5.0,17.0,29.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Antonio Sivera
Jacques Siwe,FRA,FW,Dijon,Ligue 1,19.0,2001.0,1.9,23.0,34.0,67.6,287.0,29.0,15.0,21.0,71.4,7.0,9.0,77.8,0.0,1.0,0.0,0,0.2,-0.2,2.0,1.0,0.0,0.0,0.0,Jacques Siwe
Ellyes Skhiri,TUN,MF,Köln,Bundesliga,25.0,1995.0,30.9,1318.0,1514.0,87.1,25955.0,7367.0,474.0,535.0,88.6,592.0,640.0,92.5,213.0,282.0,75.5,2,1.1,0.9,17.0,82.0,19.0,3.0,103.0,Ellyes Skhiri
Łukasz Skorupski,POL,GK,Bologna,Serie A,29.0,1991.0,28.0,749.0,966.0,77.5,18546.0,10343.0,186.0,187.0,99.5,295.0,300.0,98.3,224.0,433.0,51.7,0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,Lukasz Skorupski
Andreas Skov Olsen,DEN,FWDF,Bologna,Serie A,20.0,1999.0,13.1,419.0,555.0,75.5,6790.0,1848.0,217.0,250.0,86.8,149.0,190.0,78.4,37.0,80.0,46.3,3,2.1,0.9,24.0,9.0,13.0,5.0,35.0,Andreas Skov Olsen
Robert Skov,DEN,FWDF,Hoffenheim,Bundesliga,24.0,1996.0,12.9,360.0,518.0,69.5,6820.0,1884.0,158.0,195.0,81.0,144.0,188.0,76.6,50.0,105.0,47.6,0,1.3,-1.3,15.0,18.0,17.0,5.0,41.0,Robert Skov
Milan Škriniar,SVK,DF,Inter,Serie A,25.0,1995.0,30.9,2027.0,2193.0,92.4,39131.0,11303.0,742.0,777.0,95.5,1062.0,1118.0,95.0,211.0,270.0,78.1,0,0.4,-0.4,4.0,131.0,12.0,2.0,122.0,Milan Skriniar
Steven Skrzybski,GER,FWDF,Schalke 04,Bundesliga,27.0,1992.0,4.7,76.0,127.0,59.8,1450.0,516.0,32.0,45.0,71.1,32.0,45.0,71.1,11.0,23.0,47.8,0,0.1,-0.1,2.0,5.0,2.0,1.0,9.0,Steven Skrzybski
Petar Škuletić,SRB,FWMF,Montpellier,Ligue 1,30.0,1990.0,2.6,41.0,72.0,56.9,543.0,86.0,26.0,40.0,65.0,13.0,25.0,52.0,1.0,4.0,25.0,0,0.4,-0.4,4.0,3.0,1.0,0.0,2.0,Petar Skuletic
Islam Slimani,ALG,FW,Leicester City,Premier League,32.0,1988.0,0.2,8.0,11.0,72.7,108.0,16.0,5.0,6.0,83.3,3.0,5.0,60.0,0.0,0.0,,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Islam Slimani
Islam Slimani,ALG,FW,Lyon,Ligue 1,32.0,1988.0,6.4,182.0,245.0,74.3,2511.0,621.0,104.0,132.0,78.8,56.0,75.0,74.7,8.0,12.0,66.7,1,1.5,-0.5,10.0,15.0,8.0,2.0,18.0,Islam Slimani
William Smallbone,IRL,MF,Southampton,Premier League,20.0,2000.0,1.9,64.0,78.0,82.1,1113.0,243.0,28.0,31.0,90.3,31.0,34.0,91.2,4.0,11.0,36.4,0,0.0,0.0,0.0,4.0,1.0,0.0,5.0,William Smallbone
Chris Smalling,ENG,DF,Roma,Serie A,30.0,1989.0,12.3,613.0,664.0,92.3,13151.0,3275.0,148.0,157.0,94.3,363.0,375.0,96.8,96.0,123.0,78.0,1,0.5,0.5,2.0,19.0,0.0,0.0,12.0,Chris Smalling
Emile Smith-Rowe,ENG,MFFW,Arsenal,Premier League,20.0,2000.0,16.0,635.0,724.0,87.7,9532.0,1794.0,349.0,386.0,90.4,237.0,259.0,91.5,30.0,40.0,75.0,4,3.0,1.0,24.0,37.0,14.0,2.0,42.0,Emile Smith Rowe
Robert Snodgrass,SCO,MFFW,West Brom,Premier League,32.0,1987.0,5.8,105.0,133.0,78.9,1699.0,544.0,59.0,71.0,83.1,36.0,48.0,75.0,7.0,11.0,63.6,0,0.3,-0.3,3.0,9.0,5.0,0.0,15.0,Robert Snodgrass
Robert Snodgrass,SCO,FWDF,West Ham,Premier League,32.0,1987.0,0.1,3.0,3.0,100.0,35.0,13.0,3.0,3.0,100.0,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Robert Snodgrass
Cédric Soares,POR,DF,Arsenal,Premier League,28.0,1991.0,8.3,351.0,463.0,75.8,5737.0,2100.0,199.0,227.0,87.7,118.0,155.0,76.1,30.0,62.0,48.4,1,0.9,0.1,6.0,29.0,7.0,2.0,27.0,Cedric Soares
Rafa Soares,POR,DF,Eibar,La Liga,25.0,1995.0,12.6,490.0,702.0,69.8,9958.0,4833.0,193.0,222.0,86.9,213.0,289.0,73.7,79.0,163.0,48.5,1,1.2,-0.2,14.0,48.0,13.0,10.0,54.0,Rafa Soares
Rubén Sobrino,ESP,MFFW,Valencia,La Liga,28.0,1992.0,0.5,17.0,23.0,73.9,228.0,46.0,12.0,13.0,92.3,2.0,4.0,50.0,2.0,3.0,66.7,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Ruben Sobrino
Rubén Sobrino,ESP,FWMF,Cádiz,La Liga,28.0,1992.0,12.4,187.0,257.0,72.8,2948.0,682.0,100.0,126.0,79.4,63.0,85.0,74.1,16.0,27.0,59.3,0,0.8,-0.8,9.0,15.0,3.0,0.0,15.0,Ruben Sobrino
Simon Sohm,SUI,MF,Parma,Serie A,19.0,2001.0,10.0,370.0,432.0,85.6,6782.0,1417.0,157.0,179.0,87.7,166.0,183.0,90.7,42.0,62.0,67.7,0,0.3,-0.3,5.0,26.0,3.0,0.0,34.0,Simon Sohm
Augusto Solari,ARG,MF,Celta Vigo,La Liga,28.0,1992.0,5.4,145.0,202.0,71.8,2348.0,790.0,78.0,97.0,80.4,44.0,59.0,74.6,16.0,31.0,51.6,2,1.3,0.7,10.0,9.0,5.0,3.0,12.0,Augusto Solari
Roberto Soldado,ESP,FW,Granada,La Liga,35.0,1985.0,16.0,216.0,347.0,62.2,3090.0,417.0,130.0,176.0,73.9,60.0,99.0,60.6,14.0,33.0,42.4,0,0.7,-0.7,8.0,13.0,5.0,1.0,12.0,Roberto Soldado
Carlos Soler,ESP,MF,Valencia,La Liga,23.0,1997.0,30.4,1286.0,1577.0,81.5,25704.0,7113.0,511.0,545.0,93.8,521.0,580.0,89.8,220.0,393.0,56.0,8,4.6,3.4,44.0,158.0,23.0,0.0,126.0,Carlos Soler
Yann Sommer,SUI,GK,M'Gladbach,Bundesliga,31.0,1988.0,30.1,1010.0,1239.0,81.5,26802.0,13362.0,211.0,212.0,99.5,468.0,472.0,99.2,321.0,544.0,59.0,0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Yann Sommer
Son,ESP,DF,Levante,La Liga,26.0,1994.0,12.3,485.0,637.0,76.1,9205.0,3330.0,206.0,245.0,84.1,206.0,243.0,84.8,65.0,115.0,56.5,0,1.2,-1.2,18.0,27.0,28.0,15.0,70.0,Son
Brandon Soppy,FRA,DF,Rennes,Ligue 1,18.0,2002.0,6.2,323.0,406.0,79.6,5516.0,1836.0,157.0,175.0,89.7,131.0,156.0,84.0,31.0,59.0,52.5,0,0.1,-0.1,2.0,15.0,6.0,2.0,26.0,Brandon Soppy
David Soria,ESP,GK,Getafe,La Liga,27.0,1993.0,28.0,401.0,856.0,46.8,21010.0,17595.0,12.0,12.0,100.0,61.0,61.0,100.0,326.0,780.0,41.8,0,0.1,-0.1,1.0,54.0,2.0,0.0,0.0,David Soria
Roberto Soriano,ITA,MF,Bologna,Serie A,29.0,1991.0,36.1,1232.0,1517.0,81.2,19954.0,6232.0,635.0,739.0,85.9,456.0,539.0,84.6,100.0,146.0,68.5,6,6.4,-0.4,48.0,108.0,51.0,5.0,172.0,Roberto Soriano
Alberto Soro,ESP,FWMF,Granada,La Liga,21.0,1999.0,4.4,94.0,129.0,72.9,1534.0,352.0,52.0,64.0,81.3,30.0,35.0,85.7,10.0,24.0,41.7,2,0.4,1.6,6.0,4.0,5.0,1.0,12.0,Alberto Soro
Borna Sosa,CRO,DF,Stuttgart,Bundesliga,22.0,1998.0,22.7,908.0,1289.0,70.4,15878.0,6758.0,451.0,516.0,87.4,344.0,458.0,75.1,98.0,259.0,37.8,9,5.9,3.1,57.0,53.0,44.0,28.0,99.0,Borna Sosa
Hugo Sotelo,ESP,MF,Celta Vigo,La Liga,16.0,2003.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hugo Sotelo
Florian Sotoca,FRA,FW,Lens,Ligue 1,29.0,1990.0,26.8,654.0,920.0,71.1,11827.0,2299.0,313.0,417.0,75.1,234.0,308.0,76.0,89.0,136.0,65.4,3,3.6,-0.6,24.0,47.0,26.0,5.0,83.0,Florian Sotoca
Riccardo Sottil,ITA,MFFW,Cagliari,Serie A,21.0,1999.0,13.2,292.0,390.0,74.9,5572.0,1216.0,132.0,158.0,83.5,113.0,153.0,73.9,42.0,59.0,71.2,1,1.8,-0.8,17.0,19.0,25.0,4.0,38.0,Riccardo Sottil
Cheick Souaré,FRA,MF,Marseille,Ligue 1,17.0,2002.0,0.1,2.0,3.0,66.7,60.0,15.0,1.0,1.0,100.0,0.0,0.0,,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Cheick Souare
Tomáš Souček,CZE,MF,West Ham,Premier League,25.0,1995.0,38.0,1184.0,1539.0,76.9,21845.0,5546.0,525.0,667.0,78.7,467.0,598.0,78.1,164.0,216.0,75.9,1,1.5,-0.5,16.0,102.0,11.0,2.0,103.0,Tomas Soucek
Rayan Souici,FRA,DF,Saint-Étienne,Ligue 1,22.0,1998.0,0.1,7.0,8.0,87.5,184.0,65.0,1.0,1.0,100.0,4.0,5.0,80.0,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Rayan Souici
Cebio Soukou,BEN,FWMF,Arminia,Bundesliga,27.0,1992.0,5.1,101.0,115.0,87.8,1669.0,288.0,46.0,50.0,92.0,39.0,44.0,88.6,10.0,13.0,76.9,0,0.1,-0.1,4.0,5.0,3.0,1.0,11.0,Cebio Soukou
Adama Soumaoro,FRA,DF,Bologna,Serie A,28.0,1992.0,19.5,819.0,894.0,91.6,16043.0,4631.0,276.0,299.0,92.3,425.0,443.0,95.9,109.0,135.0,80.7,0,0.1,-0.1,2.0,22.0,0.0,0.0,35.0,Adama Soumaoro
Adama Soumaoro,FRA,DF,Lille,Ligue 1,28.0,1992.0,1.6,116.0,121.0,95.9,2764.0,744.0,22.0,24.0,91.7,70.0,71.0,98.6,23.0,25.0,92.0,0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Adama Soumaoro
Boubakary Soumaré,FRA,MF,Lille,Ligue 1,21.0,1999.0,21.3,1368.0,1575.0,86.9,26443.0,6644.0,551.0,619.0,89.0,605.0,677.0,89.4,190.0,252.0,75.4,1,1.2,-0.2,15.0,185.0,7.0,2.0,149.0,Boubakary Soumare
Yaya Soumaré,FRA,FW,Lyon,Ligue 1,20.0,2000.0,0.0,1.0,1.0,100.0,17.0,0.0,0.0,0.0,,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yaya Soumare
Arnaud Souquet,FRA,DF,Montpellier,Ligue 1,28.0,1992.0,13.6,486.0,648.0,75.0,8253.0,3914.0,226.0,262.0,86.3,205.0,265.0,77.4,44.0,88.0,50.0,1,0.5,0.5,9.0,26.0,21.0,13.0,51.0,Arnaud Souquet
Ansou Sow,FRA,MF,Lens,Ligue 1,20.0,2000.0,0.1,1.0,2.0,50.0,9.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ansou Sow
Djibril Sow,SUI,MF,Eint Frankfurt,Bundesliga,23.0,1997.0,24.2,1075.0,1215.0,88.5,19259.0,4660.0,479.0,522.0,91.8,474.0,530.0,89.4,110.0,138.0,79.7,2,1.6,0.4,19.0,70.0,12.0,0.0,114.0,Djibril Sow
Saidou Sow,GUI,DF,Saint-Étienne,Ligue 1,18.0,2002.0,11.1,483.0,561.0,86.1,10429.0,3542.0,129.0,140.0,92.1,261.0,279.0,93.5,86.0,127.0,67.7,0,0.1,-0.1,1.0,15.0,1.0,0.0,25.0,Saidou Sow
Çağlar Söyüncü,TUR,DF,Leicester City,Premier League,24.0,1996.0,20.2,1202.0,1351.0,89.0,22877.0,6879.0,436.0,468.0,93.2,639.0,683.0,93.6,115.0,179.0,64.2,0,0.2,-0.2,4.0,74.0,5.0,3.0,72.0,Caglar Soyuncu
Leonardo Spinazzola,ITA,DF,Roma,Serie A,27.0,1993.0,23.6,1014.0,1283.0,79.0,18575.0,5764.0,441.0,508.0,86.8,454.0,538.0,84.4,108.0,181.0,59.7,4,5.0,-1.0,36.0,68.0,42.0,21.0,114.0,Leonardo Spinazzola
Marco Sportiello,ITA,GK,Atalanta,Serie A,28.0,1992.0,14.0,314.0,375.0,83.7,8559.0,4632.0,52.0,52.0,100.0,160.0,161.0,99.4,99.0,159.0,62.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marco Sportiello
Mattia Sprocati,ITA,FW,Parma,Serie A,27.0,1993.0,0.2,5.0,5.0,100.0,85.0,7.0,2.0,2.0,100.0,3.0,3.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mattia Sprocati
Jerry St. Juste,NED,DF,Mainz 05,Bundesliga,23.0,1996.0,32.0,1094.0,1342.0,81.5,24141.0,8655.0,296.0,344.0,86.0,573.0,625.0,91.7,216.0,337.0,64.1,1,0.2,0.8,5.0,77.0,15.0,3.0,103.0,Jerry St Juste
