Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Name_no_spec_chars
Marin Pongračić,CRO,DF,Wolfsburg,Bundesliga,22.0,1997.0,6.4,0,1,0,0.0,0.16,0.0,0.0,,13.0,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Marin Pongracic
Pere Pons,ESP,MF,Alavés,La Liga,27.0,1993.0,13.2,2,9,4,44.4,0.68,0.3,0.22,0.5,18.1,0.0,0,0,0.8,0.8,0.09,1.2,1.2,Pere Pons
Nick Pope,ENG,GK,Burnley,Premier League,28.0,1992.0,32.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Nick Pope
Manolo Portanova,ITA,DFMF,Genoa,Serie A,20.0,2000.0,0.7,0,1,1,100.0,1.36,1.36,0.0,0.0,68.3,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Manolo Portanova
Manolo Portanova,ITA,FWMF,Juventus,Serie A,20.0,2000.0,0.8,0,5,2,40.0,6.43,2.57,0.0,0.0,20.5,1.0,0,0,0.6,0.6,0.11,-0.6,-0.6,Manolo Portanova
Francisco Portillo,ESP,MFFW,Getafe,La Liga,30.0,1990.0,4.6,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Francisco Portillo
Portu,ESP,FWMF,Real Sociedad,La Liga,28.0,1992.0,24.3,8,32,12,37.5,1.32,0.49,0.25,0.67,13.0,0.0,0,0,5.5,5.5,0.17,2.5,2.5,Portu
Stefan Posch,AUT,DF,Hoffenheim,Bundesliga,23.0,1997.0,23.5,0,10,2,20.0,0.42,0.08,0.0,0.0,20.6,1.0,0,0,0.8,0.8,0.08,-0.8,-0.8,Stefan Posch
Sergio Postigo,ESP,DF,Levante,La Liga,31.0,1988.0,18.0,0,1,0,0.0,0.06,0.0,0.0,,11.2,0.0,0,0,0.0,0.0,0.04,0.0,0.0,Sergio Postigo
Yussuf Poulsen,DEN,FW,RB Leipzig,Bundesliga,26.0,1994.0,15.0,5,45,14,31.1,2.99,0.93,0.11,0.36,13.4,0.0,0,0,5.0,5.0,0.11,0.0,0.0,Yussuf Poulsen
Maxime Poundjé,FRA,DF,Bordeaux,Ligue 1,27.0,1992.0,5.5,0,1,0,0.0,0.18,0.0,0.0,,22.2,0.0,0,0,0.0,0.0,0.05,0.0,0.0,Maxime Poundje
Darío Poveda,ESP,FW,Getafe,La Liga,23.0,1997.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Dario Poveda
Alejandro Pozo Pozo,ESP,DFMF,Eibar,La Liga,21.0,1999.0,24.3,0,11,1,9.1,0.45,0.04,0.0,0.0,22.6,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,Alejandro Pozo Pozo
Dennis Praet,BEL,MFFW,Leicester City,Premier League,26.0,1994.0,8.0,1,8,2,25.0,1.0,0.25,0.13,0.5,16.1,0.0,0,0,0.5,0.5,0.07,0.5,0.5,Dennis Praet
Sanjin Prcić,BIH,MF,Strasbourg,Ligue 1,26.0,1993.0,3.9,0,7,1,14.3,1.78,0.25,0.0,0.0,26.6,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Sanjin Prcic
Nicolas de Préville,FRA,FWMF,Bordeaux,Ligue 1,29.0,1991.0,17.9,1,39,11,28.2,2.18,0.61,0.03,0.09,16.1,3.0,0,0,4.5,4.5,0.12,-3.5,-3.5,Nicolas de Preville
Manuel Prietl,AUT,MF,Arminia,Bundesliga,28.0,1991.0,28.0,1,18,5,27.8,0.64,0.18,0.06,0.2,25.3,0.0,0,0,0.7,0.7,0.04,0.3,0.3,Manuel Prietl
Grischa Prömel,GER,MF,Union Berlin,Bundesliga,25.0,1995.0,20.2,3,20,5,25.0,0.99,0.25,0.15,0.6,13.9,0.0,0,0,1.9,1.9,0.09,1.1,1.1,Grischa Promel
Davy Pröpper,NED,MF,Brighton,Premier League,28.0,1991.0,2.4,0,4,2,50.0,1.69,0.85,0.0,0.0,17.1,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Davy Propper
Ivan Provedel,ITA,GK,Spezia,Serie A,26.0,1994.0,29.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Ivan Provedel
Antonio Puertas,ESP,FWMF,Granada,La Liga,28.0,1992.0,24.1,3,28,11,39.3,1.16,0.46,0.11,0.27,15.1,0.0,0,0,4.1,4.1,0.15,-1.1,-1.1,Antonio Puertas
Riqui Puig,ESP,MF,Barcelona,La Liga,20.0,1999.0,3.2,1,4,2,50.0,1.23,0.62,0.25,0.5,17.0,0.0,0,0,0.3,0.3,0.07,0.7,0.7,Riqui Puig
Erick Pulgar,CHI,MF,Fiorentina,Serie A,26.0,1994.0,22.2,1,16,3,18.8,0.72,0.13,0.06,0.33,23.0,4.0,0,0,0.8,0.8,0.05,0.2,0.2,Erick Pulgar
Jorge Pulido,ESP,DF,Huesca,La Liga,29.0,1991.0,32.1,1,17,2,11.8,0.53,0.06,0.06,0.5,13.2,0.0,0,0,2.6,2.6,0.17,-1.6,-1.6,Jorge Pulido
Christian Pulisic,USA,FWMF,Chelsea,Premier League,21.0,1998.0,19.3,4,43,16,37.2,2.23,0.83,0.09,0.25,13.9,0.0,0,0,5.4,5.4,0.13,-1.4,-1.4,Christian Pulisic
Ignacio Pussetto,ARG,FW,Udinese,Serie A,24.0,1995.0,8.4,3,17,7,41.2,2.03,0.84,0.18,0.43,13.8,0.0,0,0,2.2,2.2,0.13,0.8,0.8,Ignacio Pussetto
Fabio Quagliarella,ITA,FW,Sampdoria,Serie A,37.0,1983.0,24.5,13,77,25,32.5,3.14,1.02,0.14,0.44,18.1,1.0,2,3,11.0,8.7,0.11,2.0,2.3,Fabio Quagliarella
Robin Quaison,SWE,FWMF,Mainz 05,Bundesliga,26.0,1993.0,16.4,6,34,16,47.1,2.07,0.98,0.15,0.31,17.5,1.0,1,1,5.9,5.1,0.15,0.1,-0.1,Robin Quaison
Domingos Quina,POR,MF,Granada,La Liga,20.0,1999.0,3.8,2,8,3,37.5,2.11,0.79,0.25,0.67,21.3,0.0,0,0,0.3,0.3,0.04,1.7,1.7,Domingos Quina
Quini,ESP,DF,Granada,La Liga,30.0,1989.0,13.2,1,8,3,37.5,0.6,0.23,0.13,0.33,25.2,0.0,0,0,0.3,0.3,0.04,0.7,0.7,Quini
Quique,ESP,FWMF,Eibar,La Liga,30.0,1990.0,1.9,0,4,1,25.0,2.16,0.54,0.0,0.0,14.5,0.0,0,0,0.3,0.3,0.08,-0.3,-0.3,Quique
Dani Raba,ESP,MF,Villarreal,La Liga,24.0,1995.0,1.7,0,6,1,16.7,3.6,0.6,0.0,0.0,17.1,1.0,0,0,0.4,0.4,0.06,-0.4,-0.4,Dani Raba
Simone Rabbi,ITA,FW,Bologna,Serie A,18.0,2001.0,0.4,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Simone Rabbi
Adrien Rabiot,FRA,MF,Juventus,Serie A,25.0,1995.0,25.7,4,34,12,35.3,1.32,0.47,0.12,0.33,16.3,0.0,0,0,3.0,3.0,0.09,1.0,1.0,Adrien Rabiot
Uroš Račić,SRB,MF,Valencia,La Liga,22.0,1998.0,24.3,1,35,10,28.6,1.44,0.41,0.03,0.1,22.2,0.0,0,0,1.6,1.6,0.04,-0.6,-0.6,Uros Racic
Anthony Racioppi,SUI,GK,Dijon,Ligue 1,21.0,1998.0,21.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Anthony Racioppi
Nemanja Radoja,SRB,MF,Levante,La Liga,27.0,1993.0,12.5,0,7,0,0.0,0.56,0.0,0.0,,22.2,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Nemanja Radoja
Nemanja Radonjić,SRB,FWDF,Hertha BSC,Bundesliga,24.0,1996.0,6.8,1,16,7,43.8,2.36,1.03,0.06,0.14,17.5,0.0,0,0,1.8,1.8,0.11,-0.8,-0.8,Nemanja Radonjic
Nemanja Radonjić,SRB,FW,Marseille,Ligue 1,24.0,1996.0,4.4,2,12,7,58.3,2.73,1.59,0.17,0.29,15.8,0.0,0,0,1.8,1.8,0.15,0.2,0.2,Nemanja Radonjic
Aleksandar Radovanović,SRB,DF,Lens,Ligue 1,26.0,1993.0,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Aleksandar Radovanovic
Ivan Radovanović,SRB,DFMF,Genoa,Serie A,31.0,1988.0,24.8,0,6,1,16.7,0.24,0.04,0.0,0.0,17.3,0.0,0,0,0.4,0.4,0.07,-0.4,-0.4,Ivan Radovanovic
Ionuț Radu,ROU,GK,Inter,Serie A,23.0,1997.0,1.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Ionut Radu
Ștefan Radu,ROU,DF,Lazio,Serie A,33.0,1986.0,27.3,0,6,0,0.0,0.22,0.0,0.0,,11.7,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Stefan Radu
Rafael,BRA,GK,Spezia,Serie A,38.0,1982.0,2.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Rafael
Rafinha,BRA,MF,Paris S-G,Ligue 1,27.0,1993.0,15.1,0,24,8,33.3,1.59,0.53,0.0,0.0,18.1,0.0,0,0,1.3,1.3,0.06,-1.3,-1.3,Rafinha
Antonio Raimondo,ITA,FW,Bologna,Serie A,16.0,2004.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Antonio Raimondo
Predrag Rajković,SRB,GK,Reims,Ligue 1,24.0,1995.0,36.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Predrag Rajkovic
Ivan Rakitić,CRO,MF,Sevilla,La Liga,32.0,1988.0,24.8,4,38,8,21.1,1.53,0.32,0.05,0.25,19.2,2.0,2,2,5.2,3.7,0.1,-1.2,-1.7,Ivan Rakitic
Jonás Ramalho,ESP,DF,Osasuna,La Liga,27.0,1993.0,3.4,0,2,1,50.0,0.59,0.3,0.0,0.0,14.6,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,Jonas Ramalho
Benito Raman,BEL,FWMF,Schalke 04,Bundesliga,25.0,1994.0,13.8,2,26,7,26.9,1.88,0.51,0.08,0.29,18.0,1.0,0,0,2.3,2.2,0.09,-0.3,-0.2,Benito Raman
Gastón Ramírez,URU,MFFW,Sampdoria,Serie A,29.0,1990.0,10.8,0,13,5,38.5,1.21,0.46,0.0,0.0,21.0,1.0,0,0,0.7,0.7,0.05,-0.7,-0.7,Gaston Ramirez
Sandro Ramírez,ESP,FWMF,Huesca,La Liga,25.0,1995.0,14.3,5,30,19,63.3,2.1,1.33,0.17,0.26,19.4,4.0,0,0,2.4,2.4,0.08,2.6,2.6,Sandro Ramirez
Sergio Ramos,ESP,DF,Real Madrid,La Liga,34.0,1986.0,14.2,2,15,4,26.7,1.06,0.28,0.0,0.0,12.1,3.0,2,2,3.8,2.3,0.15,-1.8,-2.3,Sergio Ramos
Aaron Ramsdale,ENG,GK,Sheffield Utd,Premier League,22.0,1998.0,38.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Aaron Ramsdale
Aaron Ramsey,WAL,MF,Juventus,Serie A,29.0,1990.0,12.1,2,23,10,43.5,1.9,0.83,0.09,0.2,13.8,0.0,0,0,5.0,5.0,0.22,-3.0,-3.0,Aaron Ramsey
Jacob Ramsey,ENG,MF,Aston Villa,Premier League,19.0,2001.0,7.0,0,11,1,9.1,1.58,0.14,0.0,0.0,18.4,0.0,0,0,0.5,0.5,0.05,-0.5,-0.5,Jacob Ramsey
Kayne Ramsey,ENG,DF,Southampton,Premier League,19.0,2000.0,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Kayne Ramsey
Darren Randolph,IRL,GK,West Ham,Premier League,33.0,1987.0,3.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Darren Randolph
Andrea Ranocchia,ITA,DF,Inter,Serie A,32.0,1988.0,7.8,0,9,2,22.2,1.15,0.26,0.0,0.0,6.4,0.0,0,0,1.1,1.1,0.12,-1.1,-1.1,Andrea Ranocchia
Marcus Rashford,ENG,FW,Manchester Utd,Premier League,22.0,1997.0,32.4,11,79,36,45.6,2.43,1.11,0.14,0.31,18.4,5.0,0,0,9.3,9.3,0.12,1.7,1.7,Marcus Rashford
Milot Rashica,KVX,FWMF,Werder Bremen,Bundesliga,24.0,1996.0,16.2,3,41,14,34.1,2.52,0.86,0.05,0.14,20.4,3.0,1,1,4.4,3.6,0.09,-1.4,-1.6,Milot Rashica
Giacomo Raspadori,ITA,FWMF,Sassuolo,Serie A,20.0,2000.0,13.7,6,23,12,52.2,1.68,0.88,0.26,0.5,13.6,1.0,0,0,4.3,4.3,0.19,1.7,1.7,Giacomo Raspadori
Federico Ravaglia,ITA,GK,Bologna,Serie A,20.0,1999.0,4.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Federico Ravaglia
Tim Ream,USA,DF,Fulham,Premier League,32.0,1987.0,7.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Tim Ream
Ante Rebić,CRO,FW,Milan,Serie A,26.0,1993.0,19.7,11,44,23,52.3,2.23,1.17,0.25,0.48,14.1,0.0,0,0,7.7,7.3,0.17,3.3,3.7,Ante Rebic
Arkadiusz Reca,POL,DF,Crotone,Serie A,25.0,1995.0,25.7,2,30,7,23.3,1.17,0.27,0.07,0.29,18.3,0.0,0,0,1.6,1.6,0.05,0.4,0.4,Arkadiusz Reca
Recio,ESP,MF,Eibar,La Liga,29.0,1991.0,8.2,1,13,2,15.4,1.59,0.25,0.0,0.0,21.2,1.0,1,1,1.2,0.5,0.04,-0.2,-0.5,Recio
Daishawn Redan,NED,FWMF,Hertha BSC,Bundesliga,19.0,2001.0,1.1,0,3,2,66.7,2.65,1.76,0.0,0.0,11.8,0.0,0,0,0.6,0.6,0.21,-0.6,-0.6,Daishawn Redan
Nathan Redmond,ENG,MFFW,Southampton,Premier League,26.0,1994.0,19.3,2,45,14,31.1,2.33,0.72,0.04,0.14,17.9,0.0,0,0,3.3,3.3,0.07,-1.3,-1.3,Nathan Redmond
Harrison Reed,ENG,MF,Fulham,Premier League,25.0,1995.0,25.0,0,13,4,30.8,0.52,0.16,0.0,0.0,25.6,0.0,0,0,0.3,0.3,0.02,-0.3,-0.3,Harrison Reed
Vasco Regini,ITA,DF,Sampdoria,Serie A,29.0,1990.0,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Vasco Regini
Sergio Reguilón,ESP,DF,Tottenham,Premier League,23.0,1996.0,24.9,0,21,4,19.0,0.84,0.16,0.0,0.0,18.3,0.0,0,0,1.6,1.6,0.08,-1.6,-1.6,Sergio Reguilon
Bobby Reid,JAM,MFDF,Fulham,Premier League,27.0,1993.0,26.4,5,34,8,23.5,1.29,0.3,0.15,0.63,16.8,1.0,0,0,4.8,4.8,0.14,0.2,0.2,Bobby Reid
Pepe Reina,ESP,GK,Lazio,Serie A,37.0,1982.0,29.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Pepe Reina
Jeff Reine-Adélaïde,FRA,MFFW,Nice,Ligue 1,22.0,1998.0,11.8,1,15,6,40.0,1.28,0.51,0.07,0.17,19.4,0.0,0,0,1.2,1.2,0.08,-0.2,-0.2,Jeff Reine Adelaide
Jeff Reine-Adélaïde,FRA,FW,Lyon,Ligue 1,22.0,1998.0,0.3,0,1,1,100.0,3.75,3.75,0.0,0.0,18.4,0.0,0,0,0.1,0.1,0.1,-0.1,-0.1,Jeff Reine Adelaide
Reinier,BRA,MFFW,Dortmund,Bundesliga,18.0,2002.0,2.9,1,3,1,33.3,1.05,0.35,0.33,1.0,10.7,0.0,0,0,0.9,0.9,0.29,0.1,0.1,Reinier
Francisco Reis Ferreira,POR,DF,Valencia,La Liga,23.0,1997.0,2.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Francisco Reis Ferreira
Rocco Reitz,GER,MF,M'Gladbach,Bundesliga,18.0,2002.0,0.7,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Rocco Reitz
Karim Rekik,NED,DF,Sevilla,La Liga,25.0,1994.0,7.3,0,3,0,0.0,0.41,0.0,0.0,,8.4,0.0,0,0,0.2,0.2,0.07,-0.2,-0.2,Karim Rekik
Álex Remiro,ESP,GK,Real Sociedad,La Liga,25.0,1995.0,38.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Alex Remiro
Panagiotis Retsos,GRE,DF,Saint-Étienne,Ligue 1,21.0,1998.0,3.0,0,1,0,0.0,0.33,0.0,0.0,,11.0,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Panagiotis Retsos
Marco Reus,GER,MFFW,Dortmund,Bundesliga,31.0,1989.0,25.3,8,54,24,44.4,2.13,0.95,0.15,0.33,16.1,6.0,0,2,10.0,7.4,0.14,-2.0,0.6,Marco Reus
Elvis Rexhbeçaj,GER,MFFW,Köln,Bundesliga,22.0,1997.0,20.4,5,28,10,35.7,1.37,0.49,0.18,0.5,20.7,3.0,0,0,2.1,2.1,0.08,2.9,2.9,Elvis Rexhbecaj
Oriol Rey,ESP,MF,Valladolid,La Liga,22.0,1998.0,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Oriol Rey
Gio Reyna,USA,FWMF,Dortmund,Bundesliga,17.0,2002.0,22.0,4,38,12,31.6,1.73,0.55,0.11,0.33,15.9,0.0,0,0,4.5,4.5,0.12,-0.5,-0.5,Gio Reyna
Baptiste Reynet,FRA,GK,Nîmes,Ligue 1,29.0,1990.0,38.0,0,2,0,0.0,0.05,0.0,0.0,,9.1,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Baptiste Reynet
Bryan Reynolds,USA,DF,Roma,Serie A,19.0,2001.0,3.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Bryan Reynolds
Franck Ribéry,FRA,FW,Fiorentina,Serie A,37.0,1983.0,23.9,2,21,10,47.6,0.88,0.42,0.1,0.2,15.2,0.0,0,0,3.0,3.0,0.14,-1.0,-1.0,Franck Ribery
Ricard,ESP,DF,Atlético Madrid,La Liga,20.0,2000.0,0.3,0,1,0,0.0,3.0,0.0,0.0,,19.2,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Ricard
Federico Ricci,ITA,FW,Sassuolo,Serie A,26.0,1994.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Federico Ricci
Giacomo Ricci,ITA,DF,Parma,Serie A,23.0,1996.0,0.7,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Giacomo Ricci
Matteo Ricci,ITA,MF,Spezia,Serie A,26.0,1994.0,24.8,0,21,5,23.8,0.85,0.2,0.0,0.0,25.6,3.0,0,0,0.9,0.9,0.04,-0.9,-0.9,Matteo Ricci
Declan Rice,ENG,MF,West Ham,Premier League,21.0,1999.0,32.0,2,24,7,29.2,0.75,0.22,0.04,0.14,19.9,2.0,1,2,3.0,1.5,0.06,-1.0,-0.5,Declan Rice
Chris Richards,USA,DF,Hoffenheim,Bundesliga,20.0,2000.0,10.5,0,3,0,0.0,0.29,0.0,0.0,,9.0,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2,Chris Richards
Chris Richards,USA,DF,Bayern Munich,Bundesliga,20.0,2000.0,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Chris Richards
Lewis Richardson,ENG,FWMF,Burnley,Premier League,17.0,2003.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Lewis Richardson
Richarlison,BRA,FW,Everton,Premier League,23.0,1997.0,31.8,7,82,32,39.0,2.58,1.01,0.07,0.19,14.5,1.0,1,1,11.5,10.7,0.13,-4.5,-4.7,Richarlison
Marco Richter,GER,FWMF,Augsburg,Bundesliga,22.0,1997.0,15.7,3,55,20,36.4,3.5,1.27,0.05,0.15,19.9,0.0,0,0,4.9,4.9,0.09,-1.9,-1.9,Marco Richter
Mikel Rico,ESP,MF,Huesca,La Liga,35.0,1984.0,24.3,1,20,6,30.0,0.82,0.25,0.05,0.17,15.1,0.0,0,0,2.3,2.3,0.12,-1.3,-1.3,Mikel Rico
Sergio Rico,ESP,GK,Paris S-G,Ligue 1,26.0,1993.0,9.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Sergio Rico
Jaïro Riedewald,NED,MF,Crystal Palace,Premier League,23.0,1996.0,20.2,2,8,2,25.0,0.4,0.1,0.25,1.0,19.6,0.0,0,0,0.7,0.7,0.08,1.3,1.3,Jairo Riedewald
Emiliano Rigoni,ARG,MFFW,Elche,La Liga,27.0,1993.0,12.7,1,17,7,41.2,1.34,0.55,0.06,0.14,20.3,4.0,0,0,2.6,2.6,0.15,-1.6,-1.6,Emiliano Rigoni
Tomás Rincón,VEN,MF,Torino,Serie A,32.0,1988.0,31.6,1,23,4,17.4,0.73,0.13,0.04,0.25,17.9,0.0,0,0,1.6,1.6,0.07,-0.6,-0.6,Tomas Rincon
Luis Rioja,ESP,MF,Alavés,La Liga,26.0,1993.0,23.2,4,25,10,40.0,1.08,0.43,0.16,0.4,17.7,0.0,0,0,3.5,3.5,0.14,0.5,0.5,Luis Rioja
Renaud Ripart,FRA,MFFW,Nîmes,Ligue 1,27.0,1993.0,33.9,11,60,18,30.0,1.77,0.53,0.08,0.28,18.1,0.0,6,7,9.3,4.4,0.07,1.7,0.6,Renaud Ripart
Andrea Rispoli,ITA,DF,Crotone,Serie A,31.0,1988.0,7.2,0,4,1,25.0,0.55,0.14,0.0,0.0,22.5,0.0,0,0,0.4,0.4,0.09,-0.4,-0.4,Andrea Rispoli
Mihailo Ristić,SRB,DF,Montpellier,Ligue 1,24.0,1995.0,24.8,0,20,6,30.0,0.81,0.24,0.0,0.0,22.4,0.0,0,0,0.7,0.7,0.03,-0.7,-0.7,Mihailo Ristic
Matt Ritchie,SCO,DFMF,Newcastle Utd,Premier League,30.0,1989.0,15.0,0,11,1,9.1,0.73,0.07,0.0,0.0,22.2,2.0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matt Ritchie
Maxence Rivera,FRA,MFFW,Saint-Étienne,Ligue 1,18.0,2002.0,2.7,0,2,1,50.0,0.75,0.38,0.0,0.0,22.1,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Maxence Rivera
Emmanuel Rivière,FRA,FWMF,Crotone,Serie A,30.0,1990.0,7.1,1,11,3,27.3,1.55,0.42,0.09,0.33,14.9,0.0,0,0,1.1,1.1,0.1,-0.1,-0.1,Emmanuel Riviere
Rober,ESP,DFMF,Levante,La Liga,25.0,1995.0,15.8,0,6,0,0.0,0.38,0.0,0.0,,15.8,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Rober
Roberto,ESP,GK,Valladolid,La Liga,34.0,1986.0,13.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Roberto
Sergi Roberto,ESP,DF,Barcelona,La Liga,28.0,1992.0,10.5,1,5,1,20.0,0.48,0.1,0.2,1.0,17.2,0.0,0,0,0.5,0.5,0.11,0.5,0.5,Sergi Roberto
Tyler Roberts,WAL,MFFW,Leeds United,Premier League,21.0,1999.0,14.9,1,26,12,46.2,1.75,0.81,0.04,0.08,19.0,0.0,0,0,2.1,2.1,0.08,-1.1,-1.1,Tyler Roberts
Andrew Robertson,SCO,DF,Liverpool,Premier League,26.0,1994.0,37.6,1,19,5,26.3,0.51,0.13,0.05,0.2,17.3,0.0,0,0,1.4,1.4,0.07,-0.4,-0.4,Andrew Robertson
Antonee Robinson,USA,DF,Fulham,Premier League,22.0,1997.0,24.0,0,11,4,36.4,0.46,0.17,0.0,0.0,19.0,0.0,0,0,0.6,0.6,0.05,-0.6,-0.6,Antonee Robinson
Callum Robinson,IRL,FWMF,West Brom,Premier League,25.0,1995.0,17.3,5,31,11,35.5,1.79,0.63,0.16,0.45,20.1,0.0,0,0,3.1,3.1,0.1,1.9,1.9,Callum Robinson
Jack Robinson,ENG,DF,Sheffield Utd,Premier League,26.0,1993.0,9.7,0,5,0,0.0,0.51,0.0,0.0,,12.5,0.0,0,0,0.4,0.4,0.08,-0.4,-0.4,Jack Robinson
Joel Robles,ESP,GK,Betis,La Liga,30.0,1990.0,18.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Joel Robles
Hal Robson-Kanu,WAL,FW,West Brom,Premier League,31.0,1989.0,6.2,2,13,6,46.2,2.09,0.96,0.15,0.33,19.6,0.0,0,0,1.5,1.5,0.11,0.5,0.5,Hal Robson Kanu
Marc Roca,ESP,MF,Bayern Munich,Bundesliga,23.0,1996.0,2.0,0,3,0,0.0,1.53,0.0,0.0,,16.5,0.0,0,0,0.3,0.3,0.09,-0.3,-0.3,Marc Roca
Christopher Rocchia,FRA,DF,Marseille,Ligue 1,22.0,1998.0,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Christopher Rocchia
Rubén Rochina,ESP,MF,Levante,La Liga,29.0,1991.0,15.6,0,36,8,22.2,2.31,0.51,0.0,0.0,24.4,0.0,0,0,1.7,1.7,0.05,-1.7,-1.7,Ruben Rochina
Marek Rodák,SVK,GK,Fulham,Premier League,23.0,1996.0,2.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Marek Rodak
Sebastian Rode,GER,MF,Eint Frankfurt,Bundesliga,29.0,1990.0,18.1,1,3,3,100.0,0.17,0.17,0.33,0.33,22.4,0.0,0,0,0.1,0.1,0.03,0.9,0.9,Sebastian Rode
Joe Rodon,WAL,DF,Tottenham,Premier League,22.0,1997.0,8.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Joe Rodon
Rodri,ESP,MF,Manchester City,Premier League,24.0,1996.0,30.5,2,31,7,22.6,1.02,0.23,0.03,0.14,19.4,0.0,1,1,2.5,1.7,0.06,-0.5,-0.7,Rodri
Rodrigo,ESP,MFFW,Leeds United,Premier League,29.0,1991.0,14.3,7,48,17,35.4,3.35,1.19,0.15,0.41,15.1,1.0,0,0,6.3,6.3,0.13,0.7,0.7,Rodrigo
Rodrigo,ESP,FWMF,Betis,La Liga,20.0,2000.0,6.0,0,4,0,0.0,0.67,0.0,0.0,,22.1,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,Rodrigo
Kévin Rodrigues,POR,DFMF,Eibar,La Liga,26.0,1994.0,12.2,1,9,4,44.4,0.74,0.33,0.11,0.25,22.1,0.0,0,0,0.6,0.6,0.07,0.4,0.4,Kevin Rodrigues
Óscar Rodríguez Arnaiz,ESP,MFFW,Sevilla,La Liga,22.0,1998.0,5.7,0,10,2,20.0,1.76,0.35,0.0,0.0,23.7,1.0,0,0,0.5,0.5,0.05,-0.5,-0.5,Oscar Rodriguez Arnaiz
