Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG,npxG,xA,npxG+xA,xG_per90,xA_per90,xG+xA_per90,npxG_per90,npxG+xA_per90,Name_no_spec_chars
Jens Stryger Larsen,DEN,DF,Udinese,Serie A,29.0,1991.0,33,30,2638,29.3,2,0,2,0,0,0,0,0.07,0.0,0.07,0.07,0.07,2.9,2.9,1.0,3.8,0.1,0.03,0.13,0.1,0.13,Jens Stryger Larsen
Stefano Sturaro,ITA,MF,Hellas Verona,Serie A,27.0,1993.0,10,4,423,4.7,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Stefano Sturaro
Stefano Sturaro,ITA,MF,Genoa,Serie A,27.0,1993.0,6,6,445,4.9,1,0,1,0,0,1,0,0.2,0.0,0.2,0.2,0.2,0.4,0.4,0.2,0.6,0.08,0.04,0.12,0.08,0.12,Stefano Sturaro
Damián Suárez,URU,DF,Getafe,La Liga,32.0,1988.0,31,28,2434,27.0,1,0,1,0,0,13,1,0.04,0.0,0.04,0.04,0.04,0.3,0.3,0.7,1.0,0.01,0.03,0.04,0.01,0.04,Damian Suarez
Denis Suárez,ESP,MF,Celta Vigo,La Liga,26.0,1994.0,35,34,2852,31.7,0,9,0,0,0,10,0,0.0,0.28,0.28,0.0,0.28,0.9,0.9,5.0,5.8,0.03,0.16,0.18,0.03,0.18,Denis Suarez
Luis Suárez,URU,FW,Atlético Madrid,La Liga,33.0,1987.0,32,30,2508,27.9,21,3,18,3,3,6,0,0.75,0.11,0.86,0.65,0.75,15.6,13.3,3.3,16.6,0.56,0.12,0.68,0.48,0.59,Luis Suarez
Marek Suchý,CZE,DF,Augsburg,Bundesliga,32.0,1988.0,5,3,305,3.4,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marek Suchy
Niklas Süle,GER,DF,Bayern Munich,Bundesliga,24.0,1995.0,20,16,1505,16.7,1,0,1,0,0,1,0,0.06,0.0,0.06,0.06,0.06,1.1,1.1,0.3,1.4,0.07,0.02,0.09,0.07,0.09,Niklas Sule
Suso,ESP,FW,Sevilla,La Liga,26.0,1993.0,34,28,2210,24.6,3,4,3,0,0,2,0,0.12,0.16,0.29,0.12,0.29,2.1,2.1,4.5,6.6,0.09,0.18,0.27,0.09,0.27,Suso
Bosko Sutalo,CRO,DF,Atalanta,Serie A,20.0,2000.0,7,3,233,2.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.06,0.06,0.0,0.06,Bosko Sutalo
Mattias Svanberg,SWE,MF,Bologna,Serie A,21.0,1999.0,34,24,1852,20.6,5,2,5,0,0,8,1,0.24,0.1,0.34,0.24,0.34,4.1,4.1,2.5,6.6,0.2,0.12,0.32,0.2,0.32,Mattias Svanberg
Abdoulaye Sylla,GUI,DF,Nantes,Ligue 1,20.0,2000.0,2,0,8,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Abdoulaye Sylla
Issiaga Sylla,GUI,DF,Lens,Ligue 1,26.0,1994.0,20,13,1116,12.4,1,0,1,0,0,0,1,0.08,0.0,0.08,0.08,0.08,1.5,1.5,0.4,1.9,0.12,0.04,0.15,0.12,0.15,Issiaga Sylla
Eddy Sylvestre,FRA,FWMF,Nice,Ligue 1,20.0,1999.0,4,1,97,1.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eddy Sylvestre
Ádám Szalai,HUN,FW,Mainz 05,Bundesliga,32.0,1987.0,18,8,733,8.1,1,0,1,0,0,1,0,0.12,0.0,0.12,0.12,0.12,2.2,2.2,0.6,2.7,0.26,0.07,0.34,0.26,0.34,Adam Szalai
Wojciech Szczęsny,POL,GK,Juventus,Serie A,30.0,1990.0,30,30,2677,29.7,0,1,0,0,0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,Wojciech Szczesny
Frederik Sørensen,DEN,DF,Köln,Bundesliga,28.0,1992.0,3,1,99,1.1,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.07,0.07,0.0,0.07,Frederik Sorensen
Alexander Sørloth,NOR,FW,RB Leipzig,Bundesliga,24.0,1995.0,29,13,1443,16.0,5,3,5,0,1,2,0,0.31,0.19,0.5,0.31,0.5,6.4,5.7,2.2,7.9,0.4,0.14,0.54,0.35,0.49,Alexander Sorloth
Tachi,ESP,DF,Alavés,La Liga,22.0,1997.0,12,8,850,9.4,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.4,0.02,0.02,0.04,0.02,0.04,Tachi
Jonathan Tah,GER,DF,Leverkusen,Bundesliga,24.0,1996.0,27,24,2219,24.7,1,0,1,0,0,3,0,0.04,0.0,0.04,0.04,0.04,0.8,0.8,0.1,1.0,0.03,0.01,0.04,0.03,0.04,Jonathan Tah
Waniss Taibi,FRA,MF,Angers,Ligue 1,18.0,2002.0,2,0,38,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,Waniss Taibi
Flavien Tait,FRA,MFFW,Rennes,Ligue 1,27.0,1993.0,23,16,1368,15.2,1,3,1,0,0,6,0,0.07,0.2,0.26,0.07,0.26,2.4,2.4,2.3,4.8,0.16,0.15,0.31,0.16,0.31,Flavien Tait
Adrien Tameze,CMR,MF,Hellas Verona,Serie A,26.0,1994.0,33,28,2304,25.6,1,0,1,0,0,6,0,0.04,0.0,0.04,0.04,0.04,1.7,1.7,1.9,3.5,0.07,0.07,0.14,0.07,0.14,Adrien Tameze
Japhet Tanganga,ENG,DF,Tottenham,Premier League,21.0,1999.0,6,6,487,5.4,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.04,0.0,0.04,0.04,0.04,Japhet Tanganga
Renato Tapia,PER,MF,Celta Vigo,La Liga,25.0,1995.0,32,32,2701,30.0,0,1,0,0,0,11,0,0.0,0.03,0.03,0.0,0.03,0.9,0.9,0.9,1.8,0.03,0.03,0.06,0.03,0.06,Renato Tapia
Edmond Tapsoba,BFA,DF,Leverkusen,Bundesliga,21.0,1999.0,31,29,2652,29.5,1,0,1,0,0,5,0,0.03,0.0,0.03,0.03,0.03,1.1,1.1,0.5,1.5,0.04,0.02,0.05,0.04,0.05,Edmond Tapsoba
Matt Targett,ENG,DF,Aston Villa,Premier League,24.0,1995.0,38,38,3404,37.8,0,2,0,0,0,7,0,0.0,0.05,0.05,0.0,0.05,0.2,0.2,3.1,3.4,0.01,0.08,0.09,0.01,0.09,Matt Targett
James Tarkowski,ENG,DF,Burnley,Premier League,27.0,1992.0,36,36,3240,36.0,1,0,1,0,0,6,0,0.03,0.0,0.03,0.03,0.03,2.6,2.6,0.7,3.3,0.07,0.02,0.09,0.07,0.09,James Tarkowski
Ciprian Tătărușanu,ROU,GK,Milan,Serie A,34.0,1986.0,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ciprian Tatarusanu
Percy Tau,RSA,FWMF,Brighton,Premier League,26.0,1994.0,3,1,103,1.1,0,1,0,0,0,0,0,0.0,0.87,0.87,0.0,0.87,0.0,0.0,0.3,0.3,0.0,0.27,0.27,0.0,0.27,Percy Tau
Niklas Tauer,GER,MFDF,Mainz 05,Bundesliga,19.0,2001.0,5,0,69,0.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Niklas Tauer
Heriberto Tavares,POR,MFFW,Brest,Ligue 1,23.0,1997.0,4,0,43,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.73,0.0,0.73,0.73,0.73,Heriberto Tavares
Sidnei Tavares,POR,MF,Leicester City,Premier League,18.0,2001.0,2,1,85,0.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.06,0.0,0.06,0.06,0.06,Sidnei Tavares
Tomás Tavares,POR,MFDF,Alavés,La Liga,19.0,2001.0,3,0,65,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomas Tavares
Charlie Taylor,ENG,DF,Burnley,Premier League,26.0,1993.0,29,28,2426,27.0,0,1,0,0,0,1,0,0.0,0.04,0.04,0.0,0.04,0.1,0.1,1.8,1.8,0.0,0.07,0.07,0.0,0.07,Charlie Taylor
Neil Taylor,WAL,DF,Aston Villa,Premier League,31.0,1989.0,1,0,16,0.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neil Taylor
Allan Tchaptchet,FRA,DF,Southampton,Premier League,18.0,2001.0,1,0,13,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Allan Tchaptchet
Warren Tchimbembé,FRA,MFFW,Metz,Ligue 1,22.0,1998.0,15,4,495,5.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,0.07,0.02,0.09,0.07,0.09,Warren Tchimbembe
Aurélien Tchouaméni,FRA,MF,Monaco,Ligue 1,20.0,2000.0,36,36,3063,34.0,2,4,2,0,0,9,1,0.06,0.12,0.18,0.06,0.18,4.0,4.0,2.1,6.1,0.12,0.06,0.18,0.12,0.18,Aurelien Tchouameni
Álvaro Tejero,ESP,DF,Eibar,La Liga,24.0,1996.0,2,1,110,1.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.03,0.16,0.18,0.03,0.18,Alvaro Tejero
Nathan Tella,ENG,FWMF,Southampton,Premier League,21.0,1999.0,18,7,745,8.3,1,1,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,1.8,1.8,0.8,2.6,0.22,0.09,0.31,0.22,0.31,Nathan Tella
Alex Telles,BRA,DF,Manchester Utd,Premier League,27.0,1992.0,9,8,690,7.7,0,2,0,0,0,0,0,0.0,0.26,0.26,0.0,0.26,0.2,0.2,1.1,1.3,0.02,0.15,0.17,0.02,0.17,Alex Telles
Andrés Tello,COL,DFMF,Benevento,Serie A,23.0,1996.0,17,2,413,4.6,1,0,1,0,0,3,0,0.22,0.0,0.22,0.22,0.22,0.4,0.4,0.0,0.5,0.09,0.01,0.1,0.09,0.1,Andres Tello
Cristian Tello,ESP,FWMF,Betis,La Liga,28.0,1991.0,29,12,1283,14.3,5,3,5,0,0,2,1,0.35,0.21,0.56,0.35,0.56,2.3,2.3,2.7,5.0,0.16,0.19,0.35,0.16,0.35,Cristian Tello
Lino Tempelmann,GER,MFDF,Freiburg,Bundesliga,21.0,1999.0,10,2,270,3.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.06,0.01,0.06,0.06,0.06,Lino Tempelmann
Hidde ter Avest,NED,DF,Udinese,Serie A,23.0,1997.0,6,4,351,3.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hidde ter Avest
Marc-André ter Stegen,GER,GK,Barcelona,La Liga,28.0,1992.0,31,31,2790,31.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,Marc Andre ter Stegen
Pietro Terracciano,ITA,GK,Fiorentina,Serie A,30.0,1990.0,4,2,272,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pietro Terracciano
Martin Terrier,FRA,FWMF,Rennes,Ligue 1,23.0,1997.0,34,30,2436,27.1,9,7,8,1,1,2,1,0.33,0.26,0.59,0.3,0.55,6.3,5.6,4.5,10.0,0.23,0.17,0.4,0.21,0.37,Martin Terrier
Claudio Terzi,ITA,DF,Spezia,Serie A,36.0,1984.0,25,22,1869,20.8,1,1,1,0,0,9,1,0.05,0.05,0.1,0.05,0.1,0.3,0.3,0.1,0.4,0.02,0.0,0.02,0.02,0.02,Claudio Terzi
Kenny Tete,NED,DF,Lyon,Ligue 1,24.0,1995.0,1,0,20,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenny Tete
Kenny Tete,NED,DF,Fulham,Premier League,24.0,1995.0,22,18,1481,16.5,0,1,0,0,0,3,0,0.0,0.06,0.06,0.0,0.06,0.2,0.2,1.6,1.8,0.01,0.1,0.11,0.01,0.11,Kenny Tete
Cedric Teuchert,GER,FWMF,Union Berlin,Bundesliga,23.0,1997.0,24,5,754,8.4,3,1,3,0,0,2,0,0.36,0.12,0.48,0.36,0.48,3.3,3.3,1.0,4.3,0.39,0.12,0.52,0.39,0.52,Cedric Teuchert
Florian Thauvin,FRA,FWMF,Marseille,Ligue 1,27.0,1993.0,36,33,2732,30.4,8,8,8,0,2,5,0,0.26,0.26,0.53,0.26,0.53,9.8,8.3,9.0,17.3,0.32,0.3,0.62,0.27,0.57,Florian Thauvin
Malick Thiaw,GER,DF,Schalke 04,Bundesliga,18.0,2001.0,19,15,1452,16.1,1,0,1,0,0,5,1,0.06,0.0,0.06,0.06,0.06,0.5,0.5,0.1,0.5,0.03,0.0,0.03,0.03,0.03,Malick Thiaw
Jan Thielmann,GER,FWMF,Köln,Bundesliga,18.0,2002.0,24,9,1029,11.4,2,3,2,0,0,0,0,0.17,0.26,0.44,0.17,0.44,1.1,1.1,0.7,1.7,0.09,0.06,0.15,0.09,0.15,Jan Thielmann
Sada Thioub,SEN,FWMF,Angers,Ligue 1,25.0,1995.0,27,12,1256,14.0,1,1,1,0,0,0,0,0.07,0.07,0.14,0.07,0.14,1.5,1.5,2.1,3.6,0.1,0.15,0.26,0.1,0.26,Sada Thioub
William Thomas Fish,ENG,DF,Manchester Utd,Premier League,17.0,2003.0,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,William Thomas Fish
Luke Thomas,ENG,DF,Leicester City,Premier League,19.0,2001.0,14,12,969,10.8,1,0,1,0,0,2,0,0.09,0.0,0.09,0.09,0.09,0.3,0.3,0.2,0.6,0.03,0.02,0.05,0.03,0.05,Luke Thomas
Romain Thomas,FRA,DF,Angers,Ligue 1,32.0,1988.0,34,34,3024,33.6,4,0,4,0,0,5,1,0.12,0.0,0.12,0.12,0.12,2.2,2.2,0.0,2.2,0.06,0.0,0.07,0.06,0.07,Romain Thomas
Adrien Thomasson,FRA,MF,Strasbourg,Ligue 1,26.0,1993.0,37,31,2624,29.2,5,1,5,0,0,8,1,0.17,0.03,0.21,0.17,0.21,6.4,6.4,4.7,11.2,0.22,0.16,0.38,0.22,0.38,Adrien Thomasson
Erik Thommy,GER,DFFW,Stuttgart,Bundesliga,25.0,1994.0,8,3,313,3.5,0,2,0,0,0,0,0,0.0,0.58,0.58,0.0,0.58,0.5,0.5,0.9,1.3,0.13,0.25,0.38,0.13,0.38,Erik Thommy
Morten Thorsby,NOR,MF,Sampdoria,Serie A,24.0,1996.0,33,29,2648,29.4,3,1,3,0,0,10,0,0.1,0.03,0.14,0.1,0.14,3.7,3.7,0.9,4.5,0.13,0.03,0.15,0.13,0.15,Morten Thorsby
Marcus Thuram,FRA,FW,M'Gladbach,Bundesliga,22.0,1997.0,29,20,1731,19.2,8,3,8,0,0,3,1,0.42,0.16,0.57,0.42,0.57,7.8,7.8,2.0,9.8,0.4,0.1,0.51,0.4,0.51,Marcus Thuram
Khéphren Thuram-Ulie,FRA,MF,Nice,Ligue 1,19.0,2001.0,29,17,1494,16.6,2,0,2,0,0,3,0,0.12,0.0,0.12,0.12,0.12,0.8,0.8,0.3,1.1,0.05,0.02,0.07,0.05,0.07,Khephren Thuram Ulie
Cheikh Tidiane Sabaly,SEN,MF,Metz,Ligue 1,21.0,1999.0,1,0,12,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,Cheikh Tidiane Sabaly
Youri Tielemans,BEL,MF,Leicester City,Premier League,23.0,1997.0,38,37,3357,37.3,6,4,4,2,2,6,0,0.16,0.11,0.27,0.11,0.21,4.5,3.0,3.3,6.3,0.12,0.09,0.21,0.08,0.17,Youri Tielemans
Kieran Tierney,SCO,DF,Arsenal,Premier League,23.0,1997.0,27,26,2299,25.5,1,3,1,0,0,4,0,0.04,0.12,0.16,0.04,0.16,0.4,0.4,4.1,4.5,0.02,0.16,0.17,0.02,0.17,Kieran Tierney
Steffen Tigges,GER,FW,Dortmund,Bundesliga,22.0,1998.0,6,0,56,0.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.26,0.0,0.26,0.26,0.26,Steffen Tigges
Guus Til,NED,FW,Freiburg,Bundesliga,22.0,1997.0,7,1,125,1.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.4,0.23,0.03,0.26,0.23,0.26,Guus Til
David Timor,ESP,MFDF,Getafe,La Liga,30.0,1989.0,30,15,1395,15.5,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.9,1.4,0.03,0.06,0.09,0.03,0.09,David Timor
Jean-Clair Todibo,FRA,DF,Nice,Ligue 1,20.0,1999.0,15,15,1330,14.8,1,0,1,0,0,5,0,0.07,0.0,0.07,0.07,0.07,0.6,0.6,0.1,0.7,0.04,0.01,0.05,0.04,0.05,Jean Clair Todibo
Karl Toko Ekambi,CMR,FW,Lyon,Ligue 1,27.0,1992.0,35,34,2811,31.2,14,6,14,0,0,3,0,0.45,0.19,0.64,0.45,0.64,18.4,18.4,6.1,24.5,0.59,0.19,0.78,0.59,0.78,Karl Toko Ekambi
Corentin Tolisso,FRA,MF,Bayern Munich,Bundesliga,25.0,1994.0,16,7,781,8.7,1,0,1,0,0,1,1,0.12,0.0,0.12,0.12,0.12,2.3,2.3,0.5,2.8,0.26,0.06,0.32,0.26,0.32,Corentin Tolisso
Jeremy Toljan,GER,DF,Sassuolo,Serie A,25.0,1994.0,26,18,1490,16.6,0,2,0,0,0,2,0,0.0,0.12,0.12,0.0,0.12,0.5,0.5,1.0,1.5,0.03,0.06,0.09,0.03,0.09,Jeremy Toljan
Rafael Tolói,ITA,DF,Atalanta,Serie A,29.0,1990.0,31,29,2537,28.2,2,0,2,0,0,9,0,0.07,0.0,0.07,0.07,0.07,3.5,3.5,0.9,4.4,0.12,0.03,0.16,0.12,0.16,Rafael Toloi
Takehiro Tomiyasu,JPN,DF,Bologna,Serie A,21.0,1998.0,31,31,2715,30.2,2,0,2,0,0,4,0,0.07,0.0,0.07,0.07,0.07,1.2,1.2,0.5,1.8,0.04,0.02,0.06,0.04,0.06,Takehiro Tomiyasu
James Tomkins,ENG,DF,Crystal Palace,Premier League,31.0,1989.0,8,6,553,6.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.03,0.01,0.04,0.03,0.04,James Tomkins
Fikayo Tomori,ENG,DF,Chelsea,Premier League,22.0,1997.0,1,0,45,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fikayo Tomori
Fikayo Tomori,ENG,DF,Milan,Serie A,22.0,1997.0,17,16,1466,16.3,1,0,1,0,0,0,0,0.06,0.0,0.06,0.06,0.06,0.4,0.4,0.0,0.4,0.03,0.0,0.03,0.03,0.03,Fikayo Tomori
Sandro Tonali,ITA,MF,Milan,Serie A,20.0,2000.0,25,17,1330,14.8,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.3,1.8,0.03,0.09,0.12,0.03,0.12,Sandro Tonali
Lorenzo Tonelli,ITA,DF,Sampdoria,Serie A,30.0,1990.0,23,21,1782,19.8,1,0,1,0,0,11,0,0.05,0.0,0.05,0.05,0.05,1.3,1.3,0.0,1.3,0.07,0.0,0.07,0.07,0.07,Lorenzo Tonelli
Toño,ESP,DF,Levante,La Liga,30.0,1989.0,12,9,726,8.1,0,2,0,0,0,2,0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.4,0.4,0.01,0.05,0.06,0.01,0.06,Tono
Ömer Toprak,TUR,DF,Werder Bremen,Bundesliga,31.0,1989.0,26,24,1940,21.6,2,0,2,0,0,1,0,0.09,0.0,0.09,0.09,0.09,0.9,0.9,0.0,0.9,0.04,0.0,0.04,0.04,0.04,Omer Toprak
Tyron Tormin,FRA,MFFW,Saint-Étienne,Ligue 1,19.0,2001.0,3,0,21,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Tyron Tormin
Ernesto Torregrossa,ITA,FW,Sampdoria,Serie A,28.0,1992.0,6,1,170,1.9,1,0,1,0,0,0,0,0.53,0.0,0.53,0.53,0.53,0.6,0.6,0.4,0.9,0.29,0.19,0.48,0.29,0.48,Ernesto Torregrossa
Lucas Torreira,URU,MFFW,Atlético Madrid,La Liga,24.0,1996.0,19,3,518,5.8,1,0,1,0,0,2,0,0.17,0.0,0.17,0.17,0.17,0.2,0.2,0.6,0.8,0.04,0.1,0.14,0.04,0.14,Lucas Torreira
Ferrán Torres,ESP,FWMF,Manchester City,Premier League,20.0,2000.0,24,15,1306,14.5,7,2,7,0,0,1,0,0.48,0.14,0.62,0.48,0.62,5.4,5.4,1.9,7.3,0.37,0.13,0.5,0.37,0.5,Ferran Torres
Óliver Torres,ESP,MFFW,Sevilla,La Liga,25.0,1994.0,33,15,1400,15.6,0,3,0,0,0,2,0,0.0,0.19,0.19,0.0,0.19,0.8,0.8,1.7,2.5,0.05,0.11,0.16,0.05,0.16,Oliver Torres
Pau Torres,ESP,DF,Villarreal,La Liga,23.0,1997.0,33,33,2970,33.0,2,2,2,0,0,2,0,0.06,0.06,0.12,0.06,0.12,1.2,1.2,1.1,2.3,0.04,0.03,0.07,0.04,0.07,Pau Torres
Roberto Torres,ESP,MFFW,Osasuna,La Liga,31.0,1989.0,35,19,1894,21.0,7,1,3,4,5,0,0,0.33,0.05,0.38,0.14,0.19,6.2,2.4,1.5,3.9,0.29,0.07,0.37,0.11,0.18,Roberto Torres
Lucas Torró,ESP,MF,Osasuna,La Liga,26.0,1994.0,25,17,1548,17.2,0,1,0,0,0,4,0,0.0,0.06,0.06,0.0,0.06,1.5,1.5,0.6,2.1,0.09,0.03,0.12,0.09,0.12,Lucas Torro
Jordan Torunarigha,GER,DF,Hertha BSC,Bundesliga,22.0,1997.0,14,11,969,10.8,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.8,0.01,0.06,0.07,0.01,0.07,Jordan Torunarigha
Cenk Tosun,TUR,FW,Everton,Premier League,29.0,1991.0,5,0,48,0.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.25,0.25,0.0,0.25,Cenk Tosun
Abdoulaye Touré,FRA,MF,Nantes,Ligue 1,26.0,1994.0,29,20,1681,18.7,2,2,1,1,1,2,0,0.11,0.11,0.21,0.05,0.16,2.5,1.7,1.8,3.5,0.13,0.1,0.23,0.09,0.19,Abdoulaye Toure
Almamy Touré,MLI,DF,Eint Frankfurt,Bundesliga,24.0,1996.0,17,8,704,7.8,1,1,1,0,0,2,0,0.13,0.13,0.26,0.13,0.26,1.1,1.1,1.2,2.4,0.15,0.16,0.3,0.15,0.3,Almamy Toure
Lucas Tousart,FRA,MF,Hertha BSC,Bundesliga,23.0,1997.0,26,25,2090,23.2,1,0,1,0,0,7,0,0.04,0.0,0.04,0.04,0.04,1.5,1.5,1.0,2.5,0.06,0.04,0.11,0.06,0.11,Lucas Tousart
Andros Townsend,ENG,MFFW,Crystal Palace,Premier League,29.0,1991.0,34,25,2258,25.1,1,5,1,0,0,0,0,0.04,0.2,0.24,0.04,0.24,2.3,2.3,3.7,6.0,0.09,0.15,0.24,0.09,0.24,Andros Townsend
Conor Townsend,ENG,DF,West Brom,Premier League,27.0,1993.0,25,25,2234,24.8,0,2,0,0,0,0,0,0.0,0.08,0.08,0.0,0.08,1.0,1.0,2.1,3.1,0.04,0.09,0.13,0.04,0.13,Conor Townsend
Mattéo Tramoni,FRA,FWMF,Cagliari,Serie A,20.0,2000.0,6,0,74,0.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.07,0.0,0.07,0.07,0.07,Matteo Tramoni
Adama Traoré,ESP,FW,Wolves,Premier League,24.0,1996.0,37,28,2649,29.4,2,2,2,0,0,4,0,0.07,0.07,0.14,0.07,0.14,2.2,2.2,5.4,7.7,0.08,0.18,0.26,0.08,0.26,Adama Traore
Amadou Traore,FRA,MFFW,Bordeaux,Ligue 1,18.0,2002.0,19,0,304,3.4,0,1,0,0,0,0,0,0.0,0.3,0.3,0.0,0.3,0.3,0.3,0.8,1.0,0.08,0.22,0.3,0.08,0.3,Amadou Traore
Bertrand Traoré,BFA,FW,Aston Villa,Premier League,24.0,1995.0,36,29,2317,25.7,7,6,7,0,0,1,0,0.27,0.23,0.5,0.27,0.5,6.4,6.4,3.2,9.6,0.25,0.12,0.37,0.25,0.37,Bertrand Traore
Boubacar Traoré,MLI,MF,Metz,Ligue 1,18.0,2001.0,2,0,54,0.6,1,0,1,0,0,0,0,1.67,0.0,1.67,1.67,1.67,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Boubacar Traore
Chaka Traorè,CIV,DFFW,Parma,Serie A,15.0,2004.0,3,0,18,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.28,0.0,0.28,0.28,0.28,Chaka Traore
Charles Traore,MLI,DF,Nantes,Ligue 1,28.0,1992.0,22,19,1700,18.9,1,0,1,0,0,6,0,0.05,0.0,0.05,0.05,0.05,0.2,0.2,0.1,0.4,0.01,0.01,0.02,0.01,0.02,Charles Traore
Cheick Traoré,MLI,DF,Lens,Ligue 1,25.0,1995.0,2,0,39,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheick Traore
Hamari Traoré,MLI,DF,Rennes,Ligue 1,28.0,1992.0,35,34,3000,33.3,1,1,1,0,0,4,0,0.03,0.03,0.06,0.03,0.06,1.4,1.4,3.3,4.7,0.04,0.1,0.14,0.04,0.14,Hamari Traore
