Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Tkl_Def_3rd,Tkl_Mid_3rd,Tkl_Att_3rd,Tkl_vs_Drib,Att_vs_Drib,Tkl%_vs_Drib,Past_vs_Drib,Press,Press_Succ,Press_Succ_%,Press_Def_3rd,Press_Mid_3rd,Press_Att_3rd,Blocks,Shot_Blocks,SoT_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,Name_no_spec_chars
André Silva,POR,FW,Eint Frankfurt,Bundesliga,24.0,1995.0,30.7,11.0,4,0.0,5.0,6.0,3.0,8.0,37.5,5.0,343.0,102.0,29.7,16.0,106.0,221.0,12.0,1.0,0.0,11.0,4,15.0,14.0,0.0,Andre Silva
Bernardo Silva,POR,MFFW,Manchester City,Premier League,25.0,1994.0,22.9,32.0,21,12.0,14.0,6.0,11.0,45.0,24.4,34.0,375.0,111.0,29.6,71.0,174.0,130.0,20.0,1.0,0.0,19.0,21,53.0,9.0,0.0,Bernardo Silva
Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,23.0,1997.0,26.3,60.0,33,29.0,27.0,4.0,26.0,53.0,49.1,27.0,306.0,107.0,35.0,103.0,134.0,69.0,40.0,3.0,0.0,37.0,22,82.0,35.0,0.0,Caio Henrique Oliveira Silva
David Silva,ESP,MF,Real Sociedad,La Liga,34.0,1986.0,15.5,19.0,14,2.0,14.0,3.0,3.0,15.0,20.0,12.0,218.0,68.0,31.2,26.0,121.0,71.0,19.0,1.0,0.0,18.0,19,38.0,6.0,0.0,David Silva
Fábio Silva,POR,FW,Wolves,Premier League,18.0,2002.0,15.2,10.0,6,2.0,5.0,3.0,3.0,11.0,27.3,8.0,261.0,70.0,26.8,30.0,124.0,107.0,12.0,1.0,0.0,11.0,5,15.0,5.0,0.0,Fabio Silva
Florent da Silva,FRA,FW,Lyon,Ligue 1,17.0,2003.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Florent da Silva
Gabriel Silva,BRA,DF,Saint-Étienne,Ligue 1,29.0,1991.0,3.9,7.0,5,6.0,1.0,0.0,1.0,3.0,33.3,2.0,47.0,16.0,34.0,26.0,16.0,5.0,8.0,1.0,0.0,7.0,6,13.0,9.0,0.0,Gabriel Silva
Gastón Silva,URU,DF,Huesca,La Liga,26.0,1994.0,6.7,20.0,12,14.0,6.0,0.0,7.0,16.0,43.8,9.0,100.0,31.0,31.0,59.0,36.0,5.0,15.0,7.0,0.0,8.0,9,29.0,26.0,0.0,Gaston Silva
Rui Silva,POR,GK,Granada,La Liga,26.0,1994.0,32.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,1.0,Rui Silva
Thiago Silva,BRA,DF,Chelsea,Premier League,35.0,1984.0,21.5,23.0,13,16.0,6.0,1.0,9.0,18.0,50.0,9.0,102.0,39.0,38.2,47.0,51.0,4.0,26.0,13.0,1.0,13.0,28,51.0,114.0,1.0,Thiago Silva
Marco Silvestri,ITA,GK,Hellas Verona,Serie A,29.0,1991.0,34.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Marco Silvestri
Mohamed Simakan,FRA,DF,Strasbourg,Ligue 1,20.0,2000.0,17.9,44.0,30,28.0,12.0,4.0,10.0,14.0,71.4,4.0,182.0,71.0,39.0,93.0,72.0,17.0,34.0,12.0,0.0,22.0,24,68.0,62.0,0.0,Mohamed Simakan
Giovanni Simeone,ARG,FW,Cagliari,Serie A,25.0,1995.0,19.3,22.0,15,5.0,12.0,5.0,2.0,22.0,9.1,20.0,373.0,101.0,27.1,36.0,167.0,170.0,24.0,1.0,0.0,23.0,15,37.0,16.0,0.0,Giovanni Simeone
Moses Simon,NGA,FWMF,Nantes,Ligue 1,25.0,1995.0,25.8,32.0,17,12.0,14.0,6.0,11.0,34.0,32.4,23.0,312.0,77.0,24.7,67.0,137.0,108.0,34.0,1.0,0.0,33.0,18,50.0,17.0,0.0,Moses Simon
Unai Simón,ESP,GK,Athletic Club,La Liga,23.0,1997.0,37.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,2.0,40.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,2.0,Unai Simon
Xavi Simons,NED,MF,Paris S-G,Ligue 1,17.0,2003.0,0.0,1.0,1,0.0,0.0,1.0,0.0,0.0,,0.0,3.0,2.0,66.7,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Xavi Simons
Jóan Símun Edmundsson,FRO,MFFW,Arminia,Bundesliga,29.0,1991.0,0.6,2.0,1,1.0,1.0,0.0,1.0,1.0,100.0,0.0,11.0,3.0,27.3,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0,2.0,1.0,0.0,Joan Simun Edmundsson
Wilfried Singo,CIV,DF,Torino,Serie A,19.0,2000.0,20.6,27.0,17,17.0,6.0,4.0,13.0,30.0,43.3,17.0,190.0,62.0,32.6,79.0,67.0,44.0,21.0,3.0,1.0,18.0,34,61.0,44.0,1.0,Wilfried Singo
Daley Sinkgraven,NED,DF,Leverkusen,Bundesliga,25.0,1995.0,17.4,33.0,23,14.0,15.0,4.0,16.0,38.0,42.1,22.0,218.0,81.0,37.2,82.0,93.0,43.0,48.0,7.0,0.0,41.0,21,54.0,29.0,0.0,Daley Sinkgraven
Dimitris Siovas,GRE,DF,Huesca,La Liga,31.0,1988.0,34.1,47.0,30,36.0,8.0,3.0,17.0,32.0,53.1,15.0,264.0,94.0,35.6,154.0,91.0,19.0,59.0,20.0,0.0,39.0,41,88.0,185.0,1.0,Dimitris Siovas
Tobias Sippel,GER,GK,M'Gladbach,Bundesliga,32.0,1988.0,3.8,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Tobias Sippel
Salvatore Sirigu,ITA,GK,Torino,Serie A,33.0,1987.0,32.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,Salvatore Sirigu
Issouf Sissokho,MLI,MF,Bordeaux,Ligue 1,18.0,2002.0,0.9,7.0,4,4.0,3.0,0.0,4.0,4.0,100.0,0.0,29.0,6.0,20.7,15.0,12.0,2.0,2.0,0.0,0.0,2.0,1,8.0,0.0,0.0,Issouf Sissokho
Ibrahima Sissoko,FRA,MF,Strasbourg,Ligue 1,22.0,1997.0,28.7,68.0,49,29.0,31.0,8.0,15.0,55.0,27.3,40.0,510.0,159.0,31.2,175.0,273.0,62.0,47.0,6.0,0.0,41.0,53,121.0,56.0,0.0,Ibrahima Sissoko
Moussa Sissoko,FRA,MF,Tottenham,Premier League,30.0,1989.0,17.6,25.0,20,21.0,3.0,1.0,7.0,21.0,33.3,14.0,242.0,75.0,31.0,135.0,84.0,23.0,27.0,5.0,0.0,22.0,16,41.0,32.0,0.0,Moussa Sissoko
Nelson Sissoko,FRA,DF,Saint-Étienne,Ligue 1,23.0,1997.0,5.3,14.0,8,9.0,3.0,2.0,0.0,5.0,0.0,5.0,54.0,14.0,25.9,28.0,20.0,6.0,5.0,2.0,0.0,3.0,5,19.0,21.0,1.0,Nelson Sissoko
Antonio Sivera,ESP,GK,Alavés,La Liga,23.0,1996.0,0.8,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Antonio Sivera
Jacques Siwe,FRA,FW,Dijon,Ligue 1,19.0,2001.0,1.9,5.0,2,1.0,1.0,3.0,1.0,3.0,33.3,2.0,40.0,9.0,22.5,4.0,17.0,19.0,1.0,0.0,0.0,1.0,1,6.0,1.0,0.0,Jacques Siwe
Ellyes Skhiri,TUN,MF,Köln,Bundesliga,25.0,1995.0,30.9,88.0,51,46.0,35.0,7.0,31.0,66.0,47.0,35.0,537.0,168.0,31.3,233.0,240.0,64.0,77.0,16.0,1.0,61.0,84,172.0,50.0,2.0,Ellyes Skhiri
Łukasz Skorupski,POL,GK,Bologna,Serie A,29.0,1991.0,28.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,5.0,Lukasz Skorupski
Andreas Skov Olsen,DEN,FWDF,Bologna,Serie A,20.0,1999.0,13.1,21.0,10,11.0,7.0,3.0,8.0,19.0,42.1,11.0,206.0,42.0,20.4,73.0,78.0,55.0,23.0,0.0,0.0,23.0,4,25.0,20.0,0.0,Andreas Skov Olsen
Robert Skov,DEN,FWDF,Hoffenheim,Bundesliga,24.0,1996.0,12.9,23.0,15,11.0,8.0,4.0,9.0,20.0,45.0,11.0,187.0,76.0,40.6,50.0,67.0,70.0,16.0,3.0,1.0,13.0,12,35.0,12.0,0.0,Robert Skov
Milan Škriniar,SVK,DF,Inter,Serie A,25.0,1995.0,30.9,55.0,28,36.0,15.0,4.0,20.0,34.0,58.8,14.0,239.0,84.0,35.1,149.0,64.0,26.0,48.0,19.0,0.0,29.0,27,82.0,95.0,2.0,Milan Skriniar
Steven Skrzybski,GER,FWDF,Schalke 04,Bundesliga,27.0,1992.0,4.7,7.0,6,2.0,5.0,0.0,2.0,11.0,18.2,9.0,113.0,25.0,22.1,29.0,62.0,22.0,10.0,1.0,0.0,9.0,5,12.0,1.0,0.0,Steven Skrzybski
Petar Škuletić,SRB,FWMF,Montpellier,Ligue 1,30.0,1990.0,2.6,6.0,5,1.0,5.0,0.0,0.0,5.0,0.0,5.0,68.0,20.0,29.4,3.0,42.0,23.0,3.0,2.0,0.0,1.0,0,6.0,4.0,0.0,Petar Skuletic
Islam Slimani,ALG,FW,Leicester City,Premier League,32.0,1988.0,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,2.0,40.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Islam Slimani
Islam Slimani,ALG,FW,Lyon,Ligue 1,32.0,1988.0,6.4,10.0,5,4.0,3.0,3.0,3.0,14.0,21.4,11.0,123.0,22.0,17.9,10.0,48.0,65.0,2.0,1.0,0.0,1.0,1,11.0,4.0,0.0,Islam Slimani
William Smallbone,IRL,MF,Southampton,Premier League,20.0,2000.0,1.9,6.0,4,2.0,3.0,1.0,1.0,4.0,25.0,3.0,43.0,18.0,41.9,9.0,21.0,13.0,5.0,0.0,0.0,5.0,1,7.0,2.0,0.0,William Smallbone
Chris Smalling,ENG,DF,Roma,Serie A,30.0,1989.0,12.3,11.0,7,6.0,4.0,1.0,5.0,12.0,41.7,7.0,110.0,37.0,33.6,56.0,50.0,4.0,21.0,10.0,0.0,11.0,22,33.0,64.0,1.0,Chris Smalling
Emile Smith-Rowe,ENG,MFFW,Arsenal,Premier League,20.0,2000.0,16.0,14.0,8,7.0,5.0,2.0,7.0,16.0,43.8,9.0,241.0,62.0,25.7,53.0,102.0,86.0,17.0,1.0,0.0,16.0,14,28.0,15.0,0.0,Emile Smith Rowe
Robert Snodgrass,SCO,MFFW,West Brom,Premier League,32.0,1987.0,5.8,20.0,12,13.0,5.0,2.0,8.0,18.0,44.4,10.0,86.0,25.0,29.1,34.0,34.0,18.0,13.0,3.0,0.0,10.0,4,24.0,12.0,0.0,Robert Snodgrass
Robert Snodgrass,SCO,FWDF,West Ham,Premier League,32.0,1987.0,0.1,1.0,1,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Robert Snodgrass
Cédric Soares,POR,DF,Arsenal,Premier League,28.0,1991.0,8.3,16.0,10,9.0,5.0,2.0,6.0,22.0,27.3,16.0,116.0,35.0,30.2,52.0,43.0,21.0,14.0,2.0,0.0,12.0,8,24.0,21.0,0.0,Cedric Soares
Rafa Soares,POR,DF,Eibar,La Liga,25.0,1995.0,12.6,29.0,16,16.0,9.0,4.0,12.0,25.0,48.0,13.0,124.0,35.0,28.2,51.0,46.0,27.0,30.0,4.0,0.0,26.0,18,47.0,44.0,0.0,Rafa Soares
Rubén Sobrino,ESP,MFFW,Valencia,La Liga,28.0,1992.0,0.5,4.0,3,2.0,1.0,1.0,1.0,1.0,100.0,0.0,15.0,5.0,33.3,3.0,8.0,4.0,1.0,0.0,0.0,1.0,1,5.0,0.0,0.0,Ruben Sobrino
Rubén Sobrino,ESP,FWMF,Cádiz,La Liga,28.0,1992.0,12.4,32.0,21,12.0,14.0,6.0,7.0,25.0,28.0,18.0,249.0,84.0,33.7,90.0,108.0,51.0,21.0,1.0,0.0,20.0,11,43.0,15.0,0.0,Ruben Sobrino
Simon Sohm,SUI,MF,Parma,Serie A,19.0,2001.0,10.0,18.0,11,11.0,6.0,1.0,7.0,14.0,50.0,7.0,155.0,31.0,20.0,53.0,78.0,24.0,10.0,1.0,0.0,9.0,3,21.0,9.0,0.0,Simon Sohm
Augusto Solari,ARG,MF,Celta Vigo,La Liga,28.0,1992.0,5.4,19.0,13,10.0,7.0,2.0,4.0,23.0,17.4,19.0,159.0,32.0,20.1,59.0,66.0,34.0,11.0,1.0,0.0,10.0,4,23.0,9.0,0.0,Augusto Solari
Roberto Soldado,ESP,FW,Granada,La Liga,35.0,1985.0,16.0,9.0,8,1.0,5.0,3.0,3.0,14.0,21.4,11.0,223.0,52.0,23.3,10.0,103.0,110.0,6.0,0.0,0.0,6.0,6,15.0,15.0,1.0,Roberto Soldado
Carlos Soler,ESP,MF,Valencia,La Liga,23.0,1997.0,30.4,38.0,21,13.0,21.0,4.0,16.0,48.0,33.3,32.0,387.0,102.0,26.4,132.0,194.0,61.0,46.0,11.0,0.0,35.0,21,59.0,55.0,0.0,Carlos Soler
Yann Sommer,SUI,GK,M'Gladbach,Bundesliga,31.0,1988.0,30.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,1.0,33.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,2.0,Yann Sommer
Son,ESP,DF,Levante,La Liga,26.0,1994.0,12.3,19.0,12,7.0,10.0,2.0,7.0,23.0,30.4,16.0,159.0,43.0,27.0,47.0,63.0,49.0,23.0,2.0,0.0,21.0,15,34.0,23.0,0.0,Son
Brandon Soppy,FRA,DF,Rennes,Ligue 1,18.0,2002.0,6.2,25.0,15,19.0,3.0,3.0,5.0,11.0,45.5,6.0,95.0,38.0,40.0,46.0,39.0,10.0,8.0,0.0,0.0,8.0,7,32.0,24.0,0.0,Brandon Soppy
David Soria,ESP,GK,Getafe,La Liga,27.0,1993.0,28.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1.0,0.0,David Soria
Roberto Soriano,ITA,MF,Bologna,Serie A,29.0,1991.0,36.1,47.0,32,19.0,19.0,9.0,11.0,61.0,18.0,50.0,608.0,157.0,25.8,148.0,271.0,189.0,36.0,7.0,0.0,29.0,27,74.0,47.0,0.0,Roberto Soriano
Alberto Soro,ESP,FWMF,Granada,La Liga,21.0,1999.0,4.4,5.0,5,0.0,4.0,1.0,0.0,4.0,0.0,4.0,94.0,29.0,30.9,25.0,48.0,21.0,10.0,0.0,0.0,10.0,4,9.0,1.0,0.0,Alberto Soro
Borna Sosa,CRO,DF,Stuttgart,Bundesliga,22.0,1998.0,22.7,22.0,13,11.0,8.0,3.0,9.0,22.0,40.9,13.0,172.0,59.0,34.3,82.0,57.0,33.0,46.0,6.0,0.0,40.0,23,45.0,77.0,0.0,Borna Sosa
Hugo Sotelo,ESP,MF,Celta Vigo,La Liga,16.0,2003.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Hugo Sotelo
Florian Sotoca,FRA,FW,Lens,Ligue 1,29.0,1990.0,26.8,30.0,16,4.0,19.0,7.0,4.0,25.0,16.0,21.0,357.0,88.0,24.6,25.0,181.0,151.0,36.0,3.0,0.0,33.0,8,38.0,20.0,0.0,Florian Sotoca
Riccardo Sottil,ITA,MFFW,Cagliari,Serie A,21.0,1999.0,13.2,10.0,8,3.0,5.0,2.0,3.0,10.0,30.0,7.0,128.0,26.0,20.3,35.0,58.0,35.0,7.0,1.0,0.0,6.0,4,14.0,5.0,0.0,Riccardo Sottil
Cheick Souaré,FRA,MF,Marseille,Ligue 1,17.0,2002.0,0.1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1.0,0.0,0.0,Cheick Souare
Tomáš Souček,CZE,MF,West Ham,Premier League,25.0,1995.0,38.0,83.0,50,41.0,34.0,8.0,25.0,86.0,29.1,61.0,603.0,163.0,27.0,221.0,291.0,91.0,56.0,21.0,0.0,35.0,55,138.0,145.0,1.0,Tomas Soucek
Rayan Souici,FRA,DF,Saint-Étienne,Ligue 1,22.0,1998.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Rayan Souici
Cebio Soukou,BEN,FWMF,Arminia,Bundesliga,27.0,1992.0,5.1,10.0,6,4.0,4.0,2.0,4.0,9.0,44.4,5.0,100.0,25.0,25.0,25.0,41.0,34.0,3.0,0.0,0.0,3.0,1,11.0,5.0,0.0,Cebio Soukou
Adama Soumaoro,FRA,DF,Bologna,Serie A,28.0,1992.0,19.5,28.0,16,23.0,5.0,0.0,6.0,12.0,50.0,6.0,215.0,78.0,36.3,130.0,79.0,6.0,46.0,26.0,0.0,20.0,32,60.0,102.0,0.0,Adama Soumaoro
Adama Soumaoro,FRA,DF,Lille,Ligue 1,28.0,1992.0,1.6,2.0,2,1.0,1.0,0.0,0.0,0.0,,0.0,9.0,4.0,44.4,6.0,3.0,0.0,1.0,1.0,0.0,0.0,2,4.0,4.0,0.0,Adama Soumaoro
Boubakary Soumaré,FRA,MF,Lille,Ligue 1,21.0,1999.0,21.3,47.0,30,18.0,25.0,4.0,7.0,24.0,29.2,17.0,277.0,83.0,30.0,87.0,157.0,33.0,23.0,6.0,0.0,17.0,40,87.0,20.0,0.0,Boubakary Soumare
Yaya Soumaré,FRA,FW,Lyon,Ligue 1,20.0,2000.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0,Yaya Soumare
Arnaud Souquet,FRA,DF,Montpellier,Ligue 1,28.0,1992.0,13.6,53.0,23,41.0,8.0,4.0,23.0,45.0,51.1,22.0,240.0,64.0,26.7,146.0,64.0,30.0,34.0,6.0,0.0,28.0,19,72.0,31.0,0.0,Arnaud Souquet
Ansou Sow,FRA,MF,Lens,Ligue 1,20.0,2000.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0,0.0,0.0,0.0,Ansou Sow
Djibril Sow,SUI,MF,Eint Frankfurt,Bundesliga,23.0,1997.0,24.2,67.0,45,28.0,36.0,3.0,18.0,53.0,34.0,35.0,536.0,174.0,32.5,167.0,289.0,80.0,47.0,10.0,2.0,37.0,55,122.0,32.0,0.0,Djibril Sow
Saidou Sow,GUI,DF,Saint-Étienne,Ligue 1,18.0,2002.0,11.1,30.0,14,23.0,7.0,0.0,9.0,18.0,50.0,9.0,125.0,51.0,40.8,81.0,41.0,3.0,16.0,9.0,1.0,7.0,18,48.0,56.0,2.0,Saidou Sow
Çağlar Söyüncü,TUR,DF,Leicester City,Premier League,24.0,1996.0,20.2,31.0,16,14.0,17.0,0.0,10.0,31.0,32.3,21.0,166.0,55.0,33.1,93.0,64.0,9.0,22.0,10.0,0.0,12.0,27,58.0,109.0,2.0,Caglar Soyuncu
Leonardo Spinazzola,ITA,DF,Roma,Serie A,27.0,1993.0,23.6,13.0,5,3.0,10.0,0.0,5.0,18.0,27.8,13.0,205.0,55.0,26.8,72.0,70.0,63.0,27.0,1.0,0.0,26.0,31,44.0,32.0,2.0,Leonardo Spinazzola
Marco Sportiello,ITA,GK,Atalanta,Serie A,28.0,1992.0,14.0,1.0,1,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,2.0,0.0,Marco Sportiello
Mattia Sprocati,ITA,FW,Parma,Serie A,27.0,1993.0,0.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Mattia Sprocati
Jerry St. Juste,NED,DF,Mainz 05,Bundesliga,23.0,1996.0,32.0,72.0,45,45.0,21.0,6.0,16.0,39.0,41.0,23.0,396.0,131.0,33.1,222.0,145.0,29.0,70.0,26.0,1.0,44.0,61,133.0,146.0,0.0,Jerry St Juste
Benjamin Stambouli,FRA,MFDF,Schalke 04,Bundesliga,29.0,1990.0,21.7,60.0,45,32.0,22.0,6.0,23.0,47.0,48.9,24.0,277.0,101.0,36.5,129.0,125.0,23.0,49.0,14.0,0.0,35.0,61,121.0,68.0,2.0,Benjamin Stambouli
Josip Stanišić,GER,DF,Bayern Munich,Bundesliga,20.0,2000.0,1.0,2.0,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,6.0,40.0,8.0,4.0,3.0,2.0,0.0,0.0,2.0,1,3.0,4.0,0.0,Josip Stanisic
Niklas Stark,GER,DFMF,Hertha BSC,Bundesliga,25.0,1995.0,31.0,66.0,36,34.0,29.0,3.0,11.0,35.0,31.4,24.0,430.0,135.0,31.4,210.0,186.0,34.0,58.0,18.0,0.0,40.0,40,106.0,146.0,0.0,Niklas Stark
Renato Steffen,SUI,FWMF,Wolfsburg,Bundesliga,28.0,1991.0,17.4,26.0,15,8.0,14.0,4.0,8.0,29.0,27.6,21.0,286.0,79.0,27.6,70.0,147.0,69.0,33.0,3.0,0.0,30.0,13,39.0,13.0,0.0,Renato Steffen
Zack Steffen,USA,GK,Manchester City,Premier League,25.0,1995.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Zack Steffen
Pascal Stenzel,GER,DF,Stuttgart,Bundesliga,24.0,1996.0,14.2,33.0,18,17.0,15.0,1.0,19.0,48.0,39.6,29.0,186.0,58.0,31.2,95.0,80.0,11.0,33.0,4.0,1.0,29.0,18,51.0,42.0,1.0,Pascal Stenzel
Dale Stephens,ENG,MF,Burnley,Premier League,31.0,1989.0,2.9,10.0,4,3.0,5.0,2.0,5.0,8.0,62.5,3.0,48.0,15.0,31.3,15.0,27.0,6.0,3.0,0.0,0.0,3.0,3,13.0,0.0,0.0,Dale Stephens
Jack Stephens,ENG,DF,Southampton,Premier League,26.0,1994.0,17.1,37.0,19,22.0,14.0,1.0,17.0,38.0,44.7,21.0,168.0,57.0,33.9,94.0,65.0,9.0,41.0,13.0,0.0,28.0,25,62.0,84.0,1.0,Jack Stephens
Raheem Sterling,ENG,FW,Manchester City,Premier League,25.0,1994.0,28.2,20.0,18,4.0,13.0,3.0,6.0,19.0,31.6,13.0,288.0,83.0,28.8,37.0,136.0,115.0,17.0,1.0,0.0,16.0,14,34.0,2.0,0.0,Raheem Sterling
Enda Stevens,IRL,DF,Sheffield Utd,Premier League,30.0,1990.0,30.0,53.0,23,29.0,18.0,6.0,21.0,58.0,36.2,37.0,417.0,92.0,22.1,195.0,154.0,68.0,60.0,14.0,1.0,46.0,47,100.0,95.0,2.0,Enda Stevens
Lars Stindl,GER,MFFW,M'Gladbach,Bundesliga,31.0,1988.0,21.8,35.0,23,7.0,21.0,7.0,8.0,33.0,24.2,25.0,458.0,117.0,25.5,78.0,209.0,171.0,27.0,4.0,1.0,23.0,6,41.0,21.0,0.0,Lars Stindl
Kevin Stöger,AUT,MFFW,Mainz 05,Bundesliga,26.0,1993.0,6.0,14.0,10,5.0,6.0,3.0,4.0,16.0,25.0,12.0,97.0,33.0,34.0,29.0,42.0,26.0,9.0,0.0,0.0,9.0,11,25.0,7.0,0.0,Kevin Stoger
John Stones,ENG,DF,Manchester City,Premier League,26.0,1994.0,21.5,20.0,12,13.0,5.0,2.0,7.0,14.0,50.0,7.0,130.0,51.0,39.2,67.0,54.0,9.0,31.0,14.0,0.0,17.0,20,40.0,77.0,0.0,John Stones
Thomas Strakosha,ALB,GK,Lazio,Serie A,25.0,1995.0,9.0,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,2.0,0.0,Thomas Strakosha
Tobias Strobl,GER,MF,Augsburg,Bundesliga,30.0,1990.0,20.5,25.0,14,12.0,12.0,1.0,12.0,36.0,33.3,24.0,312.0,99.0,31.7,107.0,174.0,31.0,34.0,12.0,0.0,22.0,28,53.0,30.0,0.0,Tobias Strobl
Kevin Strootman,NED,MF,Marseille,Ligue 1,30.0,1990.0,2.6,11.0,6,5.0,6.0,0.0,5.0,9.0,55.6,4.0,61.0,22.0,36.1,23.0,35.0,3.0,6.0,2.0,0.0,4.0,3,14.0,9.0,0.0,Kevin Strootman
Kevin Strootman,NED,MF,Genoa,Serie A,30.0,1990.0,14.6,43.0,27,21.0,21.0,1.0,22.0,38.0,57.9,16.0,334.0,96.0,28.7,122.0,158.0,54.0,37.0,4.0,0.0,33.0,28,71.0,16.0,0.0,Kevin Strootman
Pascal Struijk,NED,DFMF,Leeds United,Premier League,20.0,1999.0,23.1,56.0,29,37.0,18.0,1.0,14.0,29.0,48.3,15.0,382.0,118.0,30.9,204.0,155.0,23.0,52.0,23.0,0.0,29.0,41,97.0,102.0,1.0,Pascal Struijk
Jens Stryger Larsen,DEN,DF,Udinese,Serie A,29.0,1991.0,29.3,21.0,15,13.0,6.0,2.0,10.0,29.0,34.5,19.0,255.0,67.0,26.3,117.0,85.0,53.0,56.0,11.0,0.0,45.0,29,50.0,50.0,2.0,Jens Stryger Larsen
Stefano Sturaro,ITA,MF,Hellas Verona,Serie A,27.0,1993.0,4.7,9.0,5,3.0,5.0,1.0,3.0,9.0,33.3,6.0,101.0,23.0,22.8,22.0,58.0,21.0,8.0,0.0,0.0,8.0,2,11.0,10.0,0.0,Stefano Sturaro
Stefano Sturaro,ITA,MF,Genoa,Serie A,27.0,1993.0,4.9,12.0,7,3.0,7.0,2.0,3.0,11.0,27.3,8.0,110.0,27.0,24.5,31.0,58.0,21.0,10.0,0.0,0.0,10.0,2,14.0,2.0,0.0,Stefano Sturaro
Damián Suárez,URU,DF,Getafe,La Liga,32.0,1988.0,27.0,55.0,33,30.0,20.0,5.0,25.0,67.0,37.3,42.0,501.0,148.0,29.5,187.0,225.0,89.0,58.0,2.0,0.0,56.0,34,89.0,86.0,0.0,Damian Suarez
Denis Suárez,ESP,MF,Celta Vigo,La Liga,26.0,1994.0,31.7,66.0,35,24.0,29.0,13.0,22.0,103.0,21.4,81.0,674.0,176.0,26.1,222.0,359.0,93.0,38.0,2.0,0.0,36.0,27,93.0,20.0,0.0,Denis Suarez
